,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Pizza-dip-333915,,5,4,,2100.0
1,The-Greatest-Hummus-Recipe-Ever_-1663684,,7,5,900.0,900.0
2,Garlic-Herb-Cream-Cheese-Dip-972926,,6,4,,900.0
3,Frank_s-RedHot-Buffalo-Chicken-Dip-1089684,,5,4,300.0,1200.0
4,Marinated-Japanese-Mushrooms-1102960,,7,4,,2100.0
5,Sabrina-1617392,,10,32,,4200.0
6,Greek-7-Layer-Dip-1172434,,12,8,,900.0
7,Shrimp-and-Feta-Stuffed-Peppers-608468,,5,40,2100.0,3300.0
8,The-Best-Blender-Salsa-964319,60.0,7,10,300.0,360.0
9,Buffalo-Chicken-and-Blue-Cheese-Dip-477285,,6,11,600.0,600.0
10,Baked-Mozzarella-Bites-939556,480.0,4,2,120.0,600.0
11,Jalapeno-Lime-Deviled-Eggs-1028359,,7,4,,1800.0
12,Roasted-TomatoCashew-Salsa-1618251,,7,8,,3600.0
13,Joe-Montana_s-Touchdown-Guacamole-991761,,9,4,900.0,900.0
14,Feta-Tzatziki-Dip-1046290,,6,8,600.0,600.0
15,Creamy-Avocado-Dip-1061124,,5,4,,900.0
16,Best-Guacamole-1574304,,7,2,,1200.0
17,The-Best-Frikin_-Party-Dip-Ever_-Allrecipes,900.0,5,4,600.0,1500.0
18,Fried-guacamole-309066,,11,22,,5400.0
19,Honey-nut-glazed-brie-298582,,7,8,,540.0
20,Panko-Fried-Razor-Clams-894980,,7,4,,3000.0
21,Bacon-wrapped-scallops-334096,,5,4,,1500.0
22,Crispy-Baked-Asian-Chicken-Wings-1600494,,6,4,,3900.0
23,5-Minute-Black-Bean-Dip-1241719,,8,2,300.0,300.0
24,Panda-Express-Cream-Cheese-Rangoon-1558729,600.0,5,24,300.0,900.0
25,Ginger-Soy-Wings-1225521,1800.0,7,4,14400.0,16200.0
26,Cheese-Ball-1319217,,9,1,900.0,900.0
27,Cucumber-rounds-with-beet-cream-and-smoked-salmon-349216,,7,16,108000.0,108000.0
28,Spinach-Stuffed-Mushrooms-MyRecipes-236110,1800.0,6,2,900.0,2700.0
29,Hummus-1614784,,9,7,,900.0
30,Lemon-Fruit-Dip-1563960,,5,4,,1800.0
31,Roasted-Red-Pepper-Cream-Cheese-Spread-1443191,,5,4,,900.0
32,Pot-Stickers-1322352,,10,4,,3300.0
33,Yogurt-Dip-_Cacik_-767640,,9,4,,900.0
34,Bacon-Wrapped-Onion-Rings-with-Sriracha-Mayo-Dipping-Sauce-1383808,0.0,6,4,900.0,6300.0
35,Bacon-Wraps-1042650,,4,1,,2400.0
36,Guacamole-322251,,9,3,,1500.0
37,Ooey-Gooey-Cheesy-Meatballs-1028340,,11,30,,2700.0
38,Hummus-482028,,7,4,,2100.0
39,Mango-Guacamole-1171886,,8,4,,900.0
40,Strawberry-Salsa-1179885,,9,3,900.0,900.0
41,Parmesan-Zucchini-Crisps-1000280,,7,4,,2400.0
42,Buffalo-Chicken-Dip-1288392,,6,4,,2700.0
43,Creamy-Guacamole-Dip-1211194,,6,6,,2700.0
44,Easy-Queso-Dip-1087454,600.0,4,4,600.0,1200.0
45,Rosemary-Garlic-Wings-1031158,,5,4,,4200.0
46,Creamy-Bacon-Guacamole-Potato-Bites-1083935,,9,4,,3900.0
47,Honey-Walnut-Baked-Brie-1617552,,4,4,,1800.0
48,Wings-1172591,3000.0,9,4,14400.0,17400.0
49,Garlicky-Baked-Brie-in-a-Sourdough-Bread-Bowl-960458,,6,4,,2400.0
50,Weight-Watchers-Taziki-Dip---1-Point-Plus-1640374,,4,2,300.0,300.0
51,Sugared-Bacon-Wrapped-Smokies-1231878,,4,45,2100.0,2100.0
52,Fried-Calamari-1553393,2700.0,17,4,900.0,3600.0
53,Pico-de-Gallo-1683714,,10,4,600.0,600.0
54,BUFFALO-CHICKEN-DIP-1690200,0.0,11,4,300.0,7500.0
55,Mexican-Ceviche-with-Shrimp-1315214,,15,2,,3900.0
56,Effortless-Egg-Rolls-1454232,600.0,5,10,1200.0,1800.0
57,Herb-Olive-Oil-Dip-1642397,,9,4,,1200.0
58,Garden-Veggie-Guacamole-1616509,,7,4,,1500.0
59,Cheese-Straws-456890,,6,60,,3300.0
60,Spinach-and-Avocado-Dip-_Raw_-Vegan_-Dairy-Free_-Gluten-Free_-Paleo-Friendly_-749788,,7,2,,900.0
61,Greek-Meatballs-1585505,900.0,6,16,900.0,1800.0
62,Garlic-and-Herb-Yogurt-Dip-1540401,,8,4,,1200.0
63,Guacamole-Deviled-Eggs-1638271,,5,12,,1800.0
