,id,rating,recipeName,sourceDisplayName
0,Skinny-Hummus-With-Zero-Tahini-1627413,4,Skinny Hummus With Zero Tahini,The Kitchen Girl
1,Pico-De-Gallo-1682898,4,Pico De Gallo,The Girl Who Ate Everything
2,Fiesta-Baked-Cheese-Dip-1696540,3,Fiesta Baked Cheese Dip,Kraft
3,Easy-Baked-Chicken-Wings-in-Sweet-_-Sour-Sauce-1682194,4,Easy Baked Chicken Wings in Sweet & Sour Sauce,My Forking Life
4,Cheesy-roasted-red-pepper-dip-333510,5,Cheesy Roasted Red Pepper Dip,How Sweet It Is
5,Hot-Artichoke-_-Spinach-Dip-1698551,4,Hot Artichoke & Spinach Dip,No Fail Recipes
6,Enchiladas-Potosinas-1705110,4,Enchiladas Potosinas,Curious Cuisiniere
7,Stuffed-Mini-Peppers-With-Feta_-Goat-Cheese_-Garlic-_-Herbs-1632999,4,"Stuffed Mini Peppers With Feta, Goat Cheese, Garlic & Herbs",The Seaman Mom
8,Quick-Marinated-Mushrooms_-1701414,4,Quick Marinated Mushrooms!,Good food. Best Recipes
9,Loaded-baked-potato-dip-335784,5,Loaded Baked Potato Dip,Baked Bree
10,Vegan-Mexican-Cheese-_Three-Ways_-1682739,4,Vegan Mexican Cheese (Three Ways),Minimalist Baker
11,Dill-Pickle-Dip-1667441,4,Dill Pickle Dip,Wonky Wonderful
12,Turmeric-Hummus-1687811,4,Turmeric Hummus,Dizzy Busy and Hungry
13,Watermelon-Salsa-1684550,4,Watermelon Salsa,Nutritioulicious
14,Pate-Of-The-Two-Salmons-1695623,4,Pate Of The Two Salmons,Good food. Best Recipes
15,Cheesy-Baked-Dip-988436,4,Cheesy Baked Dip,Tried and Tasty
16,Robert_s-Corn-Dip-1662982,4,Robert's Corn Dip,Gooseberry Patch
17,How-To-Make-Crostini-1633128,4,How To Make Crostini,The Kitchen Girl
18,Beet-hummus-308970,5,Beet Hummus,Not Without Salt
19,Guacamole-298512,4,Guacamole,Unilever North America
20,BLT-Dip-1448560,4,BLT Dip,The Gracious Wife
21,Deviled-Eggs-with-a-Kick-1600362,4,Deviled Eggs with a Kick,Ann's Entitled Life
22,Roasted-Garlic-Hummus-1677848,4,Roasted Garlic Hummus,Food Babbles
23,Reuben-Dip-1590460,4,Reuben Dip,Closet Cooking
24,Sinfully-stuffed-potato-skins-347364,5,Sinfully Stuffed Potato Skins,Every Day with Rachael Ray
25,Stuffed-Mushrooms-1418514,3,Stuffed Mushrooms,The Italian Chef
26,The-best-ever-Guacamole_-1689242,4,The best ever Guacamole!,Fit Active Beauty
27,Easy-avocado-dip-345494,5,Easy Avocado Dip,Elana's Pantry
28,Low-Sodium-Hummus-1702245,4,Low Sodium Hummus,Hacking Salt
29,Wings-1641076,4,Wings,Immaculate Bites
