,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Warm-Spinach-and-Artichoke-Dip-1222123,,9,4,,1800.0
1,Honey-Garlic-Crockpot-Meatballs-1245745,14400.0,6,7,300.0,14700.0
2,Cheesy-Spinach-_-Artichoke-Dip-1063719,,6,4,,2100.0
3,Zucchini-Hummus-1197534,1200.0,8,2,300.0,1500.0
4,Easy-guacamole-369751,,7,4,,1200.0
5,Easy-vegetable-dip-303296,,3,5,,7500.0
6,Homemade-Honey-Mustard-Dip-1585908,,5,4,300.0,300.0
7,Crab-Rangoon-Wontons-1042860,,7,6,,3000.0
8,Creamy-Feta-Cheese-Spreed-1611118,,5,8,,900.0
9,Baked-Brie-Simply-Recipes-42730,,5,4,,2400.0
10,Spicy-Garlic-Sriracha-Dip-1236746,,6,4,,1200.0
11,Gobi-Manchurian-1123084,1500.0,19,4,600.0,2100.0
12,Blue-Cheese-And-Bacon-Deviled-Eggs-1091790,,8,4,,2100.0
13,Cheesy-Black-Bean-and-Salsa-Dip-1197330,1200.0,4,4,300.0,1500.0
14,Mexican-Veggie-Burrito-with-Guacamole-Dip-by-Gingeritup-1700194,300.0,8,4,,300.0
15,Zesty-chili-dip-298409,,5,9,,7800.0
16,Bacon-Appetizer-Crescents-1176269,,7,16,1200.0,2100.0
17,Garlic-Spread-Allrecipes,,5,16,1200.0,12000.0
18,Classic-Buffalo-Wings-482962,,4,4,,4200.0
19,Healthy-Cilantro-_-Jalapeno-Ranch-Dip-1679764,,8,8,,1200.0
20,Avocado-Hummus-1073003,0.0,13,10,600.0,600.0
21,Roasted-Garlic-Hummus_-1326015,,10,4,600.0,600.0
22,Baked-Clams-1096805,,8,4,,2100.0
23,Spinach-Stuffed-Mushrooms-1555109,,9,20,,2700.0
24,Peanut-Butter-and-Jelly-Dip-995684,,5,9,600.0,600.0
25,Shrimp-Puffs-1624060,,7,10,,1800.0
26,Sweet-Pepper-Poppers-with-Guacamole-Crunch-1683631,,8,30,,2100.0
27,Baked-mussels-with-cilantro-butter-334456,,6,3,,2100.0
28,Mini-lasagna-cups-365433,900.0,10,6,900.0,1800.0
29,Bacon-wrapped-buffalo-chicken-jalapeno-poppers-351074,2100.0,8,4,300.0,2400.0
30,Slow-Cooker-Sticky-Wings-926797,,8,4,,3600.0
31,Herb-Butter-for-Corn-1123883,,6,4,,1200.0
32,Healthy-Guacamole-1124877,,7,4,,1200.0
33,Low-Carb-Buffalo-Chicken-Meatballs-1601694,900.0,6,9,300.0,1200.0
34,Spicy-Jalapeno-Crab-Dip-1683519,,10,9,,1200.0
35,Roasted-Poblano-Sweet-Corn-Hummus-1567898,,10,4,,5400.0
36,BAKED-Cream-Cheese-Rangoons-596046,,6,24,,2100.0
37,Sausage-Stuffed-Mushrooms-1641557,,3,4,,2400.0
38,Fried-minted-artichoke-346121,,6,2,,900.0
39,Organic-Chips-Chunky-Garden-Salsa-1566469,900.0,11,8,900.0,1800.0
40,Pumpkin-_-peanut-butter-dip-299844,,7,4,,600.0
41,Shrimp-cocktail-with-low-sugar-cocktail-sauce-309664,,6,2,,1200.0
42,Wonton-Poppers-1067412,,7,26,,2400.0
43,White-bean-roasted-red-pepper-dip-307155,,7,4,,900.0
44,Baba-Ghanoush-1229852,,7,5,,2700.0
45,Classic-Guacamole-1600428,,5,1,,2100.0
46,Watermelon_-Mozzarella-and-Prosciutto-Skewers-1206030,,6,10,900.0,900.0
47,Tropical-Mango-Guacamole-1620426,,7,4,,900.0
48,Chipotle-Pumpkin-Deviled-Eggs-1335714,,8,10,600.0,600.0
49,Easy-tuna-ceviche-303810,,7,4,,900.0
50,Pigs-in-Blankets-1518841,,4,27,,2700.0
51,Tuna-poke-315351,,6,4,,2700.0
52,Guacamole-Salsa-1636260,600.0,10,4,600.0,1200.0
53,Inside-Out-Empanada-Dip-1701766,1800.0,11,4,600.0,2400.0
54,Sriracha-Ranch-Bacon-Chicken-Dip-1639291,1800.0,6,9,600.0,2400.0
55,Cilantro-lime-white-bean-hummus-333648,,8,1,,600.0
56,Beer-Cheese-Dip-600970,,4,3,900.0,900.0
57,Blueberry-Basil-Bruschetta-1632413,,8,4,600.0,600.0
58,Fresh-Guacamole-1337226,,5,4,,900.0
59,Roasted-Garlic-Guacamole-643686,,7,4,,1200.0
60,Cheesy-Bacon-Ranch-Dip-1102203,,5,12,1500.0,5100.0
61,Red-Pepper-Whipped-Feta-Dip-981791,,6,8,300.0,300.0
62,Hot-Caprese-Dip-1244590,,5,4,,2100.0
63,Hummus-Serious-Eats-200474,,7,2,,1200.0
64,Sweet-and-Spicy-Chicken-Wings-964300,,4,4,,2100.0
65,Whipped-Asparagus-Pesto-Spread-1592625,,6,6,,1800.0
66,Lemon-Herb-Hummus_-992502,,6,4,,600.0
67,White-Queso-573646,,8,2,,1500.0
68,Creamy-Guacamole-Dip-512225,0.0,7,4,900.0,900.0
69,Oysters-Kilpatrick-1199390,600.0,9,2,1200.0,1800.0
70,Grilled-Jalapeno-Poppers_-1443192,,6,12,,2100.0
71,Deviled-Eggs-1618351,900.0,9,12,600.0,1500.0
72,Basil-Pesto-Hummus-1638603,300.0,8,4,600.0,900.0
73,Bacon-Wrapped-Jalapeno-Poppers-1438558,2100.0,4,12,900.0,3000.0
74,Kung-Pao-Mini-Meatballs-1602708,,13,4,,2400.0
75,Sante-Fe-Guacamole-1685925,,11,4,,1200.0
76,Layered-Hummus-and-Caramelized-Onion-Dip-1629023,,10,4,300.0,1800.0
77,Chipotle-Sweet-Potato-Hummus-1687275,,10,4,,1500.0
78,Lemon-herb-Goat-Cheese-Spread-1587605,,5,4,600.0,600.0
79,Spanakopita-Bites-1433690,,11,30,,2100.0
80,Festive-Holiday-Cheese-Ball-for-Kids-978402,,6,12,,1800.0
81,Boiled-Shrimp-1679882,480.0,6,2,300.0,780.0
82,7-Layer-Flag-Dip-for-4th-of-July_-1636222,,11,4,,600.0
83,Hot-Shrimp-Cocktail-Dip-1638018,1200.0,7,7,300.0,1500.0
84,Melting-Pot-Cheddar-Cheese-Fondue-1357056,,7,4,,1800.0
85,Roasted-Garlic-Bean-Dip-1047638,2700.0,7,12,300.0,3000.0
86,Guacamole-1179245,,7,4,300.0,300.0
87,Creamy-avocado-cilantro-dip-347713,,4,1,,1200.0
88,Pickled-Red-Onions-496725,,8,3,,3600.0
89,Buffalo-Chicken-Dip-1525430,,7,4,,3900.0
90,Southwestern-Dip-1070154,,7,7,300.0,11100.0
91,Greek-Yogurt-Guacamole-1207167,,9,3,,1200.0
92,Garlic-Thyme-Compound-Butter-1233379,,4,4,,1200.0
93,Creamy-Bacon-Jalapeno-Dip-1022520,1800.0,7,9,600.0,2700.0
94,Cheesy-BBQ-Pulled-Pork-Dip-1189002,1500.0,5,9,600.0,2100.0
95,Avocado-Watermelon-Bites-979138,,6,20,900.0,900.0
96,Basic-Simple-Chunky-Salsa-1691137,,8,4,600.0,600.0
97,Chicken-Parm-Poppers-Recipe-_NewTraDish-1066912,1200.0,7,24,600.0,1800.0
98,Southwest-Dip-1010622,,8,8,,900.0
99,Nagoya-Style-Fried-Chicken-Wings-1699563,1800.0,11,5,1200.0,3000.0
100,Marinated-Cheese-1068171,,12,4,,2400.0
101,Beer-Cheese-Pretzel-Dip-AllRecipes-39261,,6,3,600.0,4200.0
102,Prosciutto-Wrapped-Oysters-1703864,,13,4,,2100.0
103,Spicy-bacon-cheddar-butterflies-346874,,5,24,1200.0,2400.0
104,Garlic-Parmesan-Baked-Ricotta-Dip-1234773,,6,4,,1500.0
105,Homemade-Guacamole-1620280,,9,4,,900.0
106,Guacamole-ranchero-298926,,6,4,,900.0
107,Hot-_-Cheesy-Bacon-Dip-1236563,1500.0,6,4,600.0,2100.0
108,Strawberry-Goat-Cheese-Crostini-1600981,,5,4,,2100.0
109,Baked-Stuffed-Jalapenos-1619979,,5,4,,3000.0
110,Creamy-Guacamole-1021404,,7,4,,1200.0
111,Honey-Mustard-Dip-1107916,,5,4,,2700.0
112,Gingery-Carrot-Cashew-Pate-1043568,,7,4,,1500.0
113,Best-Ever-Jalapeno-Poppers-Allrecipes,900.0,8,32,2700.0,3600.0
114,Lemon-Garlic-Hummus-551181,,7,8,,600.0
115,Japanese-Deviled-Eggs-1636153,,8,4,,1800.0
116,Sundried-Tomato-and-Basil-Cream-Cheese-Spread-1611926,,3,7,300.0,300.0
117,Joe_s-Crab-Shack-Blue-Crab-Dip-930759,1500.0,2,4,,1500.0
118,Mushroom_-Sun-Dried-Tomato-and-Mozzarella-Dip-1686093,,11,4,,1800.0
119,Cream-Cheese-Stuffed-Mushrooms-1568484,,6,4,,2700.0
120,Restaurant-Style-Queso-Blanco-1036676,,8,4,,1800.0
121,Chipotle-Guacamole-457193,,8,2,,2100.0
122,BLT-Dip-1250845,,6,3,,1200.0
123,Friendship-dip-369722,,6,4,,2100.0
124,Copycat-Chipotle-Tomatillo-Salsa-Verde-1586022,600.0,7,4,300.0,900.0
125,Zucchini-Parmesan-Crisps-939642,,6,4,,2100.0
126,Healthy-Traditional-Hummus-1541257,120.0,8,4,300.0,420.0
127,Classic-nachos-349872,180.0,8,4,900.0,1080.0
128,Creamy-Blue-Cheese-Dip-1242569,,6,4,,600.0
129,Beet-Hummus-1639824,,9,12,,1200.0
130,Creamy-Avocado-Cilantro-Veggie-Dip-1270153,,8,1,600.0,600.0
131,Sinfully-Stuffed-Potato-Skins-1687388,3900.0,7,12,1200.0,5100.0
132,Sesame-dip-345631,,7,4,,900.0
133,Cheddar-Ranch-Dip-Allrecipes,,4,3,600.0,1800.0
134,Stuffed-Mushrooms-In-Creamy-Pesto-Sauce-1593859,1800.0,11,4,600.0,2400.0
135,Golden-Corrals-Whipped-Honey-Butter-1031026,,6,4,,3300.0
136,Baked-Pizza-Dip-1106116,,7,4,,2100.0
137,Hot-Salsa-Dip-1271264,,4,4,,2100.0
138,Fresh-Vegetable-and-Chicken-Rolls-1683188,,11,12,1500.0,1500.0
139,STUFFED-MUSHROOMS-with-Gruyere-cheese-1681112,1800.0,9,4,600.0,2400.0
140,Springtime-Deviled-Eggs-1057393,,6,4,,1500.0
141,Chicken-Enchilada-Dip-1201729,,6,4,,1800.0
142,Guacamole-_Avocado-Dip_-1539214,,7,4,,1800.0
143,Smokey-Onion-Kale-Dip-1585502,600.0,6,4,900.0,1500.0
144,Honey-Soy-Sticky-Chicken-Wings-1530211,2400.0,11,4,,2400.0
145,Creamy-Herb-Dip-1184399,,8,10,600.0,600.0
146,Bacon-Double-Cheese-Dip-1428704,,5,11,900.0,900.0
147,Corn-salsa-296744,,8,8,,2700.0
148,Grilled-Guacamole-1114593,,9,2,,3300.0
149,Garlic-Cashew-Cheese-969647,300.0,6,2,21600.0,21900.0
150,Tsak-Sha-Momos-_Tibetan-Beef-Dumplings_-1167607,3600.0,9,42,,3600.0
151,Recipe-for-Avocado-Deviled-Eggs-_the-best-deviled-eggs-I_ve-ever-eaten_-1010218,,8,4,,1500.0
152,Aubergine-Sliders-1103502,,4,5,,2400.0
153,Bleu-Cheese-Chicken-Wontons-1638339,,8,30,,2100.0
154,Southwestern-Layered-Bean-Dip-1686135,,13,12,1200.0,1200.0
155,Nothin-better-than-cheddar-dip-347495,,4,6,,1200.0
156,Sweet-and-Creamy-Pumpkin-Dip-1328807,,6,4,,1200.0
157,Mango-guacamole-333433,,9,1,,1500.0
158,Homemade-Pickles-601053,,6,4,,2400.0
159,OLD-BAY-Hot-Crab-Dip-1435110,1800.0,6,3,600.0,2400.0
160,Guacamole-I-Adore-Food-55290,,9,8,300.0,3000.0
161,Spinach-Triangles-Allrecipes,1200.0,7,32,3300.0,4500.0
162,Mini-caprese-bites-368903,,9,4,,1200.0
163,Cheddar-Puffs-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41300,,10,8,,2400.0
164,Mini-Cucumber-Smoked-Salmon-Appetizer-Bites-with-Lemon-Dill-Cream-Cheese-1624655,,11,36,900.0,900.0
165,Clean-Eating-Spinach-Dip-1516023,,7,4,,1500.0
166,Aunt-bev_s-vegetarian-chopped-liver-302280,,7,8,,2100.0
167,Pistachio-and-Spinach-Hummus-1683272,,15,4,,1200.0
168,Savory-Blue-Cheese-Cake-_appetizer_-1640774,4200.0,7,12,1200.0,5400.0
169,Shrimp-Spring-Rolls-941272,600.0,6,20,1800.0,2400.0
170,Caprese-Antipasto-1691363,1800.0,11,5,,1800.0
171,Skinny-tzatziki-352320,,8,8,,1500.0
172,Easy-Mexican-Dip-1121292,,4,4,,2400.0
173,Hidden-Valley-Bacon-_-Cheddar-Dip-752068,,4,2,900.0,4500.0
174,Easy-Stuffed-Mushrooms---Only-Three-Ingredients_-1366917,,3,4,,2700.0
175,Buffalo-Chicken-Dip-977163,,6,4,,1200.0
176,Deep-Fried-Jalapeno-Bacon-Mac-N-Cheese-Bites-1685210,,12,4,,3900.0
177,Buffalo-Chicken-Dip-1127868,,5,4,,1500.0
178,Pickled-Jalapenos_-Or-How-to-Use-Many-Jars-1696093,,11,4,,4800.0
179,Buffalo-ranch-white-bean-dip-298559,,6,4,,1260.0
180,Bacon-Basil-Wrapped-Shrimp-1180475,900.0,6,4,1200.0,2100.0
181,Chile-Verde-Chicken-Cheddar-Dip-746965,,4,4,,2400.0
182,Feta--Stuffed-Mushrooms-471965,,8,2,900.0,2400.0
183,Roasted-pecan-pumpkin-butter-333293,,6,1,600.0,2100.0
184,Oven-Fried-Onion-Rings-1455607,900.0,28,4,1800.0,2700.0
