,id,rating,recipeName,sourceDisplayName
0,Best-tomato-soup-345204,5,Best Tomato Soup,Lottie + Doof
1,Thai-Green-Curry-Spinach-Soup-763031,4,Thai Green Curry Spinach Soup,Amuse Your Bouche
2,Spinach-tofu-soup-348926,5,Spinach-Tofu Soup,Every Day with Rachael Ray
3,Chef-Jack_s-Corn-Chowder-1554768,4,Chef Jack's Corn Chowder,Paula Deen
4,Homemade-Cream-of-Chicken-Soup-499598,4,Homemade Cream of Chicken Soup,Pinch of Yum
5,EASY-CHEESY-POTATO-SOUP-1512595,4,EASY CHEESY POTATO SOUP,The Neighborhood Moms
6,Carrot-soup-308782,5,Carrot Soup,101 Cookbooks
7,Egg-Drop-Soup-756940,3,Egg Drop Soup,Rachael Ray Show
8,Vegan-Recipe-for-Creamy-Potato-Leek-Soup-967190,3,Vegan Recipe for Creamy Potato-Leek Soup,Care2
9,Persian-Barley-Soup-_Soup-e-Jo-or-Ash-e-Jo_-1538117,4,Persian Barley Soup (Soup-e Jo or Ash-e Jo),Ahu Eats
10,Simple-Chicken-Stock-490192,3,Simple Chicken Stock,Clean Eating
11,Crockpot-Creamy-Lemon-Chicken-Kale-Soup-751029,4,Crockpot Creamy Lemon Chicken Kale Soup,AIP Lifestyle
12,Homemade-Chicken-Soup-1420006,4,Homemade Chicken Soup,Real Food Real Deals
13,Pumpkin-Bisque-1350118,4,Pumpkin Bisque,Crumbs Above Gold
14,Cauliflower-Soup-1054763,4,Cauliflower Soup,Cookistry
15,Lemon-Scented-Fish-Broth-1693653,4,Lemon Scented Fish Broth,Paleomantic
16,Panera_s-Broccoli-Cheese-Soup-1313545,4,Panera's Broccoli Cheese Soup,The Girl Who Ate Everything
17,James-and-Kimberly-Van-Der-Beek_s-Carrot_-Ginger_-Turmeric-Soup-1573372,4,"James and Kimberly Van Der Beek's Carrot, Ginger, Turmeric Soup",The Doctor Oz Show
18,Tuscan-Tomato-White-Bean-Soup-1576143,4,Tuscan Tomato White Bean Soup,Tasty Thin
19,Raw-Cucumber-Dill-Soup-1239344,4,Raw Cucumber Dill Soup,Create Mindfully
20,Clam-chowder-369633,4,Clam Chowder,Real Mom Kitchen
21,Potato-Bacon-Chowder-TasteOfHome,5,Potato Bacon Chowder,Taste of Home
22,Potato-Soup-1680251,4,Potato Soup,Emmi's Cookin
23,Egg-and-Lemon-Soup-with-Ramps-1170124,3,Egg and Lemon Soup with Ramps,New York Times Cooking
24,Homemade-Split-Pea-Soup-1539609,4,Homemade Split Pea Soup,Love Foodies
