,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Best-tomato-soup-345204,,12,6,,4500.0
1,Thai-Green-Curry-Spinach-Soup-763031,900.0,12,2,300.0,1200.0
2,Spinach-tofu-soup-348926,900.0,7,4,300.0,1200.0
3,Chef-Jack_s-Corn-Chowder-1554768,,10,9,,3300.0
4,Homemade-Cream-of-Chicken-Soup-499598,600.0,4,3,300.0,900.0
5,EASY-CHEESY-POTATO-SOUP-1512595,,7,4,,2400.0
6,Carrot-soup-308782,,9,1,,3600.0
7,Egg-Drop-Soup-756940,,2,3,,1500.0
8,Vegan-Recipe-for-Creamy-Potato-Leek-Soup-967190,,8,4,,3300.0
9,Persian-Barley-Soup-_Soup-e-Jo-or-Ash-e-Jo_-1538117,5400.0,9,6,600.0,6000.0
10,Simple-Chicken-Stock-490192,,7,4,,600.0
11,Crockpot-Creamy-Lemon-Chicken-Kale-Soup-751029,21600.0,8,6,1800.0,23400.0
12,Homemade-Chicken-Soup-1420006,1800.0,7,10,900.0,2700.0
13,Pumpkin-Bisque-1350118,,13,4,,3000.0
14,Cauliflower-Soup-1054763,,7,4,,3000.0
15,Lemon-Scented-Fish-Broth-1693653,1800.0,12,8,600.0,2400.0
16,Panera_s-Broccoli-Cheese-Soup-1313545,1500.0,12,6,600.0,2100.0
17,James-and-Kimberly-Van-Der-Beek_s-Carrot_-Ginger_-Turmeric-Soup-1573372,,7,4,,2700.0
18,Tuscan-Tomato-White-Bean-Soup-1576143,,12,4,,3000.0
19,Raw-Cucumber-Dill-Soup-1239344,,7,4,,900.0
20,Clam-chowder-369633,,10,4,,2700.0
21,Potato-Bacon-Chowder-TasteOfHome,1200.0,11,6,600.0,1800.0
22,Potato-Soup-1680251,,12,4,,3300.0
23,Egg-and-Lemon-Soup-with-Ramps-1170124,600.0,6,5,,600.0
24,Homemade-Split-Pea-Soup-1539609,5400.0,8,4,300.0,5700.0
25,Crock-Pot-Chicken-Noodle-Soup-1595352,21600.0,13,6,1500.0,23100.0
26,Chilled-Cucumber-Mint-Yogurt-Soup-633413,,7,6,600.0,600.0
27,Creamy-Vidalia-Onion-Cheddar-Soup-With-White-Wine-_-Fresh-Herbs-1232961,600.0,11,4,600.0,1200.0
28,Turkey-and-wild-rice-soup-with-cabbage_-parsley_-and-sage-309715,,10,6,,4500.0
29,VELVEETA-Cheesy-Broccoli-Soup-1080708,,7,6,1500.0,1500.0
30,Lentil-Soup-1624058,,13,6,,4500.0
31,Chicken-and-Wild-Rice-Soup-1599251,,10,6,1500.0,1500.0
32,Cream-Cheese-Chicken-Soup-1375349,,11,4,,3000.0
33,Turkey-soup-with-lemon-and-barley-305038,2400.0,15,6,900.0,3300.0
34,Claires-GOLDEN-GAZPACHO-1681514,,9,4,,1500.0
35,Crockpot-Taco-Soup-1031900,,7,4,,2100.0
36,Spinach-Corn-Soup-1263502,,8,4,,2100.0
37,Chicken-and-Avocado-Soup-1629805,,13,4,,2100.0
38,Easy-Miso-Soup-without-Dashi-1156938,600.0,5,4,300.0,900.0
39,Crockpot-Butternut-Squash-Soup-1318854,,7,4,,4500.0
40,Roasted-Pumpkin-Soup-with-Red-Peppers-and-Caramelized-Onions-1303993,,8,4,,2400.0
41,French-Onion-Soup-1019866,,11,8,,3900.0
42,Thai-Peanut-Soup-1208625,,8,4,,1800.0
43,Cauliflower-Bisque-979854,3900.0,7,10,300.0,4200.0
44,Slow-Cooker-Black-Bean-Soup-1691121,36000.0,23,8,1200.0,37200.0
45,London-Particular-Serious-Eats-57997,,8,7,,3900.0
46,Easy-Egg-Drop-Soup-1508947,,5,4,,1500.0
47,Chicken-Tortilla-Soup-1028377,,10,4,,2700.0
48,Orange-Chicken-Soup-1560165,,13,4,,2700.0
49,Hearty-Lasagna-Soup-Allrecipes,1500.0,7,4,,1500.0
50,Wisconsin-Cheese-Soup-I-Allrecipes,1200.0,17,6,900.0,2100.0
51,Easy-French-Onion-Soup-1005897,1800.0,4,4,600.0,2400.0
52,Quick-Tortilla-Soup-1296600,1200.0,7,7,600.0,1800.0
53,Curried-Carrot-Soup-Allrecipes,1500.0,6,6,900.0,2400.0
54,Hearty-Harvest-Soup-AllRecipes-38206,1200.0,6,6,600.0,1800.0
55,Creamy-Tomato-Soup-768386,,10,8,,4200.0
56,Ham-And-Split-Pea-Soup-1365229,4320.0,10,6,600.0,4920.0
57,Cheese-Tortellini-Soup-1687137,,13,4,,2700.0
58,Cauliflower-Cream-Soup-1560117,1800.0,11,6,900.0,2700.0
59,Easy-Creamy-Clam-Chowder-1453575,1200.0,9,6,600.0,1800.0
60,Albondigas-Soup-Simply-Recipes-45838,3000.0,20,7,900.0,3900.0
61,Roasted-Asparagus-Chowder-1686332,,16,9,,5100.0
62,GREEN-GAZPACHO-1684796,,12,8,,1500.0
63,Homemade-Vegetable-Broth-1071259,,16,8,,3300.0
64,Quick-Shoyu-Ramen-752922,,12,4,,1800.0
65,Chicken_-Wild-Rice-_-Mushroom-Soup-1638448,,18,5,,3300.0
66,20-Minute-Sausage-and-Tortellini-Soup-477120,,9,4,,2100.0
67,White-Cheddar-Cream-of-Broccoli-Soup-1534445,,10,4,,2700.0
68,Tortilla-Soup-My-Recipes,,5,4,600.0,1200.0
69,Creamy-Potato-Soup-1498882,,14,5,,3600.0
70,Easy-Crock-Pot-French-Onion-Soup-1218318,36240.0,9,4,600.0,36840.0
71,Miso-Soup-1681836,,6,4,,1800.0
72,Creamy-Celery-Soup-Martha-Stewart-194587,,6,4,1800.0,3300.0
73,Spicy-Lentil-Dahl-575805,2100.0,14,4,600.0,2700.0
74,Creamy-Red-Lentil-and-Kale-Soup-_Vegan_-Gluten-Free_-Dairy-Free_-770798,,10,4,,3300.0
75,Carrot-And-Ginger-Soup-1313121,,14,4,,3300.0
76,Mom_s-Polish-Pumpkin-Soup-1621461,3600.0,5,8,,3600.0
77,Irish-oatmeal-leek-soup-352003,,7,4,,3300.0
78,Canja-Allrecipes,,10,6,,5400.0
79,Cauliflower-cheese-soup-368906,,10,5,,3600.0
80,Classic-minestrone-soup-297114,,9,8,,2700.0
81,Butternut-Squash-Bisque-TravelEater,2400.0,9,4,1200.0,3600.0
82,Carrot-Soup-with-Miso-and-Sesame-902411,,9,4,,3300.0
83,Creamy-White-Bean-Rosemary-Soup-1480707,,10,5,,3600.0
84,Creamy-Potato-Leek-Soup-1544987,1500.0,10,5,600.0,2100.0
85,Tomato-Rice-Soup-1164831,,14,8,,2700.0
86,Leek-and-Potato-Soup-1060761,,5,4,,2700.0
87,Corn-and-Bacon-Chowder-_SundaySupper-1599146,1560.0,9,4,900.0,2460.0
88,Curried-Chicken-Noodle-Soup-1701182,,18,4,,3300.0
89,White-Bean-Soup-1617989,,11,4,,3900.0
90,Ham-and-Bean-Soup-1545449,10800.0,12,7,,10800.0
91,The-Most-Incredible-Crab-Bisque-1016499,,9,4,,2400.0
92,Orzo-Soup-Recipe-_Vegan_-1600978,,19,6,,3600.0
93,Roasted-Pepper_cheddar-Soup-My-Recipes,,4,4,,1500.0
94,Homemade-Cream-of-Celery-Soup-682203,,10,4,,2400.0
95,Colombian-Changua-1549833,300.0,7,4,300.0,600.0
96,Cucumber-Soup-630503,,9,2,,900.0
97,Greek-Lemon-Soup-with-Chicken-and-Orzo-518264,,7,4,,1800.0
98,Spanish-Chickpea-Soup-With-Chorizo_-Paprika-And-Saffron-1686675,9900.0,13,4,900.0,10800.0
99,Irish-Cabbage-Soup-1032596,,10,5,,3600.0
100,Potato-Cheese-Soup-Allrecipes,,12,6,,2400.0
101,Tomato-Soup-Martha-Stewart-191769,,7,6,,2700.0
102,Vegetarian-black-bean-and-sweet-potato-soup-with-lime-309431,,14,5,,4500.0
103,Quick-Shrimp-Chowder-MyRecipes-263996,,10,4,,1200.0
104,Sweet-Potato-and-Ginger-Soup-979069,,5,6,,3000.0
105,Thai-Lemongrass-Soup-971137,900.0,12,4,300.0,1200.0
106,Easy-one-pot-tortilla-soup-333615,,17,5,,3000.0
107,Strawberry-Soup-1424191,,6,4,,900.0
108,Chinese-Yam-and-Black-Chicken-Soup--547034,7200.0,7,2,900.0,8100.0
109,Crock-Pot-Chicken-Noodle-Soup-1383110,28800.0,15,8,600.0,29400.0
110,Creamy-Tuscan-White-Bean-_-Garlic-Soup-with-Rosemary-1220113,,11,5,,2700.0
111,Soup-Maker-Creamy-Cauliflower-_-Crab-Soup-1521254,1500.0,13,4,300.0,1800.0
112,Egg-Drop-Soup-1264169,,11,6,,1800.0
113,Red-Lentil-Soup-772170,,11,4,,2400.0
114,Mom_s-PEA-Soup-with-HAM-1060214,10800.0,8,12,900.0,11700.0
115,Hemas-Veggie-Soup-1231493,,8,4,,3000.0
116,Roasted-Tomato-Basil-Soup-474085,,10,5,,6300.0
117,Cheesy-Chicken-Enchilada-Soup-1290892,,6,4,1200.0,1200.0
118,Carrot-and-Coconut-Soup-1571677,,8,3,,2400.0
119,Vegetarian-Cuban-Black-Bean-Soup-1577118,10800.0,13,12,300.0,11100.0
120,How-to-Fight-Inflammation-with-Stinging-Nettle-Soup-1597591,1500.0,8,4,900.0,2400.0
121,Easy-Vegan-Tomato-Soup-1615746,,10,4,,900.0
122,Chicken-Tortilla-Soup-_My-Husband_s-Favorite-Recipe__-1065837,4200.0,17,4,600.0,4800.0
123,10_-New-Mexican-Red-Chile-Posole-1264640,,14,4,,6300.0
124,Curried-Pumpkin-Soup-1405602,,7,8,,2400.0
125,Sausage-and-Split-Pea-Soup-1612170,,9,8,,6300.0
126,Easy-Turkey-Stock-Martha-Stewart_1,,6,24,900.0,10800.0
127,Thai-Spiced-Carrot-Soup-768405,,8,5,,2100.0
128,Spicy-asian-chicken-noodle-soup-350331,2400.0,8,4,900.0,3300.0
129,Cream-of-Asparagus-Soup-1166382,,7,4,,2100.0
130,Vegan-Tuscan-bean-soup-570081,,7,4,,2400.0
131,Simple-Spicy-Bean-Soup-1409711,,8,4,,1800.0
132,Olive-Garden_s-Zuppa-Toscana-1019776,1500.0,11,4,1500.0,3000.0
133,Pumpkin-Soup-1451208,,7,2,,4200.0
134,Crock-Pot-Creamy-Tomato-Soup-576156,,8,4,,1500.0
135,Creamy-Bacon-Corn-Chowder-1251241,,11,4,,1200.0
136,Slow-Cooker-Lentil-Soup-1281739,0.0,12,4,900.0,18900.0
137,Homemade-Zuppa-Toscana-Soup-1249309,1800.0,11,12,900.0,2700.0
138,Homemade-Minestrone-Soup-_Slow-Cooker_-894531,300.0,22,7,600.0,900.0
139,Classic-Chicken-Noodle-Soup-1332516,1800.0,15,4,1200.0,3000.0
140,Chicken-_-Lime-Soup-_gf_-df_-paleo_-whole30_-634575,,12,8,,2700.0
141,Homemade-Chicken-Soup-1605781,,8,10,,3300.0
142,Slow-Cooker-Split-Pea-Soup-1588783,,10,4,,1500.0
143,Tomato-bread-soup-303249,,6,4,,4800.0
144,Sweet-_-Creamy-Apple-_-Butternut-Squash-Soup-In-The-Soup-Maker-1523227,1500.0,14,4,300.0,1800.0
145,Zesty-Chicken-and-Rice-Soup-1312000,,13,4,,3300.0
146,Immune-Boosting-Potato-and-Beet-Soup-1597870,1800.0,6,15,1200.0,3000.0
147,Broccoli-Cheddar-Ale-Soup-Naturally-Ella-46520,,13,2,,3000.0
148,Slow-Cooker-Blissful-Butternut-Squash-Soup-1347214,,9,5,,2400.0
