,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Greek-Grilled-Chicken-With-Orzo-Salad-Food_com-164262,1200.0,17,8,1200.0,2400
1,Greek-Chicken-Recipezaar_15,1200.0,12,6,1200.0,2400
2,Mediterranean-Shrimp-And-Pasta-Recipezaar,1200.0,14,2,2700.0,3900
3,Mediterranean-Chicken-Stew-Recipezaar,2700.0,12,4,900.0,3600
4,Eggplant_-Lamb-_-Rice-Casserole-1499898,,16,4,,3600
5,Gyros-Food_com-185347,3600.0,18,4,300.0,3900
6,Leg-of-Lamb-With-Tzatziki-Food_com-119168,,16,4,18000.0,19800
7,Mediterranean-Chicken-Packets-Recipezaar,1080.0,14,4,1500.0,2580
8,Mediterranean-Shrimp-Recipezaar,,12,4,2100.0,2100
9,Greek-Chicken-With-Tomato_feta-Cheese-Sauce-Recipezaar,2700.0,14,4,900.0,3600
10,Pasta-Shells-With-Broccoli_-Feta-And-Olives-Food-Network,,10,2,,1200
11,Mediterranean-Burgers-Recipezaar,900.0,10,4,300.0,1200
12,Mediterranean_style-Penne-Epicurious,,13,4,,2700
13,Grilled-Lamb-with-Lima-Bean-Skordalia-Food_com-138023,15000.0,13,6,4500.0,19500
14,Mediterranean-Chicken-_-Rice-Bake-566870,3000.0,8,6,300.0,3300
15,Chicken-and-Chard-Pasta-Mediterranean-Style-Food_com-120156,,15,5,1200.0,3900
16,Low-Carb-Mediterranean-Stuffed-Bell-Peppers-Recipezaar,1500.0,16,6,1200.0,2700
17,Greek-Phyllo_wrapped-Chicken-Recipezaar,2700.0,11,4,1800.0,4500
18,Mediterranean-Pasta-Recipezaar,1200.0,12,4,600.0,1800
19,Gyro-Meat-and-Tzatziki-Sauce-Food_com-61945,3600.0,30,7,3600.0,7200
20,Better-Greek-Chicken-Recipezaar,1200.0,13,6,1200.0,2400
21,Greek-Style-Fish-or-Chicken-in-a-Pouch-Food_com-88154,1500.0,12,4,1200.0,2700
22,Mediterranean-Stuffed-Boneless-Chicken-Thighs-Recipezaar,1800.0,12,5,900.0,2700
23,Greek_style-Pasta-With-Shrimp-Epicurious,,10,4,,1800
24,Mediterranean-Beef-Stew---Cooking-Light-Jan_-2004-523927,,17,6,,6300
25,Greek_style-Shrimp-Scampi-Recipezaar,2700.0,14,5,1800.0,4500
26,Mediterranean-Meatball-Kebabs-Recipezaar,600.0,18,2,900.0,1500
27,Venison-Roast-With-Mediterranean-Stuffing-Food_com-175286,5400.0,17,7,1800.0,7200
28,Braised-Mediterranean-Chicken-With-Polenta-Food_com-119662,,13,4,600.0,3300
29,Shrimp-And-Feta-Greek-Style-Pizza-Recipezaar,1200.0,10,4,900.0,2100
30,Swordfish-Baked-In-Foil-With-Mediterranean-Flavors-Recipezaar,1500.0,10,4,1500.0,3000
31,Mediterranean-Seafood-Stew-1155827,,13,4,1200.0,13800
32,Mediterranean_style-Chicken-And-Bean-Stew-Recipezaar,3900.0,15,4,900.0,4800
33,Shazam_-Shrimp-With-Mediterranean-Orzo-Recipezaar,900.0,13,2,900.0,1800
34,Shrimp-And-Lemon-Skewers-With-Feta-Dill-Sauce-Recipezaar,300.0,10,6,900.0,1200
35,Mediterranean-Salmon-en-Papillote-MyRecipes-265247,,8,8,,2100
36,Greek-Spaghetti-TasteOfHome,1200.0,12,4,600.0,1800
37,Middle-Eastern-Lamb-and-Feta-Burgers-Food_com-90005,1200.0,23,6,1200.0,2400
38,Greek-Stuffed-Tomatoes-Recipezaar,7200.0,13,4,1800.0,9000
39,Mediterranean-Roasted-Beef-and-Veggies-1062559,,17,6,,5100
40,Mediterranean-Melted-Pot-Food_com-111154,,12,11,1200.0,3000
41,Mediterranean-Pork-Chops-Recipezaar_3,2100.0,16,4,900.0,3000
42,Mediterranean-Chicken-_-Vegetables_-565704,1800.0,8,4,300.0,2100
43,Mediterranean-Lentil-Patties-Food_com-125523,1800.0,20,8,600.0,2400
44,Mediterranean_style-Chicken-Thighs-Recipezaar,900.0,12,6,900.0,1800
45,Mediterranean-Eggplant-Steaks-Food_com-71938,300.0,10,4,1200.0,1500
46,Shrimp-Sahanaki-With-Greek-Cheeses-And-Tomatoes-Recipezaar,,12,2,1200.0,3900
47,Greek-Chicken-Pasta-Recipezaar_1,900.0,14,6,900.0,1800
48,Roasted-Mediterranean-Fish-Topped-Roasted-Rosa-Tomatoes-Capers-A-Recipezaar,1080.0,12,4,600.0,1680
49,Greek-Stuffed-Meatloaf-Food_com-146405,6840.0,20,12,2100.0,8940
50,Greek-Chicken-Breasts-My-Recipes,,11,4,,3900
51,Mediterranean-Meatloaf-With-Herbed-Potatoes-Food_com-117294,,21,8,2700.0,5400
52,Mediterranean-Style-Orange-Roughy-Recipezaar,600.0,12,4,300.0,900
53,Rack-of-Lamb-With-Mediterranean-Vegetables-Food_com-126711,2700.0,14,4,1500.0,4200
54,Mediterranean-Fish-Tacos-Recipezaar,420.0,16,4,600.0,1020
55,Greek-Style-Chicken-Wrapped-In-Phyllo-Recipezaar,2700.0,18,6,1500.0,4200
56,Rosemary-Garlic-Lamb-Steaks-With-Couscous-_-Mediterranean-Recipezaar,1800.0,13,4,900.0,2700
57,Greek_style-Chicken-Casserole-Recipezaar_1,,15,4,600.0,4200
58,Mediterranean-Turkey-Cutlets-And-Pasta-Recipezaar,960.0,10,4,600.0,1560
59,Greek-Lamb-Casserole-Recipezaar,3600.0,14,6,1200.0,4800
60,Sarasota_s-Mediterranean-Sauteed-Chicken-and-Potatoes-Food_com-133192,1200.0,18,7,1200.0,2400
61,Greek-Chicken-Stew-With-Cinnamon-Couscous-Food_com-67004,1800.0,20,8,600.0,2400
62,Greek-Chicken-With-Capers_-Raisins-And-Feta-Recipezaar,1200.0,11,4,600.0,1800
63,Couscous-Sausage-Mediterranean-Food_com-292418,1200.0,12,6,600.0,1800
64,My-Big-Fat-Greek-Spinach-Pie-Food_com-87832,1500.0,19,10,2700.0,4200
65,Greek-Meatballs_-Feta-Yogurt-Sauce-and-Lemon-Couscous-Food_com-70349,,31,5,1800.0,3600
66,Mediterranean-Baked-Fish-1502610,,14,4,,3300
67,Greek-Pasta-with-Shrimp-and-Artichokes-MyRecipes-269105,540.0,11,4,900.0,1440
68,Greek-Style-Pasta-Recipezaar,,13,5,900.0,1500
69,Mediterranean-Fish-Stew-_Bouillabaisse_-1150383,,13,8,,4500
70,Greek-Snapper-MyRecipes-249157,,10,4,,1800
71,Cavatappi-With-Spinach_-Garbanzo-Beans_-_-Feta-534339,,12,12,300.0,1200
72,Mediterranean-Delight-Recipezaar,3600.0,15,8,1500.0,5100
73,Mediterranean-Salmon-My-Recipes,,8,4,1200.0,1800
74,Mediterranean-Stuffed-Cabbage-Recipezaar,1800.0,18,6,1500.0,3300
75,Mediterranean-Stuffed-Tomatoes-Recipezaar,4620.0,14,5,1200.0,5820
76,Greek-Chicken-Breasts-Recipezaar,1200.0,13,4,900.0,2100
77,Mediterranean-Pasta-In-Minutes-Recipezaar,900.0,12,6,600.0,1500
78,Stuffed-Vine-Leaves-With-Lamb-And-Wild-Rice-Recipezaar,1800.0,13,6,1200.0,3000
79,Mediterranean-Eggplant-_aubergine_-Cakes-Recipezaar,1800.0,14,4,1200.0,3000
80,Mediterranean-Beef-Stew-Recipezaar,5400.0,17,6,900.0,6300
81,Herbed-Pork-Cutlets_-Greek-Vegetable-Salad-with-Couscous-Cucumber-Salad-1153189,2700.0,17,4,,2700
82,Polenta-With-Roasted-Mediterranean-Vegetables-Food_com-114131,,17,6,1800.0,3600
83,Mediterranean-Stuffed-Eggplant-1155012,,12,4,900.0,2400
84,Mediterranean-Roasted-Leg-Of-Lamb-With-Red-Wine-Sauce-Recipezaar,5400.0,9,19,1800.0,7200
85,Greek-Spaghetti-With-Tomatoes-And-Feta-My-Recipes,,12,4,,1200
86,Greek-Lamb-Pie-Recipezaar,1800.0,12,4,1200.0,3000
87,Mediterranean-Pasta-With-Shrimp-And-Capers-My-Recipes,,12,5,,2100
88,Greek-Chicken-And-Spinach-Recipezaar,600.0,14,3,600.0,1200
89,Greek-Penne-Food_com-159699,900.0,15,5,900.0,1800
90,Mediterranean-Fish-Casserole-Food_com-82165,1200.0,17,5,1200.0,2400
91,Greek-Isles-Pizza-My-Recipes,,12,5,,2700
92,Grilled-Lamb-Chops-With-Summer-Salad-Food_com-131521,600.0,30,4,5400.0,6000
93,Lamb-Shanks-With-Potatoes_-Parsnips-And-Kalamata-Olives-Epicurious,,16,6,,6300
94,Mediterranean-Chicken-En-Papillote-Food_com-183150,1500.0,15,4,900.0,2400
95,Greek-Pizza-Food_com-77372,,11,8,900.0,1620
96,Mediterranean-Vegetable-Stew-Over-Soft-Polenta-My-Recipes,,10,6,,2100
97,Sea-Bass-With-Sun_dried-Tomato-And-Black-Olive-Tapenade-Epicurious,,9,4,,3600
98,Feta_stuffed-Chicken-Breast-Recipezaar,1200.0,11,4,2400.0,3600
99,Mediterranean-Pasta-Bake-Recipezaar,2100.0,17,6,600.0,2700
100,Mediterranean-Tomatoes-Stuffed-Food_com-101093,3600.0,18,6,1500.0,5100
101,Mediterranean_style-Lamb-Stew-Recipezaar,,17,6,1800.0,5400
102,Mediterranean_style-Cod-Fish-Fillet-Recipezaar,900.0,15,2,600.0,1500
103,Baked-Cod-With-Orange_-Caper-And-Olive-Sauce-Epicurious,,11,4,,1500
104,Greek-Style-Lamb-Chops-Recipezaar,1200.0,14,4,900.0,2100
105,Mediterranean-Phyllo-Pizza-Recipezaar,1500.0,12,4,900.0,2400
106,Greek-Seafood-Pasta-Recipezaar,1260.0,17,2,180.0,1440
107,Mediterranean-Inspired-Stuffed-and-Rolled-Flank-Steak-Food_com-128943,900.0,20,4,1200.0,2100
108,Greek-Lamb-And-Feta-Recipezaar,1200.0,16,4,600.0,1800
109,Mediterranean-Esque-Meatloaf-Food_com-78013,5400.0,22,12,1800.0,7200
110,Fish-and-Couscous-Stuffed-Mediterranean-Cabbage-Rolls-Food_com-97733,,23,11,3600.0,6000
111,Spiced-Tuna-With-Mediterranean-Wine-Sauce-Recipezaar,1080.0,14,4,2400.0,3480
112,Linda_s-Rice-And_Or-Orzo-Pilaf-Greek-Style-Food_com-87829,,17,11,1500.0,5100
113,Mediterranean-Chicken-Casserole-Recipezaar_1,1800.0,14,3,600.0,2400
114,Mediterranean-Spaghetti-Recipezaar,,18,60,,6300
115,Greek_style-Baked-Pork-Chops-My-Recipes,,12,4,,2100
116,Greek-Pizza-Food_com-164670,900.0,11,6,840.0,1740
