,id,Barbecue,Game Day,Greek,Kid-Friendly,Main Dishes,Mediterranean,Moroccan,Spanish,Summer,Sunday Lunch
211,Mediterranean-Chicken-With-Tomatoes_-Kalamata-And-Mushrooms-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
212,Zesty-Greek-Pizza-Food_com-107818,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
213,Greek-Lamb-With-Yogurt-Mint-Sauce-Food_com-130614,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,1.0
214,Mediterranean-Sausage-And-Pasta-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
215,Mediterranean-Beef-and-Vegetable-Casserole-Food_com-159482,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
216,Mediterranean-Beef-Casserole-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
217,Greek-Shrimp-Scampi-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
218,Mediterranean-Style-Lentils-and-Rice-MyRecipes-231015,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
219,Lamb-Steak-With-Greek-Tomato-Sauce-and-Feta-Food_com-62043,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
220,Mediterranean-Aubergine-_eggplant_-Pot-Pie-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
221,Mediterranean-Turkey-Meatloaf-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
222,Mediterranean-Mostaccioli-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
223,Mediterranean-Chicken-Recipezaar_10,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
224,Greek-Lamb-Casserole-With-Feta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
225,Mediterranean-Paella-_vegetarian_-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
226,Mediterranean-Olive-Pasta-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
227,Mediterranean-Tuna-_-Swordfish-Recipezaar,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
228,Lamb-and-Feta-Meatballs-With-Tomato-Sauce-Food_com-173578,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
229,Greek-Chicken-Thighs-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
230,Greek-Pasta-Recipezaar_3,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
231,Mediterranean-Style-Tuna-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
232,Greek_style-Lamb-Shanks-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
233,Greek-Island-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
234,Mediterranean-Tuna-Pasta-Sauce-W-Buckwheat-Noodles-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
235,Mediterranean-Mahi-Mahi-With-Olive-And-Shallot-Tapenade-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
236,Greek-Spaghetti-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
237,Mediterranean-Black_eyed-Peas-Casserole-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
238,Mediterranean-Stuffed-Chicken-Breasts-Food_com-166675,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
239,Greek-Lamb-Patties-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
240,Mediterranean-Grilled-Shrimp-Kabobs-Recipezaar,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
241,Marinated-Lamb-With-Feta-And-Parsley-Pesto-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
242,Greek-Lamb-Stew-With-Feta-Food_com-184339,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,1.0
243,Greek-Chicken-Pasta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
244,Scampi_greek-Style-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
245,Mediterranean-Poached-Fish-Food_com-75268,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
246,Mediterranean-Fish-Prosciutto-Parcels-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
247,Greek-Spaghetti-Food_com-176414,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
248,Mediterranean-Chicken-Recipezaar_7,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
249,Mediterranean-Lamb-Chops-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
250,Uncle-Bill_s-Mediterranean-Style-Pizza-Recipezaar,0.0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
251,Mediterranean-Fish-Stew-Recipezaar_1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
252,Grilled-Lamb-Chops-With-Lemon-And-Olive-Relish-Recipezaar,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
253,Greek-Chicken-Casserole-Recipezaar_1,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
254,Roasted-rump-of-lamb-with-Mediterranean-vegetables_-goats_-cheese-and-olives-1454698,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0
255,Mini-Greek-Meat-Loaves-With-Tzatziki-Sauce-Food_com-136100,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
256,Easy-Mediterranean-Angel-Hair-1156684,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
257,Mediterranean-Lentil-Casserole-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
258,Mediterranean-Chicken-Recipezaar_2,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
259,Greek-Shrimp-Lasagna-Toss-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
260,Greek-Baked-Fish-Recipezaar_2,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
261,Mediterranean-Meatball-Ratatouille-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
262,Greek-Souvlaki-Recipezaar,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
263,Greek-Shrimp-With-Orzo-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
264,Greek_style-Scampi-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
265,Greek-Chicken-Pasta-Recipezaar_2,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
266,Lamb-Chops-and-Potatoes-With-Olives_-Tomatoes-and-Feta-Cheese-Food_com-75000,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0
267,Mediterranean-Chicken-Breasts-Food_com-172153,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
268,Greek-Style-Baked-Chicken-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
269,Victorian-Epicure-Greek-Style-Burgers-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
270,Greek-Chicken-Recipezaar_1,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
271,Mediterranean-Salmon-With-White-Beans-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
272,Greek-Baked-Ocean-Perch-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
273,Skillet-Chicken-Souvlaki-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
274,Mediterranean-Stuffed-Cabbage-Rolls-Food_com-65326,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
275,The-Freaky-Greek-_Lamb-Burger_-Food_com-131118,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
276,Mediterranean-Cod-With-Tossed-Penne-Pasta-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
277,Gyro-Burger-With-Greek-Salad-Food_com-149045,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
278,Greek-Lamb-_-Feta-Meatballs-564754,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
279,Greek-Moussaka-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
280,Branzino-In-Salsa-Piccante-_mediterranean-Sea-Bass-In-Spicy-Toma-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
281,Greek-Style-Shrimp-With-Tomatoes-and-Feta-America_s-Test-Kitchen-Food_com-119665,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
282,Mediterranean-Chickpeas-_garbanzo-Beans_-With-Vegetables-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
283,My-Mediterranean-Chicken-With-Olives_-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
284,Mediterranean-Medley-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
285,Greek-Pork-Souvlaki-1151682,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
286,Emeril_s-Moroccan_style-Braised-Chicken-Thighs-With-Preserved-Lemons-And-Green-Olives-Food-Network_1,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0
287,Chicken-Stew-With-Olives-and-Lemon-Food_com-92673,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
288,Roasted-Mediterranean-Pizza-Food_com-143595,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
289,Pasta-With-Kalamata-Olive-Tapenade_-Feta_-And-Chopped-Tomato-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
290,Mediterranean-Baked-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
291,Mediterranean-Greek-Pizza-Food_com-171776,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
292,Greek-Pasta-With-Meatballs-and-Feta-Cheese-Food_com-102556,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
293,Mediterranean-Stuffed-Bell-Peppers-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
294,Greek-Style-Chicken-Skillet-Food_com-83045,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
295,Mediterranean-Fish-_flounder_-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
296,Mediterranean-Tuna-Loaf-Food_com-162664,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
297,Tomato-Shrimp-With-Feta-Cheese-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
298,Mediterranean-Chickpeas-With-Vegetables-Food_com-100141,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
299,Chicken-Breast-Mediterranean-Style-Food_com-132171,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
300,Greek-Phyllo-Wrapped-Chicken-Food_com-178446,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
301,Mediterranean-Chicken-W_rosemary-Orzo-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
302,Lamb-Chops-With-Couscous-_-Greek-Style-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
303,Greek-Gigantes-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
304,Greek-Lamb-with-Spinach-and-Artichokes-599687,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
305,Greek-Style-Mahi-Mahi-Food_com-134206,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
306,Greek-Chicken-And-Artichoke-Penne-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
307,Mediterranean-Baked-Fish-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
308,Cook_s-Country-Greek-Beef-Kebabs-1166102,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
309,Greek-Spaghetti---Ww-Core-Food_com-89674,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
310,Greek-Risotto-with-Fresh-Spinach-and-Feta-_Spanakorizo_-896360,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
311,Mediterranean-style-meatloaf-300841,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
312,Greek-Catfish-Recipezaar_1,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
313,Mediterranean-Chicken-With-Roasted-Vegetables-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
314,Greek-Chicken-With-Tomatoes-And-Feta-Recipezaar_1,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
315,Mediterranean-Squid-With-Mushrooms-and-Tomatoes-Food_com-188456,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
316,Greek-Scampi-Pasta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
317,Mediterranean-Spaghetti-With-Tomatoes-And-Feta-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
318,Greek-Meatballs-In-Tomato-Yogurt-Mint-Sauce-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
319,Spaghetti-With-Shrimp_-Chickpeas_-and-Feta-Food_com-161003,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
320,Greek-Chicken-With-Squash-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
321,Quick-Chunky-Greek-Pizza-Food_com-121217,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
322,Mediterranean-Lemon-Garlic-Chicken-Food_com-185888,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
323,Greek-Meatloaf-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
324,Spicy-Lamb-Shish-Kebabs-With-Greek-Pita-Bread-Recipezaar,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
325,Lamb-Souvlaki-with-Yogurt-Garlic-Sauce-Epicurious-52145,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
326,Low_fat-Moussaka-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
327,Mediterranean-Pasta-Recipezaar_3,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
328,Mediterranean-Chicken-Recipezaar_14,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
329,Mediterranean-Chicken-Recipezaar_17,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
330,Mediterranean-Burgers-With-Feta-Cheese-Food_com-140321,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
331,Greek-Style-Manicotti-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
332,Mediterranean-Vegetables-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
333,Mediterranean-Quiche-Food_com-131536,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
334,Chicken-Gyro-Food_com-293133,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
335,Greek-Vegetables-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
336,Mediterranean-Chicken-Recipezaar_1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
337,Lemon-Baked-Cod-From-Greece_-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
338,Halibut-With-Tomato_-Capers-And-Olives-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
339,Mediterranean-Shells-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
340,Mediterranean-Salmon-Fillets-Baked-In-Foil-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
341,Mediterranean-Lamb_and-Couscous_stuffed-Bell-Peppers-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
342,Greek-Lamb-Shanks-_slow-Cooker_-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
343,Mediterranean-Pasta-Food_com-89129,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
344,Mediterranean-Flank-Steak-Recipezaar,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
345,Two-Cheese-Mediterranean-Stuffed-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
346,Greek-Lamb-Stew-With-Feta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,1.0
347,Wine-Braised-Chicken-With-Tomatoes-and-Olives-Food_com-131551,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
348,Greek-Vegetable-Couscous-MyRecipes-260736,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
349,Mediterranean-Fettuccine-With-Shrimp-And-Spinach-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
350,Greek-Feta-Chicken-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
351,Mediterranean-Chicken-My-Recipes,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
352,Mediterranean-Chicken-Breasts-With-Avocado-Tapenade-Recipezaar,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
353,Mediterranean-Chicken-Casserole-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
354,Greek-Stuffed-Manicotti-Food_com-114766,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
355,Mediterranean-Crusted-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
356,Greek-Shrimp-Recipezaar_3,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
357,Mediterranean-Cod-With-Tomatoes-Food_com-78047,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
358,Mediterranean-Patio-Pizza-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
359,Provencal-Lamb-With-Mediterranean-Vegetables-Epicurious,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0
360,Tuna-Steaks-With-Warm-Mediterranean-Vinaigrette-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
361,Grilled-Mediterranean-Grouper-MyRecipes-255330,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
362,Couscous-With-Feta_-Chickpeas-And-Tomato-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
363,Mediterranean-Grilled-Chicken-Food_com-99027,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
364,Chicken-Mediterranean-My-Recipes,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
365,Mediterranean-Scallops-Food_com-188000,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
366,Mediterranean-Goat-Cheese-Pizza-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
367,Pasta-With-Greens_-Olives_-and-Feta-Food_com-287404,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
368,Mediterranean-Champagne-Chicken-With-Artichoke-Hearts-And-Olives-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
369,Greek-Vegetable-Briam-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
370,Greek-Style-Pasta-with-Shrimp-Food_com-65229,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
371,Greek-chicken-and-pita-casserole-301853,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
372,Slow-Cook-Lamb-With-Pasta_-Fresh-Tomato_-Basil_-Olives-and-Feta-Food_com-89280,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
373,Greek_style-Lemony-Chicken-Breasts-With-Kalamata-Olives-And-Feta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
374,Greek-Chicken-Food_com-136829,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
375,Baked-Scrod-Provencale-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
376,Mediterranean-Lamb-Burgers-Food_com-120202,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
377,Greek-Style-Chicken-With-Lemon-Pistachio-Rice-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
378,Mediterranean-Chicken-and-Pasta-Food_com-70096,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
379,Greek-Lamb-Baked-in-Clay-Pots-Food_com-94280,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
380,Mediterranean-Fish-Pouches-in-Foil-over-Couscous-Food_com-131762,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
381,Greek-Chicken-and-Veg-Food_com-172980,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
382,Greek-Spaghetti-Squash-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
383,Seared-White-Fish-with-Olive-Relish-and-Lemon-Mashed-Potatoes-1155389,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
384,Greek_style-Shrimp-With-Rigatoni-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
385,Cioppino-Mediterranean-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
386,Mediterranean_style-Baked-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
387,Mediterranean-Penne-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
388,Mediterranean-Vegetable-Casserole-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
389,Greek-Baked-Fish-Recipezaar_3,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
390,Mediterranean-Chicken-And-Sausage-Couscous-Pot-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
391,Penne-Mediterranean-Food_com-280192,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
392,Lamb_and_eggplant-_aubergine_-Loaf-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
393,Mediterranean-Balsamic-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
394,Mediterranean-Herb-Baked-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
395,Mediterranean-Shells-1150202,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
396,Greek_style-Spaghetti-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
397,Mediterranean-Style-Prawns-With-Garlic-And-Feta-Cheese-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
398,Greek-Shrimp-With-Feta-Food_com-71410,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
399,Bulgur_-Veg-Chickpea-And-Bean-Greek-Super-Food-Stew-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
400,Mediterranean-Fish-Stew-1156991,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
401,Greek-Lamb-Brochettes-With-Cucumber-And-Tomato-Tzatziki-Epicurious,1.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0.0
402,Chrissy_s-Mediterranean-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
403,Greek-Style-Chicken-Thighs-Food_com-69877,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
404,Greek-Chicken-With-Onions_-Oregano_-Olives-And-Feta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
405,Greek-Chicken-Stifado-Food_com-95206,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
406,Greek-Ratatouille-My-Recipes,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
407,Greek-Chicken-With-Tomatoes-And-Feta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
408,Chicken-Mediterranean-Surprise_-Food_com-95047,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
409,Lamb-and-Cucumber-Kebabs-With-Feta-Sauce-Food_com-177694,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
410,Pan-Roasted-Chicken-with-Olives_-Capers_-and-Vermouth-773474,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
411,Greek-Chicken-With-Capers-And-Raisins-In-Feta-Sauce-My-Recipes,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
412,Halibut-_-Mediterranean-Style-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
413,Middle-Eastern-Lamb-Fondue-Food_com-109467,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
414,Mediterranean-Grilled-Lamb-MyRecipes-249352,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
415,Mediterranean-Linguini-With-Scallops-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
416,Baked-Shrimp-With-Tomatoes-And-Feta-Recipezaar_1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
417,Mediterranean-Bean-And-Sweet-Potato-Stew-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
418,Mediterranean-Garlic-Herb-Beef-And-Pasta-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
419,Mediterranean-Tilapia-Cashew-Fusion-With-Lemon-Sauce-Food_com-126922,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
420,Mediterranean-Lemon-and-Olive-Chicken-Food_com-140947,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
421,Mediterranean-Lemon-Chicken-Food_com-188013,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
