,id,Barbecue,Breads,French,Greek,Kid-Friendly,Main Dishes,Mediterranean,Moroccan,Spanish,Summer,Sunday Lunch,Turkish
190,Mediterranean-Slow-Cooked-Lamb-Shanks-1624926,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
191,Mediterranean-Chicken-Kabobs-_Recipe_-1061676,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
192,Mediterranean-Turkey-Burgers-1305164,1.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0
193,Mediterranean-Cod-1162965,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0
194,Mediterranean-One-Dish-Meal-1581884,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
195,Greek-Diner-Marinade-590695,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
196,Mediterranean-Chicken-1298233,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
197,Pan-Seared-Salmon-with-Mediterranean-Salsa-Fresca-and-Toasted-Couscous-1165221,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
198,Greek-Chicken-Stew-With-Cauliflower-and-Olives-1200310,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
199,Mediterranean-Lemon-Chicken-and-Potatoes-1037819,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
200,Greek-Shrimp-with-Tomatoes-and-Feta-Cheese-1007947,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
201,Crockpot-Mediterranean-Chicken-Ragu-with-Orecchiette-1019955,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
202,Mediterranean-Lemon-Butter-Chicken-1345424,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
203,Mediterranean-Stuffed-Eggplant-with-Chickpeas_-Chunky-Tomato-Sauce_-Oregano-and-Warm-Spices-1625583,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
204,Greek-Chicken-Quinoa-Bowls-1026110,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
205,Greek-Chicken-Souvlaki-1542643,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
206,Mediterranean-Zucchini-Noodles-_Low-Carb_-Gluten-Free_-Paleo_-Vegan_-1064181,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
207,Greek-Style-Quinoa-Patties-With-Tzatziki-Sauce-597114,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
208,Mediterranean-chicken-and-spinach-rice-bake-344898,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
209,Greek-Chicken-Meatballs-1424954,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0
210,Mediterranean-Vegetable-Moussaka---National-Vegetarian-Week-753398,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
211,Mediterranean-Chicken-_-Vegetable-Quiche-990082,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
212,Alex_s-favorite-baked-chicken-mediterranean-344901,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
213,Greek-Chicken-Souvlaki-with-Yogurt-Sauce-1541959,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
214,Homemade-Pita-Bread-1331804,0.0,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
215,Greek-Goulash-1596876,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
216,Greek-Turkey-Meatloaf-1541193,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
217,Mediterranean-Lemon-Chicken-with-Lentil-Salad-1411695,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
218,Mediterranean-Spiced-Chicken-Thighs-1054923,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
219,Mediterranean-Tilapia-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
220,Mediterranean-Mozza-Chicken-1374370,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
221,Mediterranean-Cous-Cous-1067154,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
222,Garlic-Shrimp-My-Recipes_1,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
223,_Greek-spinach-and-feta-pie_-1188802,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
224,Mediterranean-Pepper-and-Artichoke-Pizza-924483,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
225,Mediterranean-Macaroni-and-Cheese-680049,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
226,Mediterranean-Poached-Fish-1118093,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
227,Mediterranean-Flatbread-1257427,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
228,Mediterranean-Sauteed-Shrimp-_-Fennel-970625,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
229,Mediterranean-Scallops-and-Artichoke-Mushroom-Pasta-1639785,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
230,Mediterranean-Shrimp-and-Pasta-1046943,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
231,Baked-Mediterranean-Chicken-Breasts-with-Tomatoes_-Olives_-Capers_-and-Garlic-985326,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
232,Greek-Style-Turkey-Breast-Jo-Cooks-46106,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
233,Mediterranean-Red-Snapper-678240,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
234,Lamb-Chops-with-Pomegranate-Relish-1537289,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
235,Spinach-and-Feta-Quinoa-Cakes-with-Lemon-Dill-Sauce-1074562,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
236,One-Pot-Mediterranean-Chicken-Feta-Pasta-1169750,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
237,Feta-Shrimp-Skillet-1603723,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
238,Greek-Style-Spinach-Feta-Pie-1265584,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
239,Quick-Mediterranean-Pasta-with-Feta-Cheese-1417900,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
240,Gyros-MyRecipes-226964,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
241,Greek-Chicken-Stew-1297027,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
242,Mediterranean-Stuffed-Peppers-1558732,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
243,Mediterranean-Roasted-Vegetable-Tart-Tatin-1403078,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
244,Mediterranean-Style-Roast-Cod-1169108,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0
245,Greek-Style-Grilled-Naan-Pizza-548473,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
246,Marinated-Greek-Chicken-Kabobs-Allrecipes,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
247,Mediterranean-Cod-1506473,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
248,Greek-Chicken-Pasta-1601849,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
249,Mark-Bittman_s-Grilled-Mediterranean-Chicken-Thighs-Serious-Eats-290513,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0,0.0
250,Mediterranean-Tilapia-1585733,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
251,Balsamic-Grilled-Chicken-with-Mediterranean-Salsa-483019,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
252,Mediterranean-grilled-steaks-with-antipasto-salsa-297413,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
253,Greek-Salmon_-Olives-_-Artichokes-1346967,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
254,Mediterranean-Meatballs_-a-lambmeatball-recipe-with-Tunisian-spices-748769,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
255,Mediterranean-Chicken-Pasta-Bake-1247732,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
256,Socca-Pizza-with-Spinach_-Tomatoes_-Olives-and-Feta-_-_SundaySupper-1565813,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
257,Mediterranean-Puff-Pastry-Chicken-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
258,Mediterranean-Stuffed-Swordfish-Allrecipes,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
259,Chicken-with-Olives-603824,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
260,Mediterranean-Grilled-Chicken-1245236,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
261,Paprika-Mediterranean-Chicken-611067,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
262,Mediterranean-Quinoa-Casserole-1512269,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
263,Zucchini-Noodles-with-Lemon-Chia-Greek-Yogurt-Chicken-_High-Protein_-GF-_-Super-Simple_-1057817,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
264,Mediterranean-Bean-Stew-With-Potato-Griddle-Cakes-1623191,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
265,Mediterranean-style-Lamb-Chops-1552173,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
266,Herbed-Chicken-Mediterranean-Pizza-_Papa-Murphys-Herb-Chicken-Mediterranean-Delite-Copycat-Recipe_-1598025,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
267,Grilled-Mediterranean-Cedar-Plank-Salmon-1189021,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
268,Mediterranean-Pan-Roasted-Salmon-931756,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
269,Mediterranean-Shrimp-_-Farro-Pilaf-1599564,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
270,Lamb-Burgers-with-Tzatziki-Sauce-1164704,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
271,Greek-Style-Roasted-Lamb-Gyros-with-Harissa-Spiced-Tzatziki_-1058486,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0
272,Mediterranean-Baked-Chicken-574305,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
273,Greek-Pizza-With-Feta-My-Recipes,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
274,Mediterranean-Pasta-with-Broccoli-Rabe-1325517,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
275,Healthy-Mediterranean-Baked-Fish-1107622,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
276,Mediterranean-Salmon-1641770,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
277,Mediterranean-pork-with-olives-299462,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
278,Mediterranean-Fish-Bake-1287245,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
279,Mediterranean-Poached-Fish-946722,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
280,Mediterranean-Quinoa-Casserole-1623222,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
281,Penne-with-Spinach_-Feta_-and-Olives-1193853,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
282,Greek-Style-Chicken-Breasts-1105061,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
283,Greek-Chicken-Kebabs-with-Tzatziki-Sauce-1190126,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
284,Simple-Greek-Couscous-1186799,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
285,Grilled-Chicken-with-Mediterranean-Tomato-Topping-498322,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0,0.0
286,Mediterranean-Linguine-with-Basil-and-Tomatoes-AllRecipes-38618,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
287,Greek-Pasta-With-Tomatoes-And-White-Beans-Allrecipes,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
288,Grilled-Mediterranean-Platter-1288504,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
289,Greek-Style-Halibut-MyRecipes-265273,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
290,One-Pot-Mediterranean-Orzo-Pasta-984355,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
291,Mediterranean-Feta-Lamb-Sliders-709398,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
292,Hunt_s-Chicken-with-Mediterranean-Vegetables-1363205,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0
293,Spiralized-Mediterranean-Beet-and-Feta-Skillet-Bake-1010566,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
294,Mediterranean-Chicken-1018591,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
295,Lightened-Up-Greek-Style-Stuffed-Peppers-1612213,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
296,Mediterranean-Couscous-1355754,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
297,Slow-Cooker-Low-Carb-Mediterranean-Beef-Stew-with-Rosemary-and-Balsamic-Vinegar-1455311,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
298,Mediterranean-Chicken-with-Olives-Capers-and-Tomatoes-1570673,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
299,Mediterranean-Chicken-1030148,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
300,Greek-Chicken-Tacos-with-Whipped-Feta-1127328,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
301,Greek-Yogurt-Chicken-1537849,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
302,Garlic-Feta-Lamb-Burgers-With-Cucumber-Yogurt-Sauce-638700,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
303,Mediterranean-Cod-1521063,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
304,Mediterranean-Stuffed-Chicken-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
305,Mediterranean-Shrimp-over-Spinach-_Low-Carb_-Paleo_-1020164,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
306,Spanakopita-_Greek-Spinach-Pie_-1309018,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
307,Mediterranean-Baked-Trout-with-Olives_-Fennel-_-Tomatoes-1562021,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
308,Mediterranean-Couscous-and-Beef-1080660,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
309,Mediterranean-Style-Sweet-and-Sour-Chicken-754309,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
310,Northern-Greek-Mushroom-and-Onion-Pie-981109,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
311,Mediterranean-Cod-1309043,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
312,Mediterranean-Baked-Chicken-and-Rice-1618972,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
313,Greek-Braised-Chicken-Thighs-1192898,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
314,Mediterranean-Haddock-1400809,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
315,Baked-Greek-Shrimp-With-Tomatoes-and-Feta-1251635,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
316,Baked-Falafel-with-Lemon-Tahini-Sauce-1551879,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
317,Greek-Mac-_-Cheese-501478,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0
318,Greek--Style-Shrimp-Scampi-w_-Whole-Wheat-Spaghetti-471906,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
319,Mediterranean-Brisket-My-Recipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
320,Mediterranean-Lamb-Pizza-1403878,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
321,Greek-Turkey-Meatballs-1547814,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
322,Mediterranean-Chicken-1168140,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
323,Bacon-Wrapped-Mediterranean-Stuffed-Grilled-Chicken-1116263,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
324,Mediterranean-tuna-casserole-368665,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
325,Greek-Salisbury-Steak-Meatballs-with-No-Yolks-Noodles-1525894,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
326,Mediterranean-Hummus-Pizza-748384,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
327,Mediterranean-Shrimp-Skillet-475469,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
328,Greek-Pasta-Casserole-1330780,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
329,Greek-style-shrimp-scampi-368543,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
330,Mediterranean-Chicken-1535790,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
331,Greek-Style-Vegetable-Casserole-562656,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
332,Mediterranean-Chicken-Wellington-485446,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
333,Greek-Lamb-Kabobs-458476,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
334,Mediterranean-Roasted-Red-Snapper-with-Sauteed-Veggies-_FishFridayFoodies-1600694,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0
335,Mediterranean-Pasta-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
336,Mediterranean-Tuna-Noodle-Skillet-1067144,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
337,Roasted-Mediterranean-Chicken-757387,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
338,Greek-Chicken-and-Zucchini-Skewers-514928,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
339,Traditional-Greek-Lentils-__-1293263,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
340,Mediterranean-Pasta-Shells-AllRecipes-36837,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
341,Mediterranean-Millet-678316,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
342,Greek-Pasta-Beef-Casserole-1293188,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
343,Lamb-loin-chops-with-greek-salad-and-yogurt-lemon-sauce-302618,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
344,Mediterranean-Stuffed-Peppers-1285393,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
345,Mediterranean-Quinoa-Bowls-with-Roasted-Red-Pepper-Sauce-1433615,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
346,Mediterranean-Chicken-With-Eggplant-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
347,One-Pan-Greek-Chicken-1517201,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
348,Greek-Chicken-and-Pita-Casserole-758210,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
349,Greek-Chicken-with-Angel-Hair-Pasta-1540392,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
350,Mediterranean-Salmon-Parcels-1400769,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
351,Greek-Baked-Scallops-Santorini-1545890,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
352,Rigatoni-Mediterranean-Casserole-981321,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
353,Greek-Chicken-Cutlets-Martha-Stewart,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
354,Paleo-Mediterranean-Steak-1450613,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
355,Mediterranean-Pork-Kebabs-AllRecipes-38981,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
356,Mediterranean-Fish-Parcels-1404152,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
357,Mediterranean-Smothered-Chicken-474849,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
358,Greek-Vegetable-Pizza-and-a-_200-GIVEAWAY_-1031480,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
359,Grilled-Chicken-With-Mediterranean-Salsa-1222373,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
360,Mediterranean-Pizza-TasteOfHome,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
361,Mediterranean-Pasta-with-Shrimp-1524271,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
362,Mediterranean-Quiche-1330226,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
363,Mediterranean-Pasta-with-No-Cook-Olive-Sauce-1237746,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
364,Mediterranean-Lemon-Lamb-Stew-1412428,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
365,Bulgur-With-Swiss-Chard_-Chickpeas-and-Feta-1039652,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
366,Mediterranean-Grilled-Chicken-1279319,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
367,Grilled-Mediterranean-Chicken-Vegetable-Kabobs-1189162,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
368,Mediterranean-Tilapia-1610596,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
369,The-Greek-Quiche-with-Artichokes_-Kalamata-Olives_-Sun-Dried-Tomatoes-_-Feta-1274289,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
370,Easy-Traditional-Greek-Gyros_-596424,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
371,Mediterranean-Coriander-Seasoning-Rub-MyRecipes-265126,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
372,Grilled-Mediterranean-Vegetables-with-Feta-1402322,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
373,Greek-Style-Pasta-with-Shrimp-1682143,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
374,Lamb-Sausage-Patties-With-Fresh-Mint_-Feta_-And-Garlic-Epicurious,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
375,Greek-Tuna-Casserole-984088,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
376,Grilled-Chicken-Gyros-with-Tzatziki-Sauce-1247610,1.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
377,Greek-Lamb-with-Spinach-and-Artichokes-575231,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
378,Mediterranean-Chickpea-Flatbread-Pizza-_Gluten-Free_-1548032,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
379,Mediterranean-Pasta-With-Greens-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
380,Mediterranean-Meat-Loaf-1270002,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
