,id,rating,recipeName,sourceDisplayName
0,Greek-Grilled-Chicken-With-Orzo-Salad-Food_com-164262,3,Greek Grilled Chicken With Orzo Salad,Food.com
1,Greek-Chicken-Recipezaar_15,4,Greek Chicken,Food.com
2,Mediterranean-Shrimp-And-Pasta-Recipezaar,3,Mediterranean Shrimp and Pasta,Food.com
3,Mediterranean-Chicken-Stew-Recipezaar,4,Mediterranean Chicken Stew,Food.com
4,Eggplant_-Lamb-_-Rice-Casserole-1499898,4,"Eggplant, Lamb & Rice Casserole",Eating Well
5,Gyros-Food_com-185347,3,Gyros,Food.com
6,Leg-of-Lamb-With-Tzatziki-Food_com-119168,4,Leg of Lamb With Tzatziki,Food.com
7,Mediterranean-Chicken-Packets-Recipezaar,4,Mediterranean Chicken Packets,Food.com
8,Mediterranean-Shrimp-Recipezaar,4,Mediterranean Shrimp,Food.com
9,Greek-Chicken-With-Tomato_feta-Cheese-Sauce-Recipezaar,2,Greek Chicken With Tomato-Feta Cheese Sauce,Food.com
10,Pasta-Shells-With-Broccoli_-Feta-And-Olives-Food-Network,5,"Pasta Shells with Broccoli, Feta and Olives",Food Network
11,Mediterranean-Burgers-Recipezaar,3,Mediterranean Burgers,Food.com
12,Mediterranean_style-Penne-Epicurious,4,Mediterranean-Style Penne,Epicurious
13,Grilled-Lamb-with-Lima-Bean-Skordalia-Food_com-138023,3,Grilled Lamb with Lima Bean Skordalia,Food.com
14,Mediterranean-Chicken-_-Rice-Bake-566870,3,Mediterranean Chicken & Rice Bake,Food.com
15,Chicken-and-Chard-Pasta-Mediterranean-Style-Food_com-120156,3,Chicken and Chard Pasta Mediterranean Style,Food.com
16,Low-Carb-Mediterranean-Stuffed-Bell-Peppers-Recipezaar,4,Low Carb Mediterranean Stuffed Bell Peppers,Food.com
17,Greek-Phyllo_wrapped-Chicken-Recipezaar,3,Greek Phyllo-Wrapped Chicken,Food.com
18,Mediterranean-Pasta-Recipezaar,3,Mediterranean Pasta,Food.com
19,Gyro-Meat-and-Tzatziki-Sauce-Food_com-61945,4,Gyro Meat and Tzatziki Sauce,Food.com
20,Better-Greek-Chicken-Recipezaar,3,Better Greek Chicken,Food.com
21,Greek-Style-Fish-or-Chicken-in-a-Pouch-Food_com-88154,3,Greek Style Fish or Chicken in a Pouch,Food.com
22,Mediterranean-Stuffed-Boneless-Chicken-Thighs-Recipezaar,3,Mediterranean Stuffed Boneless Chicken Thighs,Food.com
