,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Chocolate-Breakfast-Oatmeal-1237224,,7,1,,300
1,Fluffy-French-Toast-785994,1200.0,8,12,600.0,1800
2,Overnight-Cranberry-Orange-French-Toast-Casserole-1699826,,13,8,,4800
3,Light_-Fluffy_-Delicious-Pancakes-1515273,300.0,9,4,900.0,1200
4,Lemony-Egg-in-a-Spinach-Chickpea-Nest-763014,300.0,7,1,,300
5,Cinnamon-Spiced-Pancakes-962955,,10,4,,2100
6,Blueberry-Buckwheat-Pancakes-1690272,,13,4,,2100
7,Apple-Pie-Refrigerator-Oatmeal-1335854,,6,1,300.0,300
8,Bacon-n_-Egg-Pepper-Muffins-1589262,900.0,7,2,300.0,1200
9,Peanut-butter-and-jelly-pancakes-306338,,11,6,900.0,1800
10,Chef-Mickey_s-Breakfast-Pizza-961293,,9,4,,1500
11,Springtime-Frittata-1559931,,12,8,,3000
12,Perfect-French-Toast-Casserole-965069,,11,4,,3000
13,Rich-Cherries-and-Chocolate-Homemade-Granola-1706233,2700.0,13,6,600.0,3300
14,Banana-Waffles-_nut-free_-1317856,600.0,6,5,300.0,900
15,Pina-Colada-Chia-Overnight-Oats-1592223,,7,5,600.0,600
16,Asparagus-Goat-Cheese-Frittata-982463,,9,4,,1500
17,Baked-Ham-and-Cheese-Omelette-1048945,1500.0,5,5,600.0,2100
18,Kid-Friendly-Honeycomb-Cereal-Breakfast-Parfait-1203997,,3,4,,900
19,Healthy-Cinnamon-Rolls-1248498,,7,11,,2400
20,Flourless-Banana-Pancake-1046436,,4,4,,1800
21,Berries-and-Cream-Breakfast-Bubble-Up-Bake-1242015,,5,6,,2400
22,Toasted-Coconut-Espresso-Pancakes-1618287,,10,8,,1500
23,Cereal-Crusted-French-Toast-1583904,,8,3,,1500
24,Savory-Granola-1415177,,11,3,,2100
25,Maple-Almond-Slow-Cooker-Granola-1665967,,10,16,,4200
26,Do-Ahead-Egg-Bake-1533863,47400.0,6,12,1200.0,48600
27,Blueberry-Syrup-750649,,4,4,,2100
28,Asparagus-Scramble-939770,,6,1,,1200
29,The-28-Day-Shrink-Your-Stomach-Challenge-Breakfast-Spinach-Tacos-1619918,,8,4,,1500
30,Mexican-Chickpea-Scramble-685820,,13,2,,2100
31,Spiced-Blackberry-Jam-638441,,5,4,,2700
32,Slow-Cooker-Apple-Cinnamon-Oats-1589054,28800.0,5,4,600.0,29400
33,Scrambled-Eggs-with-Spinach-and-White-Cheddar-460557,,6,4,,1200
34,Broccoli-and-cheese-mini-egg-omelets-352454,,9,4,,2400
35,Vegetable-Frittata-1593432,,9,3,,2400
36,Broccoli-and-cheese-omelet-352183,,8,1,,1200
37,Salmon-Spinach-Eggs-Quick-and-Easy-Healthy-Breakfast-1235974,,7,1,,1200
38,Kimchi-Pajeon-_Kimchi-Pancake-or-Pizza_-Closet-Cooking-54996,,4,1,,2100
39,CrockPot-Make-Ahead-Apple-Pie-Oatmeal-1455422,,8,4,,4200
40,Peanut-butter-_-apple-topped-waffles-298676,,6,4,,1200
41,Cinnamon-sugared-bacon-333704,,3,4,,2100
42,Breakfast-creme-brulee-352093,,4,1,,1500
43,Overnight-Oats-1311388,21600.0,5,4,600.0,22200
44,Ham-_-Cheese-Omelette-772447,,7,2,,1500
45,Quick-Breakfast-Casserole-1260180,,7,4,,3000
46,Cottage-Cheese-Oats-1112076,,7,4,,900
47,Fried-Bread-_British-Style_-1053884,,5,4,,1500
48,Sleepin-in-Omelette-477952,,10,8,,4800
49,Carrot-Pancakes-1679567,,8,4,,1500
50,Waffled-Hash-Browns-With-Rosemary-759622,900.0,8,2,1500.0,2400
51,3-Ingredient-Kimchi-Hash-Browns-1625722,,6,3,,1500
52,Tiramisu-french-toast-333618,,13,4,,2100
53,Strawberry-Granola-Pancakes-1700038,1200.0,12,4,900.0,2100
54,Make-Ahead-Steel-Cut-Oatmeal-with-Maple-Stewed-Berries-1574989,300.0,7,5,300.0,600
55,Pesto-_-Feta-Omelette-1245305,600.0,7,4,,600
56,Honey-Baked-Oatmeal-1640552,,13,4,,3300
57,Cheddar-Broccoli-Egg-Muffin-1043046,,5,6,,1800
58,Copycat-Starbucks-Oatmeal-1063788,,9,4,,1500
59,Blueberry-Cornmeal-Pancakes-1699069,,11,4,1800.0,1800
60,Kartoffelpuffer-_Potato-Pancakes_-441379,,8,4,,3000
61,Eggs-with-scallions-and-tomatoes-352056,,7,2,,1500
62,Potato-Pancakes-With-Salmon-1682492,,10,4,,1800
63,Perfect-Pancakes-1110529,,6,4,,1200
64,Thyme-Stuffed-Pancakes-1349831,600.0,11,6,1200.0,1800
65,Our-Best-Pancakes-471446,300.0,11,4,300.0,600
66,Silver-Dollar-Almond-Pancakes-676457,,6,4,,1800
67,Perfect-Almond-Flour-Pancakes-_vegan_-597341,,6,4,,1500
68,Apple-Cinnamon-Breakfast-Quinoa-1536800,,8,2,,1500
69,Spinach-Feta-Egg-Bake-1656474,,8,6,,3000
70,No-Cook-Overnight-Oatmeal-1609601,,7,1,300.0,29100
71,Easy-Totchos-Recipe___with-Bacon_-1602131,2100.0,10,4,300.0,2400
72,Orange-Sweet-Roll-Pancakes-1618345,,19,4,,2100
73,French-toast-365422,600.0,7,4,900.0,1500
74,Overnight-Refrigerator-Oatmeal-759982,28800.0,7,4,600.0,29400
75,Cinnamon-Apple-Overnight-Oats-994527,,5,4,,1200
76,Bell-less_-whistle-less_-damn-good-french-toast-318649,,5,4,,1800
77,Banana_-Nectarine-_-Flax-_Linseed_-Pancakes-1054216,,4,5,,1500
78,2-Ingredient-Pancakes-_gluten-free-_-dairy-free__-1081864,,4,4,,1500
79,Ham-and-Cheese-Hash-Brown-Casserole-1581302,,6,11,,4500
80,Blueberry-Vanilla-Protein-Oatmeal-1245967,300.0,7,1,300.0,600
81,Mediterranean-Breakfast-Pizza-aka-Open-Faced-Omelette-from-alexandersmom_com-1696645,,9,5,,1500
82,Buttered-Radishes-with-a-Poached-Egg-Naturally-Ella-288959,,7,2,,1200
83,Kid-Approved-Breakfast-Burritos-1036935,,6,12,,1800
84,Light-and-Fluffy-Pancakes-_with-cottage-cheese_-1260221,,5,4,,1800
85,7-Ingredient-Superfood-Quinoa-Breakfast-Bowl-1550560,300.0,7,1,900.0,1200
86,Carrot-Cake-Protein-Pancakes-1700988,,17,4,,2100
87,Overnight-Steel-Cut-Oats-1624642,,4,4,,1200
88,Easy-Breakfast-Caramel-Pull-Apart-1039239,,6,4,,3000
89,Cinnamon-Roll-French-Toast-Preschoolers-Can-Cook-1289766,,3,4,,1200
90,Overnight-Oats-with-Figs-and-Nuts-1562279,,8,2,300.0,300
91,Oven-Omelet-1067554,,6,6,,2700
92,Oatmeal-Protein-Pancakes-1050621,,5,4,,900
93,Breakfast-Quinoa-with-Blackberries-962465,,7,4,,1500
94,Coconut-Flour-Pancakes-1223017,,7,4,,900
95,Ham-and-egg-crepe-squares-368803,,9,9,,3300
96,Overnight-Apple-And-Raisin-Oats-1080169,,8,4,,1500
97,Slow-Cooker-Breakfast-Frittata-1088458,,7,6,,2400
98,Healthy-Blueberry-Banana-French-Toast-_Vegan_-1685783,,12,4,,1500
99,Carrot-Cake-Overnight-Oatmeal-1683786,,7,1,300.0,300
100,Morning-garden-scramble-297174,,7,2,,1200
101,Eggs-fried-in-olive-oil-with-wilted-greens-and-sumac-309516,,7,4,,600
102,Protein-Pancakes-1538701,600.0,5,1,600.0,1200
103,Black-Forest-Overnight-Oats-1024463,,6,2,300.0,300
104,Eggless-Waffle-Recipe-_-Vegan-Waffles-1457114,1200.0,8,2,600.0,1800
105,Eggs-Poached-in-Marinara-Sauce-779091,600.0,8,1,,900
106,Waffle-Cones-460799,,6,10,,2100
107,Maple-Glazed-Donuts-1694902,540.0,12,6,600.0,1140
108,Overnight-Tex-Mex-Egg-Bake-1017689,,8,4,,33900
109,Trim-Healthy-Mama-Overnight-Oatmeal-_Fuel-Pull-_-Energizing-variations_-1614294,,6,4,,300
110,Oatmeal-Chocolate-Chip-Banana-Pancakes-_healthy_-vegan-_-gluten-free_-1113060,300.0,6,3,300.0,600
111,Classic-Pancakes-1119582,,10,5,,1800
112,Quick-_-Easy-Eggs-with-Rice_-Mushrooms_-and-Green-Onions---Healthy-Breakfast-1262971,,4,4,,2400
113,Chia-Cereal-1027705,,4,4,,1200
114,Pumpkin-Overnight-Oats-1308330,,5,1,,1200
115,Western-omelet-potato-skins-352406,,11,2,,2400
116,Orange-Cranberry-Overnight-Oats-1228061,,7,1,,1500
117,Overnight-Breakfast-Bake-1109841,,7,4,,33000
118,Breakfast-Egg-Muffins-with-Mushrooms-and-Spinach-1126464,1500.0,8,12,1200.0,2700
119,Migas-1023084,,7,4,,1800
120,Lemon-Pancakes-1622399,,10,4,600.0,600
121,Peaches-and-Cream-Overnight-Oatmeal-750202,,8,4,,1200
122,Cinnamon-Dutch-Baby-898819,,8,2,,2400
123,Cheesy-Bacon-_-Chives-Omelet-Cups-1059347,,9,4,,2100
124,Greek-Style-Eggs-with-Tomato-with-Feta-Cheese-_aka-Kagianas-or-Strapatsada_-1683758,,9,4,,1800
125,French-Toast-Casserole-1642551,,7,4,,3000
126,Pumpkin-Pie-Oatmeal-1327252,,7,1,,1200
127,Cinnamon-Roll-Pancakes-565898,,12,11,,1500
128,Baked-Eggs-_-Veggies-To-Go-_-792501,,7,4,,1800
129,Spinach_-Tomato_-and-Quinoa-Breakfast-Casserole-1622747,,8,5,900.0,2400
130,Breakfast-Potato-Patties-1060682,300.0,7,4,600.0,900
131,Healthy-Banana-Nut-Pancakes-1641740,,15,6,,1200
132,The-Biggest-Loser_s-Baked-Eggs-in-Turkey-Cups-626672,,5,4,,1800
133,Breakfast-casserole-with-asparagus_-mushrooms_-and-goat-cheese-309670,,7,8,,3900
134,Bacon_-Egg_-and-Cheese-Breakfast-Wontons-1232127,300.0,6,20,600.0,900
135,Old-Fashion-Pancakes-_Single-Serving_-1145692,,7,4,,1800
136,Easy-Pan-Fried-Scallops-and-Bacon-1646074,420.0,4,2,300.0,720
137,Sweet-Potato-Hash-with-Sausage-and-Eggs-999408,,7,4,,2400
138,PB-and-J-Overnight-Oats-1205714,,7,2,600.0,600
139,Quinoa-Breakfast-Porridge-1247080,,6,2,,1500
140,Red-russian-kale-and-red-onion-savory-breakfast-squares-309560,,9,6,,2400
141,Breakfast-Banana-Split-1586181,,8,4,,1500
142,Pina-Colada-Pancakes-1689639,,11,4,,2400
143,Crispy-chocolate-peanut-butter-french-toast-333843,,11,2,,2100
144,Gluten-Free-Chocolate-Chip-Protein-Pancakes-1581172,900.0,5,3,300.0,1200
145,Italian-alfredo-broccoli-strata-296692,,6,6,,7200
146,Belgian-Waffle-1559936,,8,4,,1500
147,Kale-And-Potato-Breakfast-Hash-791893,1200.0,9,2,300.0,1500
148,Greek-Yogurt-Breakfast-Bowl-with-Blueberries-and-Pumpkin-Seeds-1030029,,5,4,,900
