,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Fruity-Whole-Grain-Breakfast-Porridge-1706525,,12,8,900.0,33300
1,Eggless-Peach-Waffles-1703856,,11,4,,1500
2,Cream-Cheese_-Blackberry_-and-Pistachio-Stuffed-French-Toast-1706745,1500.0,13,5,600.0,2100
3,Whole-wheat-pancakes-_new-and-improved_-352121,,9,7,,1200
4,Vanilla-Cinnamon-French-Toast-1057625,300.0,7,1,,600
5,Double-Chocolate-Zucchini-Pancakes-1695944,600.0,12,8,300.0,900
6,Quinoa-Breakfast-Bowl-1576732,,6,4,,1200
7,Broccoli_-ham_-and-mozzarella-baked-with-eggs-310089,,8,8,,3600
8,Flax-Jacks-Pancakes-_paleo_-starch-free_-keto_-low-carb_-1697263,,10,2,,600
9,Mushroom-Scallion-Frittata-with-Parmesan-Cheese-1703775,1500.0,8,2,300.0,1800
10,Whole-Wheat-Oatmeal-Caramelita-Pancakes-1706595,,16,4,,2700
11,Breakfast-Casserole-1549257,,7,4,,2700
12,Blueberry-Lemon-Ricotta-Pancakes-1611163,,8,4,,1200
13,Courgette-Waffles-1567406,300.0,6,12,1200.0,1500
14,Candied-Ginger_-Coconut-and-Quinoa-Granola-1711300,,17,5,,2700
15,Breakfast-Burritos-with-Chickpea-Crepes-1711017,,18,2,,2400
16,Apple-Cinnamon-French-Toast-1624670,600.0,12,4,600.0,1200
17,Mixed-Fruit-Acai-Bowl-1704630,,10,2,600.0,600
18,Baked-French-Toast-Casserole-1636754,,6,8,,3600
19,Egg-_-Nopalitos-Scramble--1683337,,9,4,,900
20,Coconut-Flour-Pancakes-1638026,360.0,7,4,1200.0,1560
21,Kitchen-Sink-Scramble-1688304,300.0,11,4,300.0,600
22,JENNY_S-BETTER-THAN-BOXED-LOW-CARB-PANCAKES-1663506,,7,1,,900
23,Biscuits-_-Gravy-Breakfast-Casserole-1700005,2400.0,8,7,600.0,3000
24,Paleo-Chocolate-Breakfast-Bread-1521721,1200.0,9,4,600.0,1800
25,30-Minutes-To-Homemade-SURE_JELL-Plum-Freezer-Jam-1700829,1800.0,4,112,1800.0,3600
26,Omelet-in-Ziploc-Bag-1204780,,4,1,,900
27,Egg-McMuffin-Casserole-1631085,,7,4,,4500
28,Whole-Wheat-Banana-Oatmeal-Greek-Yogurt-Waffles-1696376,,12,5,,2100
29,Southern-sausage-gravy-308032,,6,8,,1200
30,Matcha-Mochi-Waffles-_vegan_-1638763,,7,8,,1500
31,Healthy-Chocolate-Pancakes-1476322,900.0,13,6,600.0,1500
32,African-Pancakes-1618969,900.0,8,4,4200.0,5100
33,Whole-30-California-Avocado-Sweet-Potato-Hash-1593576,600.0,8,2,300.0,900
34,Brioche-French-Toast-1065036,,5,4,,900
35,Blueberry-Oatmeal-Breakfast-Bars-1701314,1500.0,17,9,600.0,2100
36,Chocolate-Peanut-Butter-Waffles-1708961,900.0,10,6,900.0,1800
37,Perfect-Pancakes-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41350,,10,6,900.0,1800
38,Savory-Breakfast-Cookies-_low-carb_-1528409,600.0,9,12,600.0,1200
39,Zoodles-and-Eggs-1685332,,7,4,,1200
40,Eggless-Waffles-1695426,,9,4,,1500
41,Berry-No-Cook-Overnight-Oatmeal-1098051,,4,1,300.0,300
42,Simple-Fluffy-Sour-Cream-Pancakes-1091293,1200.0,10,4,900.0,2100
43,Bacon-_-Sweet-Potato-Hash-1686840,600.0,7,4,300.0,900
44,Scrambled-Egg-Whites-with-Steamed-Sweet-Potato-1690024,,6,1,300.0,960
45,Basic-Crepes-1686240,,5,20,1800.0,1800
46,Chocolate-Chip-Pancakes-511341,1200.0,8,10,900.0,2100
47,Blueberry-Jam-1643229,1200.0,5,10,900.0,2100
48,Cottage-Cheese-Pancakes-1639931,300.0,8,8,300.0,600
49,How-to-Scramble-Eggs-1569802,600.0,5,2,120.0,720
50,Cheesy-Baked-Egg-in-Toast-1242287,,7,4,,1500
51,Breakfast-Sticks-1096708,,6,8,,2100
52,Strawberries-_-Cream-Oatmeal-1640883,,5,4,,1200
53,Eggnog-french-toast-352366,,7,2,,1200
54,_Double-Stuf-OREO-Pancakes_-1091311,,6,4,,1200
55,Southern-Fried-Breakfast-Potatoes-1705203,1500.0,13,4,600.0,2100
56,Caramelized-Peach-Quinoa-Breakfast-Bowl-1684482,,9,2,,2100
57,Easy-Overnight-Maple-_-Brown-Sugar-Oatmeal-1705064,180.0,8,4,300.0,480
58,Strawberry-Stuffed-French-Toast-1613317,,6,4,,1500
59,Make-Ahead-Fruit-_-Yogurt-Breakfast-Parfaits-475395,,5,1,,3300
60,Egg-in-a-Basket-Breakfast-Burger-1713007,,6,4,,1500
61,Make-Ahead-Egg-Bake-1655783,47400.0,6,12,1200.0,48600
62,Camper_s-Breakfast-Hash-1597103,1200.0,9,8,600.0,1800
63,Eggs-In-Clouds-1557666,,4,4,,2100
64,Cream-Cheese-Stuffed-French-Toast-With-Blueberry-Sauce-1708325,,14,4,,4200
65,Cinnamon-toast-french-toast-305359,,8,4,,3300
66,Steak-and-Egg-Breakfast-Tacos-1687037,,8,4,,1500
67,Snickerdoodle-Pancakes-1641010,,10,4,300.0,300
68,Oven-Baked-Bacon-1529932,,1,4,,1800
69,The-perfect-soft-boiled-egg-307984,,3,4,,1200
70,Perfect-hard-boiled-eggs-every-time-352315,,3,4,,2100
71,Basic-Crepe-1040345,1500.0,7,15,600.0,2100
72,PUMPKIN-SPICE-PANCAKES-1690394,,9,4,,2700
73,Vegan-Coconut-Waffles-_for-Mama-_-Babe_-1702323,1200.0,20,4,300.0,1500
74,Breakfast-Skillet-with-Diced-Red-Potatoes-1513835,,6,4,,1800
75,Mini-Yogurt-Pancakes-1633781,,6,4,,1800
76,Smoked-Salmon-Eggs-Benedict-with-Dill-Waffles-1560231,2400.0,15,4,2400.0,4800
77,Matcha-Pancakes-1202059,,9,1,,1500
78,Oatmeal-Pancakes-1078436,,7,4,,1500
79,Cottage-Cheese-Scrambled-Eggs-recipe-137-calories-781513,,5,2,,1500
80,Slow-Cooker-Blueberry-Almond-Oatmeal-1707707,14400.0,10,2,300.0,14700
81,Butternut-Squash-Breakfast-Bowl-1703732,,8,2,,900
82,Breakfast-Casserole-1596514,,6,10,600.0,1500
83,Best-Ever-Breakfast-Potatoes-1537506,,8,4,,2400
84,Loaded-Puff-Pastry-Breakfast-Cups-1708345,,12,9,,4800
85,Cheesecake-Stuffed-French-Toast-Sliders-1691299,600.0,10,4,900.0,1500
86,Country-Breakfast-1533018,,7,4,,3000
87,Spanish-Style-Eggs-1634900,,13,4,,2400
88,Easy-Homemade-Pancakes-1574840,900.0,7,6,600.0,1500
89,Bacon-_-Kale-Baked-Eggs-1710699,1200.0,10,1,600.0,1800
90,Vegan-Banana-Hazelnut-Pancakes-1602350,900.0,9,4,900.0,1800
91,Slow-Cooker-Creamy-Almond-Oatmeal-1636131,,6,4,,2400
