,id,rating,recipeName,sourceDisplayName
0,Chocolate-Breakfast-Oatmeal-1237224,4,Chocolate Breakfast Oatmeal,Family Food on the Table
1,Fluffy-French-Toast-785994,5,Fluffy French Toast,AllRecipes
2,Overnight-Cranberry-Orange-French-Toast-Casserole-1699826,4,Overnight Cranberry Orange French Toast Casserole,Kristine's Kitchen
3,Light_-Fluffy_-Delicious-Pancakes-1515273,4,"Light, Fluffy, Delicious Pancakes",Homegrown & Healthy
4,Lemony-Egg-in-a-Spinach-Chickpea-Nest-763014,4,Lemony Egg in a Spinach-Chickpea Nest,Kitchen Treaty
5,Cinnamon-Spiced-Pancakes-962955,4,Cinnamon-Spiced Pancakes,Wife. Mom. Geek.
6,Blueberry-Buckwheat-Pancakes-1690272,4,Blueberry Buckwheat Pancakes,The Cake Chica
7,Apple-Pie-Refrigerator-Oatmeal-1335854,4,Apple Pie Refrigerator Oatmeal,The Lemon Bowl
8,Bacon-n_-Egg-Pepper-Muffins-1589262,4,Bacon n' Egg Pepper Muffins,Garlic And Zest
9,Peanut-butter-and-jelly-pancakes-306338,5,Peanut Butter and Jelly Pancakes,Food Republic
10,Chef-Mickey_s-Breakfast-Pizza-961293,4,Chef Mickey's Breakfast Pizza,Plain Chicken
11,Springtime-Frittata-1559931,4,Springtime Frittata,Janine's Rustic Kitchen
12,Perfect-French-Toast-Casserole-965069,3,Perfect French Toast Casserole,Tablespoon
13,Rich-Cherries-and-Chocolate-Homemade-Granola-1706233,4,Rich Cherries and Chocolate Homemade Granola,Delightful Mom Food
14,Banana-Waffles-_nut-free_-1317856,4,Banana Waffles (nut free),Do You Even Paleo
15,Pina-Colada-Chia-Overnight-Oats-1592223,4,Pina Colada Chia Overnight Oats,Flavor The Moments
16,Asparagus-Goat-Cheese-Frittata-982463,4,Asparagus Goat Cheese Frittata,Tasting Page
17,Baked-Ham-and-Cheese-Omelette-1048945,4,Baked Ham and Cheese Omelette,Life in the Lofthouse
18,Kid-Friendly-Honeycomb-Cereal-Breakfast-Parfait-1203997,4,Kid Friendly Honeycomb Cereal Breakfast Parfait,Almost Supermom
19,Healthy-Cinnamon-Rolls-1248498,4,Healthy Cinnamon Rolls,Madeleine Shaw
20,Flourless-Banana-Pancake-1046436,4,Flourless Banana Pancake,Turkish Style Cooking
21,Berries-and-Cream-Breakfast-Bubble-Up-Bake-1242015,3,Berries and Cream Breakfast Bubble-Up Bake,Pillsbury.com
22,Toasted-Coconut-Espresso-Pancakes-1618287,4,Toasted Coconut Espresso Pancakes,Nutmeg Nanny
23,Cereal-Crusted-French-Toast-1583904,4,Cereal Crusted French Toast,Crumbs and Chaos
24,Savory-Granola-1415177,3,Savory Granola,Bon Appétit
25,Maple-Almond-Slow-Cooker-Granola-1665967,4,Maple Almond Slow Cooker Granola,Life Currents
26,Do-Ahead-Egg-Bake-1533863,3,Do-Ahead Egg Bake,Kraft
27,Blueberry-Syrup-750649,3,Blueberry Syrup,this wild season
28,Asparagus-Scramble-939770,4,Asparagus Scramble,Food Doodles
29,The-28-Day-Shrink-Your-Stomach-Challenge-Breakfast-Spinach-Tacos-1619918,3,The 28-Day Shrink Your Stomach Challenge Breakfast Spinach Tacos,The Dr.Oz Show
30,Mexican-Chickpea-Scramble-685820,4,Mexican Chickpea Scramble,Fettle Vegan
31,Spiced-Blackberry-Jam-638441,4,Spiced Blackberry Jam,Jam Recipes
32,Slow-Cooker-Apple-Cinnamon-Oats-1589054,4,Slow Cooker Apple Cinnamon Oats,Motion Mom
33,Scrambled-Eggs-with-Spinach-and-White-Cheddar-460557,5,Scrambled Eggs with Spinach and White Cheddar,Williams-Sonoma
34,Broccoli-and-cheese-mini-egg-omelets-352454,5,Broccoli and Cheese Mini Egg Omelets,Skinnytaste
35,Vegetable-Frittata-1593432,4,Vegetable Frittata,Clean Food Crush
36,Broccoli-and-cheese-omelet-352183,5,Broccoli and Cheese Omelet,Skinnytaste
