0,American
1,Kid-Friendly
2,Italian
3,Asian
4,Mexican
5,Southern & Soul Food
6,French
7,Southwestern
8,Barbecue
9,Indian
10,Chinese
11,Cajun & Creole
12,Mediterranean
13,Greek
14,English
15,Spanish
16,Thai
17,German
18,Moroccan
19,Irish
20,Japanese
21,Cuban
22,Hawaiian
23,Swedish
24,Hungarian
25,Portuguese
