,id,rating,recipeName,sourceDisplayName
0,Crock-Pot-Roast-Enchiladas-993357,4,Crock Pot Roast Enchiladas,The Grant Life
1,Chicken-Enchiladas-Verde-1612400,4,Chicken Enchiladas Verde,The Lazy Gastronome
2,Chicken-Posole-1194764,4,Chicken Posole,The Wicked Noodle
3,Smackin-Good-Shrimp-Tacos-1036455,4,Smackin’ Good Shrimp Tacos,The Mountain Kitchen
4,Brussels-Sprouts-Tacos-with-Creamy-Avocado-Sauce-1613113,4,Brussels Sprouts Tacos with Creamy Avocado Sauce,Gimme Some Oven
5,Best-Slow-Cooker-Carnitas-1233496,4,Best Slow Cooker Carnitas,A Spicy Perspective
6,Skinny-Mexican-Chicken-Casserole-1538462,4,Skinny Mexican Chicken Casserole,Weight Watchers Recipes Blog
7,Bushs-Slow-Cooker-Pork-and-Pinto-Bean-Enchiladas-1639942,3,Bush’s® Slow Cooker Pork and Pinto Bean Enchiladas,Bush's Beans
8,Cuban-Mojo-Marinated-Pork-1068505,4,Cuban Mojo Marinated Pork,Food Charlatan
9,Slow-Cooker-Mexican-Shredded-Chicken-Filling-1224510,4,Slow Cooker Mexican Shredded Chicken Filling,Organize Yourself Skinny
10,Mexican-Chicken-Skillet-Dinner-627367,3,Mexican Chicken Skillet Dinner,Pick Fresh Foods
11,Buffalo-Chicken-Enchiladas-1100761,4,Buffalo Chicken Enchiladas,Crazy for Cookies and More
12,Salsa-Verde-Chicken-Enchiladas-1377416,4,Salsa Verde Chicken Enchiladas,Kevin and Amanda
13,Easy-chicken-enchiladas-365429,5,Easy Chicken Enchiladas,Jo Cooks
14,Chili-339413,3,Chili,MyRecipes
15,El-Coyote-Enchiladas-Suizas-973116,3,El Coyote Enchiladas Suizas,Saveur
16,Blackened-Shrimp-Tacos-with-Queso-Fresco-1007680,4,Blackened Shrimp Tacos with Queso Fresco,Inspiration Kitchen
17,Easy-Chicken-Enchiladas-1157225,3,Easy Chicken Enchiladas,Good Housekeeping
18,Spanish-Baked-Chicken-755582,5,Spanish Baked Chicken,Simply Recipes
19,White-Chicken-Enchilada-1029071,3,White Chicken Enchilada,The Happier Homemaker
20,Chimichurri-Steak-Fajitas_-1596327,4,Chimichurri Steak Fajitas.,Half Baked Harvest
21,Huevos-Rancheros-Con-Carne-1045839,4,Huevos Rancheros Con Carne,The Spice Train
22,Easy-Slow-Cooker-Chicken-Enchiladas-1631006,4,Easy Slow Cooker Chicken Enchiladas,Valerie's Kitchen
23,Mexican-beans-and-rice-364925,4,Mexican Beans and Rice,Eat at Home
24,Sour-Cream-Enchiladas-1596050,4,Sour Cream Enchiladas,Delightful E Made
25,Fish-Tacos-with-Strawberry-Avocado-Salsa-1619652,4,Fish Tacos with Strawberry Avocado Salsa,Flavor The Moments
26,Carne-Asada-Epicurious,5,Carne Asada,Epicurious
27,STACKED-SHREDDED-CHICKEN-ENCHILADAS-1031495,4,STACKED SHREDDED CHICKEN ENCHILADAS,Moore or Less Cooking Food Blog
28,Quinoa-Black-Bean-Tacos-589808,4,Quinoa Black Bean Tacos,Damn Delicious
29,Slow-Cooker-Black-Bean-_-Corn-Enchiladas-965524,4,Slow Cooker Black Bean & Corn Enchiladas,$5 Dinners
30,Low-Carb-Slow-Cooker-Sour-Cream-Chicken-Enchiladas-1506970,4,Low-Carb Slow Cooker Sour Cream Chicken Enchiladas,Kalyn's Kitchen
31,Chimichangas-1077166,4,Chimichangas,Num's the Word
32,Taco-Salad-Casserole-1570725,4,Taco Salad Casserole,Lynn's Kitchen Adventures
33,Beef-Chimichangas-1618999,4,Beef Chimichangas,12Tomatoes
34,Beef-Tacos-with-Radish-and-Avocado-Salsa-998520,4,Beef Tacos with Radish and Avocado Salsa,Sidewalk Shoes
35,Brazilian-Braised-Pork-in-Passion-Fruit_-Orange-and-Guajillo-Peppers-1288388,4,"Brazilian Braised Pork in Passion Fruit, Orange and Guajillo Peppers",Kevin Is Cooking
36,One-Pan-Mexican-Quinoa-579651,4,One Pan Mexican Quinoa,Damn Delicious
37,Pork-Chile-Verde-with-Potatoes-1216332,4,Pork Chile Verde with Potatoes,Hispanic Kitchen
38,Classic-Chili-Con-Carne-779163,3,Classic Chili Con Carne,New York Times Cooking
39,Fajita-Marinade-III-754973,4,Fajita Marinade III,AllRecipes
40,Chicken-Enchilada-Rice-Casserole-626765,3,Chicken Enchilada Rice Casserole,Jo Cooks
41,Chile-Rellenos-Casserole-964076,4,Chile Rellenos Casserole,Winner Dinners
42,Mexican-seared-steaks-with-jicama-salsa-303018,4,Mexican Seared Steaks With Jicama Salsa,Unilever North America
43,Low-Carb-Mexican-Chori-Pollo-Recipe-Gluten-Free-899415,4,Low Carb Mexican Chori Pollo Recipe – Gluten Free,I Breathe... I'm Hungry...
44,Easy-Mexican-Casserole-Allrecipes,5,Easy Mexican Casserole,AllRecipes
45,Grilled-Halibut-Tacos-with-Peach-Salsa-1629566,4,Grilled Halibut Tacos with Peach Salsa,Domesticate Me
46,Crock-Pot-Shredded-Beef-Tacos-1039913,4,Crock Pot Shredded Beef Tacos,Life in the Lofthouse
47,Layered-Enchilada-Bake-1578280,3,Layered Enchilada Bake,Kraft
48,Low-Carb-Chicken-Enchiladas-1492720,4,Low Carb Chicken Enchiladas,Low Carb Maven
49,Easy-Spicy-Mexican_American-Chicken-AllRecipes,5,Easy Spicy Mexican-American Chicken,AllRecipes
50,Butternut-Squash-Enchiladas-495799,3,Butternut Squash Enchiladas,Clean Eating
51,Easy-and-Creamy-White-Chicken-Enchiladas-1213458,4,Easy and Creamy White Chicken Enchiladas,MomDot
52,Black-Bean-Enchiladas-1584399,4,Black Bean Enchiladas,"Buy This, Cook That"
53,One-Pot-Burrito-Bowls-977877,4,One Pot Burrito Bowls,I Heart Nap Time
54,Stacked-Veggie-_-Smoky-Black-Bean-Enchilada-624541,3,Stacked Veggie & Smoky Black Bean Enchilada,Life Currents
55,Perfect-Fish-Tacos-1640045,3,Perfect Fish Tacos,Bon Appétit
56,Slow-Cooker-Buffalo-Ranch-Chicken-Tacos-1579243,4,Slow Cooker Buffalo Ranch Chicken Tacos,Center Cut Cook
57,Easy-Mango-Shrimp-Tacos-1216957,4,Easy Mango Shrimp Tacos,Gimme Some Oven
58,Rush-Hour-Chicken-Fajitas-1559712,3,Rush Hour Chicken Fajitas,The Pampered Chef
59,Mexican-Doritos-Casserole-1105814,4,Mexican Doritos Casserole,Aunt Bee's Recipes
60,Easy-Chicken-Posole-1622872,4,Easy Chicken Posole,AllRecipes
61,Crock-Pot-Enchiladas-1064269,4,Crock Pot Enchiladas,Num's the Word
62,Mexican-Meatloaf-Meatballs-1615519,4,Mexican Meatloaf Meatballs,The Harvest Kitchen
63,Slow-Cooker-Enchilada-Quinoa-1517773,4,Slow Cooker Enchilada Quinoa,Two Peas & Their Pod
64,Slow-Cooker-Green-Chile-Pork-Posole-1203760,4,Slow Cooker Green Chile Pork Posole,Bobbi's Kozy Kitchen
65,Mexican-Quesadilla-Casserole-1608227,4,Mexican Quesadilla Casserole,AllRecipes
66,Mexican-Lasagna-1079074,3,Mexican Lasagna,Meal Makeover Moms
67,Veggie-Black-Bean-Enchiladas-1584179,4,Veggie Black Bean Enchiladas,Cookie and Kate
68,Creamy-Mexican-Chicken-1530595,4,Creamy Mexican Chicken,Schneider Peeps
69,Slow-Cooker-Pork-Carnitas-761597,4,Slow Cooker Pork Carnitas,The Slow Roasted Italian
70,Latin-SweetFire-Chipotle-Chicken-941211,4,Latin SweetFire Chipotle Chicken,Carlsbad Cravings
71,Chorizo-And-Shrimp-Rice-512439,5,Chorizo And Shrimp Rice,Food Republic
72,Mexican-Mac-and-Cheese-625052,3,Mexican Mac and Cheese,Recipe.com
73,Tequila-and-Jalapeno-Marinated-Chicken-Fajita-1626161,4,Tequila and Jalapeno Marinated Chicken Fajita,momnoms
74,Taco-Kumpir-1425171,4,Taco Kumpir,Unicorns In The Kitchen
75,One-Pan-Mexican-Pasta-Skillet-1598741,3,One Pan Mexican Pasta Skillet,Meatloaf and Melodrama
76,Skillet-Spanish-Chicken-_-Rice-490260,3,Skillet Spanish Chicken & Rice,Clean Eating
77,Best-Chicken-Enchiladas-1314589,4,Best Chicken Enchiladas,Recipes For Our Daily Bread
78,Imperial-arroz-con-pollo-297710,4,Imperial Arroz Con Pollo,Unilever North America
79,Chicken-Enchilada-1167819,4,Chicken Enchilada,KinFolk Recipes
80,Mole-Verde-Zacatecano-_Zacatecas-Style-Green-Mole-With-Chicken_-627928,3,Mole Verde Zacatecano (Zacatecas-Style Green Mole With Chicken),Saveur
81,Southwest-Chicken-Bake-1079049,4,Southwest Chicken Bake,Laughing Spatula
82,Impossibly-Easy-Taco-Pie-932255,3,Impossibly Easy Taco Pie,Betty Crocker
83,Beef-Enchiladas-1069467,4,Beef Enchiladas,Tried and Tasty
84,Black-Bean-_-Sweet-Potato-Enchiladas-_Grain-free_-Vegan_-578374,4,"Black Bean & Sweet Potato Enchiladas (Grain-free, Vegan)",Detoxinista
85,Chicken-Burrito-Bowl-1214868,4,Chicken Burrito Bowl,"Ingredients, Inc"
86,Enchilada-Bake-with-Pulled-Pork-and-Spelt-1513383,4,Enchilada Bake with Pulled Pork and Spelt,The Lemon Bowl
87,Slow-Cooker-Pulled-Pork-Enchiladas-1375369,4,Slow Cooker Pulled Pork Enchiladas,Rants From My Crazy Kitchen
88,Quick-Shrimp-Tacos-1105446,4,Quick Shrimp Tacos,Serena Bakes Simply from Scratch
89,Grilled-Shrimp-Tacos-1102925,4,Grilled Shrimp Tacos,Better in Bulk
90,Avocado-Chicken-Enchiladas-1175077,4,Avocado Chicken Enchiladas,Family Fresh Meals
91,Cheesy-Enchilada-Rice-Skillet-1023354,4,Cheesy Enchilada Rice Skillet,Budget Savvy Diva
92,Vegan-Roasted-Pepper-Tacos-1534510,4,Vegan Roasted Pepper Tacos,Three Olives Branch
93,Mexican-Beef-Casserole-1164700,4,Mexican Beef Casserole,Recipe Dose
94,Braised-Birria-1603432,3,Braised Birria,Bon Appétit
95,Oh-So-Easy-Enchiladas-1300800,4,Oh So Easy Enchiladas,Six Dollar Family
96,Tequila-Marinated-Tri-Tip-w_-Avocado-Cream-Sauce-Savour-the-Senses-58259,4,Tequila Marinated Tri-Tip w/ Avocado Cream Sauce,Savour the Senses
97,Black-Bean-Avocado-Tacos-1598274,4,Black Bean Avocado Tacos,Fueling A Fit Fam
98,Chicken-Fajitas-1624710,3,Chicken Fajitas,New York Times Cooking
99,Texas-Crock-Pot-Chili-1010032,4,Texas Crock Pot Chili,101 Cooking for Two
100,Twice-Baked-Mexican-Sweet-Potatoes-1464448,4,Twice Baked Mexican Sweet Potatoes,Simply Sissom
101,Cheesy-Chicken-Chimichangas-1328679,4,Cheesy Chicken Chimichangas,Foodtastic Mom
102,Mexican-Stuffed-Bell-Peppers-1284859,4,Mexican Stuffed Bell Peppers,The Complete Savorist
103,Mexican-Chicken-and-Rice-1637661,4,Mexican Chicken and Rice,Elana's Pantry
104,Mexican-Meatloaf-1422238,4,Mexican Meatloaf,Simply Stacie
105,Beef-Enchilada-Casserole-793056,3,Beef Enchilada Casserole,Southern Food About.com
106,Baja-Fish-Tacos-1592765,4,Baja Fish Tacos,Culinary Ginger
107,Salmon-Tacos-with-Mango-Avocado-Salsa-1617475,4,Salmon Tacos with Mango-Avocado Salsa,Taste
108,Braised-Pork-Carnitas-1275114,4,Braised Pork Carnitas,A Life From Scratch
109,Slow-Cooker-Shredded-Beef-Enchiladas-1558022,4,Slow Cooker Shredded Beef Enchiladas,Tastes Better from Scratch
110,The-Best-Paleo-Beef-Enchiladas-1109640,4,The Best Paleo Beef Enchiladas,Paleo Grubs
111,Margarita-Chicken-Fajitas-1601025,4,Margarita Chicken Fajitas,So Tipical
112,Grilled-Pork-Burritos-with-Salsa-Verde-1585329,3,Grilled Pork Burritos with Salsa Verde,Pork - Be Inspired
113,Easy-Beef-Empanadas-763264,3,Easy Beef Empanadas,Williams-Sonoma
114,Carnitas-with-Grilled-Salsa-Verde-and-Tortillas-1624605,3,Carnitas with Grilled Salsa Verde and Tortillas,Bon Appétit
115,Easy-Fish-Tacos-1550749,4,Easy Fish Tacos,Together As Family
116,Lime-Marinated-Chicken-and-Tomatillo-Corn-Salsa-1627545,3,Lime-Marinated Chicken and Tomatillo-Corn Salsa,Better Homes and Gardens
117,Spicy-Carne-Asada-Marinade-With-Beer-1186864,4,Spicy Carne Asada Marinade With Beer,Dad with a Pan
118,Beef-Brisket-Tacos-771843,3,Beef Brisket Tacos,The View from Great Island
119,Rachelle-1618902,4,Rachelle,Beer Girl Cooks
120,Honey-Lime-Chicken-Enchiladas-975725,4,Honey Lime Chicken Enchiladas,The Girl Who Ate Everything
121,Slow-Cooker-Mexican-Shredded-Beef-1311516,4,Slow Cooker Mexican Shredded Beef,Skinny Ms
122,Grilled-Salmon-Tacos-1632124,3,Grilled Salmon Tacos,Diabetic Living
123,Barbacoa-Beef-749723,4,Barbacoa Beef,Gimme Some Oven
124,Margarita-Chicken-571876,4,Margarita Chicken,Framed Cooks
125,Spicy-Sofritas-Veggie-Bowls-933002,4,Spicy Sofritas Veggie Bowls,Pinch of Yum
126,Pork-For-Tamales-Allrecipes,4,Pork for Tamales,AllRecipes
127,Best-Mexican-Style-Shredded-Beef-_Slow-Cooker_-992070,4,Best Mexican Style Shredded Beef (Slow Cooker),Dishin With Didi
128,Green-Chile-Chicken-Enchilada-Casserole-1318386,4,Green Chile Chicken Enchilada Casserole,Food'n Drink Recipes
129,Spicy-Fish-Taco-Bowls-566078,4,Spicy Fish Taco Bowls,Jo Cooks
130,Smothered-Chicken-Queso-Casserole-1581986,3,Smothered Chicken Queso Casserole,Betty Crocker
131,Carnitas-Tacos-574414,4,Carnitas Tacos,The Amateur Gourmet
132,Fajita-Chicken-with-Guacamole-1625469,4,Fajita Chicken with Guacamole,Adulting Daily
133,Taco-Stuffed-Avocados-aka-Avo-Tacos-1614565,4,Taco Stuffed Avocados aka “Avo-Tacos”,Clean Food Crush
134,Slow-Cooker-Shredded-Beef-Tacos-1105425,4,Slow Cooker Shredded Beef Tacos,Belle of the Kitchen
135,Turkey-and-Sour-Cream-Enchiladas-AllRecipes-37575,4,Turkey and Sour Cream Enchiladas,AllRecipes
136,Lamb-Barbacoa-_-Low-and-Slow-Smoked-Leg-of-Lamb-1619570,4,Lamb Barbacoa | Low and Slow Smoked Leg of Lamb,Girl Carnivore
137,Black-Bean-and-Goat-Cheese-Enchilada-Skillet-1590719,4,Black Bean and Goat Cheese Enchilada Skillet,Inquiring Chef
138,White-Chicken-Enchilada-Casserole-901917,4,White Chicken Enchilada Casserole,Gimme Some Oven
139,Chicken-Enchiladas-Verde-1105766,3,Chicken Enchiladas Verde,webmd.com
140,Easy-Chicken-Taquitos-AllRecipes-39256,5,Easy Chicken Taquitos,AllRecipes
141,Slow-cooked-sweet-barbacoa-pork-351917,5,Slow Cooked Sweet Barbacoa Pork,Skinnytaste
142,Flatbread-Ham-and-Cheese-Brazilian-Enchiladas-1633216,4,Flatbread Ham and Cheese Brazilian Enchiladas,From Brazil to You
143,Southwestern-Quinoa-and-Black-Bean-Casserole-499324,4,Southwestern Quinoa and Black Bean Casserole,Pinch of Yum
144,Vegetable-taco-pie-297980,4,Vegetable Taco Pie,Unilever North America
145,Slow-Cooker-Machaca-Allrecipes,4,Slow Cooker Machaca,AllRecipes
146,Slow-Cooker-Beef-Brisket-Carnitas-1617042,4,Slow Cooker Beef Brisket Carnitas,80 Twenty Nutrition
147,Skinny-Chicken-Enchilada-Stuffed-Chilies-1105921,4,Skinny Chicken Enchilada Stuffed Chilies,Mariah's Pleasing Plates
148,Slow-Cooker-Chicken-Tacos-792319,4,Slow Cooker Chicken Tacos,Faithful Provisions
149,Chicken-Chilaquiles-597286,4,Chicken Chilaquiles,Taste and Tell
150,30-Minute-Light-Chicken-Enchiladas-1443588,4,30 Minute Light Chicken Enchiladas,The Creative Bite
151,Pork-tamales-349473,5,Pork Tamales,Every Day with Rachael Ray
152,Chicken-Enchiladas-1492844,4,Chicken Enchiladas,Art and the Kitchen
153,The-Best-Vegetarian-Bean-Chili-Serious-Eats-200333,5,The Best Vegetarian Bean Chili,Serious Eats
154,Easy-Beef-Enchiladas-1158232,4,Easy Beef Enchiladas,The Gluten-Free Homemaker
155,Lesley_s-Green-Chili-Martha-Stewart-238787,4,Lesley's Green Chili,Martha Stewart
156,Taco-Lasagna-1478840,4,Taco Lasagna,Buns in my Oven
157,Creamy-Shrimp-Enchiladas-1557567,4,Creamy Shrimp Enchiladas,Family Fresh Meals
158,Chili-Cilantro-Lime-Crock-Pot-Chicken-686115,4,Chili Cilantro Lime Crock Pot Chicken,Paleo Pot
159,Spicy-Shredded-Beef-Tacos-1617134,4,Spicy Shredded Beef Tacos,The Girl in the Little Red Kitchen
160,One-Pan-Mexican-Quinoa-1470519,4,One Pan Mexican Quinoa,Damn Delicious
161,Chicken-enchilada-stuffed-zucchini-boats-352602,5,Chicken Enchilada Stuffed Zucchini Boats,Skinnytaste
162,Warm-_-Cozy-Chicken-Enchilada-Bake-1373799,4,Warm & Cozy Chicken Enchilada Bake,Fit and Fab Living
163,Cheesy-Chicken-Enchiladas-1351699,4,Cheesy Chicken Enchiladas,Simply Home Cooked
164,Cheesy-Roasted-Poblano-Peppers-with-Homemade-Refried-Beans-and-Enchilada-Sauce-1069777,4,Cheesy Roasted Poblano Peppers with Homemade Refried Beans and Enchilada Sauce,For the Love of Cooking
165,Chicken-Fajita-Roll-Up-1636702,4,Chicken Fajita Roll Up,Food Done Light
166,Pork-Tostadas-1095064,3,Pork Tostadas,Recipe.com
167,Ground-Beef-Freezer-Meal-Taco-Casserole-974969,4,Ground Beef Freezer Meal – Taco Casserole,One Hundred Dollars A Month
168,Salsa-Mac-and-Beef-AllRecipes,5,Salsa Mac and Beef,AllRecipes
169,Slow-Cooker-Red-Chicken-Enchiladas-1603390,4,Slow Cooker Red Chicken Enchiladas,Sustaining the Powers
170,Low-Carb-Green-Chile-Chicken-Enchilada-Casserole-749608,4,Low-Carb Green Chile Chicken Enchilada Casserole,Kalyn's Kitchen
171,Enchilada-Casserole-Easy-_-Quick_-1622170,4,Enchilada Casserole – Easy & Quick!,A Southern Mom
