,id,Barbecue,Cuban,Fall,Game Day,Kid-Friendly,Main Dishes,Mexican,Southwestern,Summer
238,Easy-Slow-Cooker-Chicken-Fajitas-1700982,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
239,Cheesy-Grilled-Mexican-Chicken-1203080,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
240,Mexican-Bowtie-Pasta-Bake-497878,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
241,Slow-Cooker-Ranch-Chicken-Tacos-976889,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
242,Crock-pot-beef-tacos-in-soft-tortilla-bread-334849,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
243,Chicken-Enchilada-Casserole-499402,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
244,CREAMY-CROCKPOT-MEXICAN-CHICKEN-1068298,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
245,Chipotle-Shrimp-Tacos-1038092,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
246,Mexican-Lasagna-1662927,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
247,Chile-Colorado-Burritos-608961,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
248,Four-Cheese-Chicken-Enchiladas-622289,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
249,Southwest-Chicken-Skillet-1039268,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
250,Mexican-Tator-Tot-Casserole-Tots-never-go-out-of-style-on-the-dinner-table_-1226572,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
251,Mexican-Zucchini-Burrito-Boats-1617775,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
252,Chipotle-lime-chicken-skewers-303274,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
253,Tequila-Lime-Chicken-Enchiladas-1612955,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
254,Mexican-Burrito-Bowl-with-Cashew-Chipotle-Cream-Sauce-1707223,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
255,Crockpot-Tacos-al-Pastor-1617400,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
256,Best-Chicken-Enchiladas-Ever_-901894,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
257,Baked-Crispy-Chicken-Taquitos-1117283,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
258,Pork-Burritos-1694386,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
259,MARIO-BATALI-Skirt-Steak-with-Chipotle-Mexican-Corn-1701606,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
260,Mexican-Steak-_-Salsa-Rice-940218,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
261,Pork-Tenderloin-Carnitas-1680488,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
262,Mexican-Beef-_-Rice-Casserole-1587698,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
263,Cheesy-Chili-Mac-550653,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
264,Avocado-And-Chipotle-Shrimp-Tostadas-With-Spicy-Cilantro-Lime-Crema-1710432,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
265,Rotel-Chicken-Mexican-Casserole-1310196,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
266,Slow-Cooker-Chipotle-Beef-Tinga-Tacos-1695949,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
267,Four-cheese-enchilada-bake-296551,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
268,The-Easiest-Slow-Cooker-Taco-Meat-Ever_-1093420,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
269,Mango-Margarita-Chicken-1074637,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
270,One-Pan-Lazy-Chicken-Enchiladas-1241218,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
271,Simple-Chicken-Enchiladas-1617893,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
272,Queso-taco-pasta-bake-334946,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
273,Chicken-Enchilada-Recipe-with-Homemade-Enchilada-Sauce-1633220,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
274,Stuffed-Poblano-Peppers-950525,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
275,Taco-Cupcakes-568704,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
276,Chicken-Enchiladas-631083,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
277,Easy-Cheese-Enchiladas-1290637,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
278,Mexican-Tinga-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
279,Grilled-Taco-and-Lime-Chicken-for-Tacos-575843,1.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
280,Smokey-Grilled-Chicken-Quesadillas-with-Chipotle-Lime-Sour-Cream-1690790,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
281,Chickpea-Tacos-1145721,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
282,Chipotle-Beef-Tacos-1025920,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
283,Cheesy-Chicken-Enchiladas-1575081,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
284,One-Pan-Mexican-Quinoa-1509854,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
285,One-Pan-Mexican-Pasta-1704262,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
286,Enchilada-Style-Mexican-Stuffed-Shells-1213628,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
287,Skinny-Enchiladas-976453,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
288,Shrimp-Tacos-with-Lime-Crema-MyRecipes-237534,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
289,CHICKEN-ENCHILADAS-VERDES-1004149,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
290,2-Ingredient-Slow-Cooker-Salsa-Chicken-901870,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
291,Cheesy-Skillet-Bean-_-Veggie-Taco-Meal-982986,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
292,Fish-Tacos-1094974,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
293,Mexican-Chicken-_-Rice-1606614,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
294,Verde-Chicken-Enchiladas-1099921,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
295,One-Skillet-Mexican-Quinoa-1683858,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
296,Chicken-stuffed-with-green-chiles-and-cheese-309839,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
297,Slow-Cooker-Cilantro-Lime-Chicken-1099606,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
298,Clean-Eating-Slow-Cooker-Southwestern-2-Bean-Chicken-762985,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
299,WEIGHT-WATCHERS-MEXICAN-CASSEROLE-1640573,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
300,Chipotle-lime-grilled-shrimp-370506,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
301,Tinga-de-pollo-298971,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
302,Cuban-picadillo-352157,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
303,Cheesy-Enchilada-Rice-Skillet-Casserole-940253,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
304,Spinach_-Tofu_-and-Pine-Nut-Enchiladas-1666618,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
305,Taco-spiced-grilled-chicken-351095,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
306,Carne-asada-303009,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
307,Mango-Shrimp-Tostadas-1619708,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
308,Southwestern-Fiesta-Chicken-1077826,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
309,Beef-and-Bean-Taco-Casserole-1556785,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
310,Enchiladas-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
311,Salsa-Verde-Chicken-Enchiladas-1053513,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
312,Smoky-Chipotle-Beef-Barbacoa-1626923,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
313,Taco-Spaghetti-Skillet-1174136,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
314,Cheesy-chicken-and-rice-bake-333724,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
315,Baked-Enchilada-Style-Bean-Burritos-Supreme-1642220,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
316,Beef-Enchiladas-II-1609172,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
317,Slow-Cooker-Chicken-Chili-1635424,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
318,Baja-chicken-300055,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
319,Fish-Tacos-with-Avocado-Cream-1610886,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
320,Pork-Carnitas-1536157,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
321,Tex-Mex-Spaghetti-Squash-Boats-899284,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
322,Southwest-Chicken-Skillet-962543,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
323,Baked-Beef-Enchiladas-1616099,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
324,Chanterelle-tacos-334325,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
325,Crockpot-chicken-santa-fe-350990,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
326,Chipotle-Chicken-_-Mango-Tostadas-1537290,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
327,Shrimp-Tacos-with-Cilantro-Lime-Sour-Cream-1680589,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
328,Slow-Cooker-Margarita-Chicken-Tacos-1702131,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
329,Clean-and-Green-Enchiladas-1691072,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
330,No-Bake-Vegetarian-Enchiladas-1683446,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
331,Mexican-Steak-_-Salsa-Rice-1220812,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
332,Cilantro-Grilled-Chicken-Breasts-1172082,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
333,Mexican-Lasagna-1223390,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
334,Slow-cooker-mexican-pulled-pork-309170,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
335,Sour-Cream-Enchiladas-1046581,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
336,Chile-Colorado-Burrito-1058188,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
337,Mexican-Chicken-in-Crockpot-1029209,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
338,Cheese-and-Onion-Enchiladas-1052221,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
339,Barbacoa-Street-Tacos-1613693,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
340,10-Minute-Low-Carb-Chili-482992,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
341,Layered-mexican-chicken-rice-bake-334757,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
342,Taco-Beef-Noodle-Casserole-1619303,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
343,Mexican-Beefy-Nacho-Casserole-1679465,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
344,Tequila-Lime-Chicken-1628493,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
345,Mexican-Meatloaf-983138,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
346,Taco-Gorp-Budget-Friendly-_-Easy-578132,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
347,Beefy-Broccoli-_-Cheddar-Burritos-1536194,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
348,Mexican-Pizza-Skillet-1017693,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
349,Better-than-Ever-Beef-Enchiladas-1560572,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
350,Tortilla-crusted-chicken-breasts-298675,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
351,How-to-Make-the-Best-Fish-Tacos-I_ve-Made-1705337,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
352,Cheesy-Spinach-Enchiladas-1078443,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
353,Chicken-Street-Tacos-487406,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
354,Spinach-Black-Bean-Enchiladas-1688774,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
355,Ropa-Vieja-635181,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
356,Carne-Adobada-_Red-Chile-and-Pork-Stew_-441017,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
357,Grilled-Shrimp-Tacos-My-Recipes,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
358,Beef-fajitas-336296,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
359,Sour-Cream-Enchiladas-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41194,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
360,Chicken-Chimichangas-with-Ranchero-Sauce-1617677,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
361,Chicken-Enchilada-Pie-_Bags-To-Dishes_-633442,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
362,Tacos-de-Barbacoa-de-Lengua-de-Res-_Beef-Tongue-Tacos_-1603008,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
363,King-ranch-casserole-335928,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
364,Juicy-Turkey-Tacos-1448602,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
365,Enchiladas_-Yeah_-You-Can-Grill-That_-1207691,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
366,Chicken-_-Green-Chili-Enchiladas-1632276,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
367,Spicy-Shredded-Chipotle-Chicken-758476,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
368,Quesadilla-casserole-350304,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
369,Las-Palmas-Chicken-Enchiladas-1248448,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
370,Southwest-Cheesy-Chicken-Casserole-Dish-1055119,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
371,Mexican-Hamburger-And-Rice-1591834,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
372,Carne-Guisada-con-Papas-_Mexican-Braised-Beef-with-Potatoes_-1336825,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
373,Slow-Cooker-Tacos-Carnitas-1628204,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
374,Chorizo-Mac-and-Cheese-1015380,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
375,Skirt-Steak-And-Poblano-Peppers-Tacos-1685476,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
376,Spicy-Fish-Taco-Bowls-499321,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
377,Cilantro-lime-tilapia-tacos-352140,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
378,Sheet-Pan-Chicken-Fajitas-1582560,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
379,Easy-Chicken-Fajitas-1094933,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
380,Carne-Con-Papas-Allrecipes,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
381,Creamy-Roast-Beef-Enchiladas-1619813,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
382,Chicken-Fajitas-on-the-Grill-Recipe_-1679589,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
383,Crock-Pot-Tex-Mex-Chicken-Lettuce-Wraps-487547,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
384,Chipotle-Lime-Grilled-Chicken-1118744,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
385,Chicken-Enchilada-Casserole-1084398,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
386,Clean-Eating-Black-Bean-Mexican-Chicken-762992,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
387,Firecracker-Shrimp-Tacos-with-Avocado-Corn-Salsa-629992,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
388,Serrano-lime-marinated-shrimp-297267,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
389,Mexican-lasagna-303683,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
390,30-Mins-Mexican-Tilapia-Fish-Dinner-1626611,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
391,Chicken-Chimichangas-1112836,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
392,Beef-taco-skillet-348744,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
393,Avocado-Enchiladas-1514293,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
394,Chorizo-_-Spaghetti-Squash-Casserole-_Low-Carb-_-Gluten-Free_-1035335,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
395,Chicken-Street-Tacos-1533830,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
396,Healthy-Mexican-Casserole-970880,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
397,Tequila-Lime-Chicken-Fajitas-771803,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
398,Quick-Chicken-Tortilla-Bake-622838,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
399,Mexican-Chicken-Spaghetti-1099966,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
400,Creamy-Chicken-and-Kale-Enchiladas-with-Salsa-Verde-1326122,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
401,Tacos-al-Pastor-1602845,1.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0
402,Blackened-Fish-Tacos-with-Cilantro-Slaw-1566343,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
403,Slow-cooked-chicken-enchilada-chili-over-rice-334624,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
404,Easy-Crock-Pot-Chicken-Taco-Bowls-1247005,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
405,Cochinita-Pibil-Simply-Recipes-42564,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
406,Chicken-ropa-vieja-351983,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
407,Cheese-Enchiladas-With-Chili-Gravy-1684649,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
408,20-Minute-Ground-Beef-Tacos-1619821,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
409,Black-Bean-and-Sweet-Potato-Enchiladas-681515,0.0,0.0,1.0,0.0,0.0,1,1,0.0,0.0
410,Slow-Cooker-Mexican-Chicken-1633367,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
411,Pulled-Pork-Enchilada-Skillet-1566373,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
412,Mexican-Polenta-Pie-499581,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
413,No-fuss-Black-Beans_-Chicken-And-Rice-979164,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
414,Mexican-Pork-_-Rice-Bowl-1637607,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
415,Real-Homemade-Tamales-1608631,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
416,Easy-Fajita-Chicken-Bake-1057408,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
417,Beef-Enchiladas-1173659,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
418,Tortilla-Chicken-Pie-1641725,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
419,Green-chile-chicken-310270,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
420,Green-Chile-Chicken-Enchiladas-1066077,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
421,Taco-Lettuce-Wraps-996039,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
422,Fritada-De-Gallina-1637180,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
423,Cheesy-Black-Beans-and-Rice-1105641,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
424,Turkey-Enchiladas-AllRecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
425,Slow-Cooker-Enchiladas-676876,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
426,Sweet-and-smoky-Mexican-chicken-1165293,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
427,Chicken-Egg-Roll-Bowls-_-Grits-and-Pinecones-1612951,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
428,Salmon-Tacos-with-Jalapeno-Cream-1639888,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
429,Impossibly-Easy-Chicken-Taco-Pie-967152,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
430,One-Pot-Tex-Mex-Orzo-964188,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
431,Super-Easy-Chicken-Fajitas-1637475,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
432,Slow-Cooker-Chicken-Enchiladas-1704615,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
433,One-Pan-Cilantro-Lime-Chicken-and-Rice-with-Black-Beans-1071984,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
434,Bean-and-Beef-Enchilada-Casserole-1598633,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
435,Poblano-Chicken-963985,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
436,Baja-fish-tacos-351821,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
437,Cheesy-Mexican-Rigatoni-Bake-1630369,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
438,Quick-Black-Beans-And-Rice-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
439,Slow-Cooker-Quinoa-Chicken-Chili-975004,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
440,20-Minute-Chicken-Fajita-Quinoa-Dinner-Skillet-1210544,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
441,Crock-Pot-Santa-Fe-Chicken-1197767,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
442,Mexican-Chicken-1641428,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
443,Slow-Cooker-Coffee-Barbacoa-Beef-984735,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
444,Mexican-Mac-_-Cheese-1599815,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
445,2-Ingredient-Crock-Pot-Pork-Verde-1052972,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
446,Authentic-Chiles-Rellenos-1548789,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
447,Crock-pot-santa-fe-chicken-352188,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
448,Beef-and-Corn-Tacos-With-Garlicky-Roasted-Peppers-1689069,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
449,Queso-Con-Carne-Casserole-or-Nacho-Pasta-1681091,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
450,Cuban-flank-steak-309919,1.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
451,Steak-fajitas-300180,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
452,One-Pan-Skinny-Tex-Mex-Chicken-and-Zucchini-960849,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
453,Chicken-Enchiladas-1629171,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
454,Mexican-Chicken-Casserole-1639770,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
455,Slow-Cooker-Mexican-Pulled-Pork-Tacos-1529418,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
456,Mexican-Pinto-Beans-From-Scratch-_1-Pot_-1619114,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
457,Mexican-Steak-_-Avocado-Salsa-1056152,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
458,Mexican-Lasagna-1621253,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
459,Shrimp-_-Roasted-Poblano-Burrito-1687591,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
460,Tacos-Al-Pastor-1105333,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
461,Spicy-Vegetarian-Chili-Simply-Recipes-42632,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
462,Easy-Mexican-Casserole_S-or-E_-1305317,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
463,Crock-pot-chicken-taco-chili-352220,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
464,West-texas-asado-_adapted-from-mark-flowers_-306889,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
465,Pork-Mango-Picadillo-Simply-Recipes-42820,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
466,Low-Carb-Chili-982989,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
467,Mexican-Rice-Casserole-1187450,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
468,Clean-Eating-Mexican-Stuffed-Bell-Peppers-762991,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
469,Chicken-Enchilada-Skillet-1238055,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
470,Slow-cooker-barbacoa-beef-308318,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
471,Burrito-Bowls-749718,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
472,5-Minute-Vegetarian-Burrito-Bowl-1101618,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
473,Taco-Lettuce-Wraps-997454,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
474,Mexican-Casserole---Low-Carb-1596683,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
475,Burrito-Bowls-with-Shredded-Pork-and-Black-Beans---1694357,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
476,Mexican-Adobo-Rubbed-Grilled-Pork-Tenderloin-1621450,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
477,5-Ingredient-Beef-Enchilada-Casserole-1016865,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
478,Mexican-Stuffed-Shells-931691,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
479,Taco-Bake-1045020,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
