,id,rating,recipeName,sourceDisplayName
0,Slow-Cooker-3-Ingredient-Mexican-Chicken-986283,4,Slow Cooker 3 Ingredient Mexican Chicken,Tone & Tighten
1,Grilled-Chicken-Tostadas-1166771,3,Grilled Chicken Tostadas,McCormick
2,Black-Bean-and-Corn-Enchiladas-1680131,3,Black Bean and Corn Enchiladas,Betty Crocker
3,Taco-Bake-Ii-Allrecipes,4,Taco Bake II,AllRecipes
4,Fiesta-Chicken-Bake--Trim-Healthy-Mama-Compliant-1212506,4,Fiesta Chicken Bake- Trim Healthy Mama Compliant,Once a Month Meals
5,Fajita-Chicken-Kebabs-1113682,4,Fajita Chicken Kebabs,Well Plated
6,Mexican-chicken-and-rice-345543,5,Mexican Chicken and Rice,Elana's Pantry
7,Cream-Cheese-Chicken-Enchiladas-1101262,4,Cream Cheese Chicken Enchiladas,Makin' it Mo' Betta
8,Creamy-Cheesy-Chicken-Enchiladas-1232434,4,Creamy Cheesy Chicken Enchiladas,Chef In Training
9,Mexican-Slow-Cooker-Pulled-Chicken-1185568,4,Mexican Slow Cooker Pulled Chicken,The Lazy Mom's Cooking Blog
10,Slow-Cooker-Enchilada-Orzo-901162,4,Slow Cooker Enchilada Orzo,Damn Delicious
11,Skillet-Nachos-with-Spicy-Salsa-Verde-Chicken-600305,3,Skillet Nachos with Spicy Salsa Verde Chicken,Picky Palate
12,Healthy-chicken-chili-with-barley-314443,5,Healthy Chicken Chili with Barley,Big Girls Small Kitchen
13,Carnitas-1252805,4,Carnitas,Food Is Luv
14,Saddle-Up-Chicken-Enchiladas-471305,5,Saddle Up Chicken Enchiladas,Southern Plate
15,Cinco-De-Mayo--Sweet-Pork-1003722,4,Cinco De Mayo- Sweet Pork,"Oh, Sweet Basil"
16,Chipotle-Sofritas-Tacos-1637041,4,Chipotle Sofritas Tacos,Gimme Some Oven
17,Slow-cooker-cherry-Coke-beef-carnitas-969859,3,Slow cooker cherry Coke beef carnitas,She Knows
18,VELVEETA-Beef-Enchilada-Bake-1080709,5,VELVEETA® Beef Enchilada Bake,Velveeta Brand
19,Mexican-Style-Picadillo-1663402,4,¨Mexican Style¨ Picadillo,Chile and Salt
20,Chicken-Carnitas-AKA-Carnitas-de-Pollo-762557,4,Chicken Carnitas AKA Carnitas de Pollo,101 Cooking for Two
21,Garlic-Ancho-Mushroom-Tacos-with-Corn-and-Avocado-Salsa-1702457,4,Garlic-Ancho Mushroom Tacos with Corn and Avocado Salsa,Arizona Renaissance Woman
22,Carnitas-Rice-Bowls-1624172,4,Carnitas Rice Bowls,Go Eat and Repeat
23,Chicken-Tacos-1123743,3,Chicken Tacos,Beachbody
24,Chicken-enchilada-stuffed-zucchini-351516,5,Chicken Enchilada Stuffed Zucchini,Closet Cooking
25,Chicken-Enchilada-Casserole-1302333,4,Chicken Enchilada Casserole,12Tomatoes
26,Skillet-Chicken-Fajitas-1080123,4,Skillet Chicken Fajitas,Recipe Runner
27,Ropa-vieja-300079,4,Ropa Vieja,Mizkan Brand
28,Mexican-lasagna-303744,4,Mexican Lasagna,Mizkan Brand
29,Chicken-Enchiladas-1333417,4,Chicken Enchiladas,The Pioneer Woman
30,Creamy-Shrimp-Enchiladas-1625947,4,Creamy Shrimp Enchiladas,The Girl Who Ate Everything
31,Mexican-Pizza-1095507,3,Mexican Pizza,Recipe.com
32,Restaurant-Style-Mexican-Shredded-Chicken-1008937,4,Restaurant Style Mexican Shredded Chicken,The Ramblings of an Aspiring Small Town Girl
33,White-Chicken-Enchilada-Skillet-1680268,4,White Chicken Enchilada Skillet,Food Fanatic
34,Shrimp-Fajitas-1589940,4,Shrimp Fajitas,Skinnytaste
35,Easy-Skillet-Chicken-Chilaquiles-1618397,4,Easy Skillet Chicken Chilaquiles,The Pioneer Woman
36,Mexican-Chicken-Tater-Tot-Casserole-1114007,4,Mexican Chicken Tater Tot Casserole,Inside BruCrew Life
37,Skinny-Taco-Cups-1212257,4,Skinny Taco Cups,Butter Cream Blondie
38,Hearty-Lean-Chili-461500,4,Hearty Lean Chili,Daisy Brand Sour Cream
39,Tequila-Lime-Mahimahi-Tacos-1706136,3,Tequila-Lime Mahimahi Tacos,Epicurious
40,Street-Tacos-1343981,4,Street Tacos,Fueling A Fit Fam
41,Ancho-Chile-Chicken-with-Black-Beans-1688306,3,Ancho Chile Chicken with Black Beans,Clean Eating
42,Weeknight-Chicken-Enchiladas-1060161,4,Weeknight Chicken Enchiladas,The Lovebugs Blog - Sam
43,Grilled-Fish-a-la-Talla-with-Red-Chile-Adobo-1693262,3,Grilled Fish a la Talla with Red Chile Adobo,Frontera
44,Crockpot-Mexican-shredded-chicken-916369,4,Crockpot Mexican shredded chicken,Culinary Ginger
45,Homesick-texan-carnitas-305384,5,Homesick Texan Carnitas,Smitten Kitchen
46,Fish-Tacos-623956,3,Fish Tacos,Add a Pinch
47,Carne-asada-357631,5,Carne Asada,Closet Cooking
48,Margarita-Shrimp-Tostatas-1099254,4,Margarita Shrimp Tostatas,NeighborFood
49,Vegetarian-Tacos-with-Spicy-Crema-999693,4,Vegetarian Tacos with Spicy Crema,"Oh, Sweet Basil"
50,Chili-mac-casserole-298157,4,Chili Mac Casserole,Unilever North America
51,Mexican-Chicken-Skillet-Dinner-1222019,3,Mexican Chicken Skillet Dinner,Pillsbury.com
52,Spiced-Black-Bean_-Grilled-Avocado_-and-Goat-Cheese-Tacos-Naturally-Ella-290505,5,"Spiced Black Bean, Grilled Avocado, and Goat Cheese Tacos",Naturally Ella
53,Mexican-Hash-Brown-Casserole_-1619393,4,Mexican Hash Brown Casserole!,Sprinkle Some Fun
54,Guacamole-chicken-enchiladas-351327,4,Guacamole Chicken Enchiladas,Real Mom Kitchen
55,Creamy-Chicken-Enchiladas-638825,3,Creamy Chicken Enchiladas,Kevin and Amanda
56,Mexican-Lasagna-Recipe-_Freezer-Cooking__-629532,3,Mexican Lasagna Recipe (Freezer Cooking!),Cleverly Simple
57,Skinny-Mexican-Skillet-Lasagna-1628875,4,Skinny Mexican Skillet Lasagna,The Seasoned Mom
58,Slow-Cooker-Creamy-Chicken-and-Green-Chile-Tacos-1149408,3,Slow-Cooker Creamy Chicken and Green Chile Tacos,Old El Paso
59,Mexican-Skillet-Pasta-1090575,4,Mexican Skillet Pasta,Julie's Eats & Treats
60,Avocado-Lime-Chicken-Enchiladas-1617116,4,Avocado Lime Chicken Enchiladas,Grits and Pinecones
61,10-Minute-Gluten-Free-Enchiladas-1028789,4,10-Minute Gluten-Free Enchiladas,Flippin' Delicious
62,25-Minute-Spicy-Mexican-Corn-Skillet-with-Sausage-1237106,4,25 Minute Spicy Mexican Corn Skillet with Sausage,The Slow Roasted Italian
63,Chili-Con-Carne-Simply-Recipes-42597,5,Chili Con Carne,Simply Recipes
64,Chiliquilla-Allrecipes,4,Chiliquilla,AllRecipes
65,Crispy-Bean-_-Cheese-Burritos-749038,3,Crispy Bean & Cheese Burritos,Recipe.com
66,Skinny-Mexican-Meatloaf-1102087,4,Skinny Mexican Meatloaf,Skinny Kitchen
67,5-Ingredient-Baked-Fajita-Chicken-1166338,4,5 Ingredient Baked Fajita Chicken,"Recipes, Food and Cooking"
68,Creamy-Mexican-Slow-Cooker-Chicken-Low-Carb_-Gluten-Free-683245,4,"Creamy Mexican Slow Cooker Chicken – Low Carb, Gluten Free","Peace, Love and Low Carb"
69,Mexican-Chicken-Casserole-471246,5,Mexican Chicken Casserole,Southern Plate
70,Cheesy-Chicken-Enchiladas-1596097,4,Cheesy Chicken Enchiladas,Marilyn's Treats
71,Creamy-Chicken-Enchiladas-607907,3,Creamy Chicken Enchiladas,The Country Cook
72,Mexican-Dorito-Casserole-1588314,4,Mexican Dorito Casserole,Jam Hands
73,Carnitas-1631787,4,Carnitas,Gluten-Free on a Shoestring
74,Mexican-shredded-beef-350823,4,Mexican Shredded Beef,Real Mom Kitchen
75,Slow-Cooker-Pork-Carnitas-Tacos-1611195,4,Slow Cooker Pork Carnitas Tacos,Hamilton Beach
76,Honey-Lime-Chicken-Enchiladas-1627051,4,Honey Lime Chicken Enchiladas,Flying on Jess Fuel
77,Cheesy-Enchilada-Casserole-1516805,4,Cheesy Enchilada Casserole,Jonna's Get Off Your Butt and Bake
78,Easy-Guajillo-Pork-Stew-_-Asado-de-Puerco-Sencillo-1066760,4,Easy Guajillo-Pork Stew / Asado de Puerco Sencillo,Mexico in My Kitchen
79,Cheesy-Chicken-Enchilada-Casserole-1527354,4,Cheesy Chicken Enchilada Casserole,Family Fresh Meals
80,Traditional-Pork-Tamale-1602952,4,Traditional Pork Tamale,United Moms Network
81,Lighter-Chicken-Enchiladas-Martha-Stewart,4,Lighter Chicken Enchiladas,Martha Stewart
82,5-Ingredient-Mexican-Shredded-Beef-and-Beef-Tostadas-1316495,4,5 Ingredient Mexican Shredded Beef and Beef Tostadas,Sweetphi
83,Cheesy-Enchilada-Casserole-1613099,4,Cheesy Enchilada Casserole,Life in the Lofthouse
84,Grilled-Tequila-Lime-Chicken-Once-Upon-A-Chef-200041,5,Grilled Tequila Lime Chicken,Once Upon A Chef
85,Verde-Chicken-Enchiladas-1586101,3,Verde Chicken Enchiladas,Kraft
86,Easy-cheese-enchiladas-368957,5,Easy Cheese Enchiladas,Framed Cooks
87,Enchilada-Casserole-1104391,3,Enchilada Casserole,Recipe.com
88,Chicken-Fajita-Tequila-Burger-1683006,4,Chicken Fajita Tequila Burger,No Fail Recipes
89,Chicken-Chimichangas-496308,5,Chicken Chimichangas,Jo Cooks
90,Skinny-Mexican-Casserole-968659,4,Skinny Mexican Casserole,Damn Delicious
91,Enchilada-Stuffed-Pepper-Casserole-1682347,4,Enchilada Stuffed Pepper Casserole,Cookie Rookie
92,Mexican-Skillet-Dinner-1015794,4,Mexican Skillet Dinner,French Press
93,Paleo-Chorizo-and-Potato-Tacos-1612444,4,Paleo Chorizo and Potato Tacos,Plaid and Paleo
94,Creamy-Chicken-Enchiladas-1064459,4,Creamy Chicken Enchiladas,Num's the Word
95,Green-chile-hominy-casserole-with-chorizo-306863,5,Green Chile Hominy Casserole With Chorizo,Homesick Texan
96,Mexican-Beef-_-Rice-Casserole-1535307,3,Mexican Beef & Rice Casserole,Kraft
97,Easy-Healthy-Chicken-Enchilada-Bake-1063048,4,Easy Healthy Chicken Enchilada Bake,Sugar-Free Mom
98,Slow-Cooker-Pollo-Tacos-al-Pastor-1241050,4,Slow Cooker Pollo Tacos al Pastor,The Complete Savorist
99,Mexican-Street-Corn-Flatbread-Pizza-1680512,4,Mexican Street Corn Flatbread Pizza,"Food, Folks, and Fun"
100,Mexican-Beef-and-Corn-Skillet-Peppers-975323,3,Mexican Beef and Corn Skillet Peppers,Diabetic Living
101,Easy-Enchilada-Casserole-931944,4,Easy Enchilada Casserole,Or Whatever You Do
102,Chorizo-Mac-and-Cheese-Simply-Recipes-290501,5,Chorizo Mac and Cheese,Simply Recipes
103,Salsa-Verde-Chicken-Enchiladas-1617383,4,Salsa Verde Chicken Enchiladas,Laughing Spatula
104,How-to-Make-Swiss-Green-Enchiladas-_-Como-Hacer-Enchiladas-Verdes-Suizas-1639456,4,How to Make Swiss Green Enchiladas / Cómo Hacer Enchiladas Verdes Suizas,Mexico in My Kitchen
105,Easy-Mexican-Chicken-and-Beans-1290833,3,Easy Mexican Chicken and Beans,Betty Crocker
106,Margarita-Chicken-1597996,4,Margarita Chicken,Follow the Ruels
107,Barbacoa-beef-352358,5,Barbacoa Beef,Skinnytaste
108,Shrimp-and-Mango-Tacos-1582622,3,Shrimp and Mango Tacos,New York Times Cooking
109,Black-Bean-Stuffed-Peppers-1032721,4,Black Bean Stuffed Peppers,Belle of the Kitchen
110,Mexican-Fiesta-Steak-1220811,3,Mexican Fiesta Steak,Unilever North America
111,Stuffed-Poblano-Peppers-544543,4,Stuffed Poblano Peppers,What Would John Mack Eat
112,Zesty-Mexican-Chicken-Stew-with-Sweet-Hominy-1591200,4,Zesty Mexican Chicken Stew with Sweet Hominy,The Cozy Apron
113,Skillet-Beef-and-Taco-Casserole-1682053,4,Skillet Beef and Taco Casserole,Center Cut Cook
114,The-Whole-Enchilada-1123650,4,The Whole Enchilada,My Mother's Daughter
115,Beef-Taco-Skillet-MyRecipes-241617,4,Beef Taco Skillet,MyRecipes
116,Rice-_-Bean-Enchiladas-1619662,4,Rice & Bean Enchiladas,Amy's Cooking Adventures
117,Mexican-Flatbread-Pizza-600079,3,Mexican Flatbread Pizza,Life Currents
118,Chicken-Chilaquiles-Food-And-Wine_1,4,Chicken Chilaquiles,Food & Wine
119,Quick-skillet-chilaquiles-303904,4,Quick Skillet Chilaquiles,Mizkan Brand
120,Cheesy-Green-Chile-Pork-Enchiladas-995618,4,Cheesy Green Chile Pork Enchiladas,Lauren's Latest
121,Tequila-Lime-Shrimp-1080969,4,Tequila Lime Shrimp,Rasa Malaysia
122,Pork-Carnitas-590301,4,Pork Carnitas,My Kitchen Escapades
123,Skinny-Chicken-Enchiladas-499640,4,Skinny Chicken Enchiladas,Pinch of Yum
124,Taco-style-grilled-pork-chops-334807,5,Taco Style Grilled Pork Chops,Picky Palate
125,Carne-Asada-Simply-Recipes-43134,5,Carne Asada,Simply Recipes
126,Chicken-Enchiladas-Verdes-Simply-Recipes-42782,5,Chicken Enchiladas Verdes,Simply Recipes
127,Chicken-and-Corn-Stuffed-Chiles-1316083,4,Chicken and Corn Stuffed Chiles,Taste and Tell
128,Grilled-lime-and-chile-chicken-with-mango-and-red-bell-pepper-salsa-309897,5,Grilled Lime and Chile Chicken with Mango and Red Bell Pepper Salsa,Kalyn's Kitchen
129,Cheesy-Nacho-Beef-Skillet-1097287,3,Cheesy Nacho Beef Skillet,Pillsbury.com
130,Easy-Beef-Enchiladas-_Freezer-Friendly_-1104491,4,Easy Beef Enchiladas (Freezer Friendly),Moms Need To Know
131,Mexican-Beef-Enchiladas-1613452,4,Mexican Beef Enchiladas,Melanie Cooks
132,Mexican-Quinoa-Bake-577835,4,Mexican Quinoa Bake,Amuse Your Bouche
133,Pozole-rojo-298821,4,Pozole Rojo,Unilever North America
134,Easy-Chicken-Enchilada-Skillet-Dinner-1537189,4,Easy Chicken Enchilada Skillet Dinner,Flavor Mosaic
135,Creamy-Green-Chile-Chicken-Enchiladas-1266988,4,Creamy Green Chile Chicken Enchiladas,Coffee With Us 3
136,Black-Bean-and-Chicken-Chilaquiles-1045664,3,Black Bean and Chicken Chilaquiles,Health
137,Chiles-Rellenos-Topped-with-Green-Chile-Salsa-1680437,4,Chiles Rellenos Topped with Green Chile Salsa,Muy Bueno Cookbook
138,Paleo-Tacos-623263,3,Paleo Tacos,The Paleo Mom
139,Steak-Tacos-_Crock-Pot_-1197066,4,Steak Tacos {Crock Pot},Recipes That Crock
140,Chicken-Enchiladas-With-Salsa-Verde-1684747,3,Chicken Enchiladas With Salsa Verde ,New York Times Cooking
141,Cilantro-Lime-Shrimp-623028,5,Cilantro Lime Shrimp,Simply Recipes
142,Easy-Green-Chili-Chicken-Enchiladas-1547892,4,Easy Green Chili Chicken Enchiladas,Clarks Condensed
143,5-Ingredient-Chicken-Enchiladas-1428367,4,5 Ingredient Chicken Enchiladas,A Simple Pantry
144,Turkey-picadillo-352288,5,Turkey Picadillo,Skinnytaste
145,Quick-Chicken-Enchiladas-946658,4,Quick Chicken Enchiladas,Real Mom Kitchen
146,Crockpot-Pork-Tacos-1600256,4,Crockpot Pork Tacos,Funny Is Family
147,Taco-Spaghetti-Squash-Dinner-made-EASY_-1048831,4,Taco Spaghetti Squash – Dinner made EASY!,Vegetarian Mamma
148,Crockpot-Mexican-Chicken-499266,4,Crockpot Mexican Chicken,Pinch of Yum
149,Mexican-Lasagna-1626129,4,Mexican Lasagna,Faithfully Free
150,Better-Than-Ever-Beef-Enchiladas-AllRecipes-37084,4,Better-Than-Ever Beef Enchiladas,AllRecipes
151,Slow-Cooker-Tacos-Al-Pastor-1052883,4,Slow Cooker Tacos Al Pastor,Gimme Some Oven
152,Ronaldo_s-Beef-Carnitas-Allrecipes,5,Ronaldo's Beef Carnitas,AllRecipes
153,Tacos-Al-Carbon-685981,4,Tacos Al Carbon,Homesick Texan
154,Creamy-Chicken-Enchilada-Pie-1169924,4,Creamy Chicken Enchilada Pie,The Dinner Mom
155,Chipotle-Chicken-Burrito-Bowl-with-Easy-Lime-Cilantro-Rice-1614732,4,Chipotle Chicken Burrito Bowl with Easy Lime Cilantro Rice,Ahead of Thyme
156,Quinoa-Enchilada-Casserole-1517324,4,Quinoa Enchilada Casserole,Damn Delicious
157,Enchilada-Casserole-1614256,4,Enchilada Casserole,Add a Pinch
158,Baked-Salsa-Chicken-1127180,4,Baked Salsa Chicken,Swirls of Flavor
159,No-Tortilla-Beef-Enchiladas-1620297,4,No-Tortilla Beef Enchiladas,The Domestic Man
160,Chicken-Enchiladas-I-1609792,4,Chicken Enchiladas I,AllRecipes
161,Taco-Bake-Casserole-1580819,4,Taco Bake Casserole,Simple Southern Family
162,Mexican-mac-and-cheese-cups-333667,5,Mexican Mac and Cheese Cups,How Sweet It Is
163,Easy-Enchiladas-1627555,4,Easy Enchiladas,Carlotta Lund's Culinary Concerto
164,Cilantro-Lime-Chicken-Weight-Watchers-Friendly_-1066685,4,Cilantro Lime Chicken Weight Watchers Friendly!,Just 2 Sisters
165,Salsa-Verde-Chicharron-Tacos-1344920,3,Salsa Verde Chicharrón Tacos,Food & Wine
166,One-Skillet-Mexican-Rice-Casserole-1519461,4,One Skillet Mexican Rice Casserole,The Slow Roasted Italian
167,One-Pot-Cheesy-Taco-Skillet-1041571,4,One Pot Cheesy Taco Skillet,Sweet C's Designs
168,Carne-con-Chile-AllRecipes-38886,4,Carne con Chile,AllRecipes
169,Slow-Cooker-_One-Pot_-Mexican-Rice-and-Beans-with-Avocados-1187044,4,Slow Cooker (One Pot) Mexican Rice and Beans with Avocados,365 Days of  Slow Cooking
170,Beef-Taco-Bake-1049814,4,Beef Taco Bake,30 Days Thirty Handmade Days
171,Burrito-Bowl-1032576,4,Burrito Bowl,The Aloha Files
