,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Mexican-Turkey-Crescent-Bake-685407,,5,6,600.0,1800
1,Beef-Enchilada-Crescents-685426,,7,4,1500.0,3300
2,Taco-Crescent-Ring-768363,,6,8,1200.0,2700
3,Easy-Taco-Casserole-1708398,,12,4,,3000
4,Mexican-Beef-and-Rice-Skillet-1710641,,13,4,,3000
5,Easy-Crescent-Taco-Bake-746777,1500.0,5,6,1500.0,3000
6,Healthy-Chicken-Fajitas-2-SmartPoints-1711103,,6,4,,3300
7,Mexican-Chicken-Casserole-1665949,,9,4,,3300
8,Sour-Cream-Chicken-Enchilada-Pie-1709177,1500.0,9,7,1200.0,2700
9,Mexican-Rice-with-Black-Beans-1688636,600.0,14,4,,1200
10,Amazing-Taco-Casserole-1711336,2100.0,10,7,600.0,2700
11,Easy-Chicken-Enchilada-Crescent-Bake-685429,,4,4,600.0,2100
12,Tilapia-Fish-Tacos-with-Tropical-Salsa-1709145,600.0,12,6,600.0,1200
13,Mexican-Stuffed-Peppers-With-Quinoa-_-Black-Beans-1706254,,17,5,,4500
14,Vegetarian-Enchilada-Skillet-1709326,1200.0,16,6,600.0,1800
15,Chicken-Tacos-with-Creamy-Roasted-Poblano-Sauce-1700660,,12,4,,2400
16,Cheesy-Burrito-Casserole-1697404,1500.0,8,8,900.0,2400
17,Chipotle-Lime-Chicken-Tacos-1600898,,7,4,,2100
18,30-Minute-Creamy-Chicken-Enchiladas-1709077,,7,4,,2400
19,Chicken-Enchiladas-1623523,,12,6,,4200
20,Easy-Chicken-Enchilada-Casserole-500471,2700.0,4,6,1200.0,3900
21,Taco-Bake-1689708,2400.0,7,6,600.0,3000
22,Chipotle-Shrimp-Tacos-1581958,,15,2,,3000
23,Creamy-White-Chicken-Enchiladas-1710664,1800.0,8,10,,1800
24,Layered-Chicken-Enchilada-Bake-1702240,,9,8,,3300
25,Slow-Cooker-Pork-Carnitas-Tacos-1712773,,23,10,,3000
26,One-Pan-Mexican-Quinoa-1621595,,15,4,,2100
