,id,rating,recipeName,sourceDisplayName
0,Lemony-Coleslaw-with-Apples-1700377,3,Lemony Coleslaw with Apples,Weight Watchers
1,Thai-Curry-Pasta-Salad-_Vegan_-Gluten-Free_-1709486,3,"Thai Curry Pasta Salad [Vegan, Gluten-Free]",One Green Planet
2,Paleo-Ranch-Dressing-1620911,4,Paleo Ranch Dressing,Follow the Ruels
3,Mediterranean-Quinoa-Salad-1641753,4,Mediterranean Quinoa Salad,"Dinners, Dishes and Desserts"
4,Caprese-Pasta-Salad-1520343,4,Caprese Pasta Salad,Pip and Ebby
5,Creamy-Avocado-Lime-Dressing-with-Cumin-1606719,4,Creamy Avocado Lime Dressing with Cumin,Rachel Cooks
6,Southwestern-Grilled-Shrimp-Salad-1710062,4,Southwestern Grilled Shrimp Salad,Sweet and Savoury Pursuits
7,Lemon-Pepper-Yogurt-Dressing-1679466,4,Lemon Pepper Yogurt Dressing,The Bitter Side of Sweet
8,Lemon-Mint-Dressing-1635728,4,Lemon Mint Dressing,ifoodreal
9,Cherry-Walnut-Quinoa-Salad-1707847,4,Cherry Walnut Quinoa Salad,Cooks&Books&Recipes
10,Strawberry-Vinaigrette-Savour-the-Senses-58239,5,Strawberry Vinaigrette,Savour the Senses
11,Caprese-Salad-with-Avocado-1668060,4,Caprese Salad with Avocado,Simply Whisked
12,Taco-Pasta-Salad-1199246,4,Taco Pasta Salad,The Girl Who Ate Everything
13,Beetroot-and-Raspberry-Salad-1701423,4,Beetroot and Raspberry Salad,Daily Opulence
14,Spaghetti-Salad-1666328,4,Spaghetti Salad,Kandy's Kitchen Kreations
15,KFC-Coleslaw-1195533,4,KFC Coleslaw,Gonna Want Seconds
16,Zesty-Italian-Salad-Dressing-1686964,4,Zesty Italian Salad Dressing,Wildflour's Cottage Kitchen
17,My-Signature-Homemade-Salad-Dressing-756687,4,My Signature Homemade Salad Dressing,Culinary Mamas
18,Green-bean-salad-with-basil_-balsamic_-and-parmesan-302410,5,"Green Bean Salad with Basil, Balsamic, and Parmesan",Simply Recipes
19,Lemon-Vinaigrette-Quinoa-Salad-1709014,4,Lemon Vinaigrette Quinoa Salad,Gluten Free With L.B.
20,Quick-and-Easy-White-Bean-Salad-Simply-Recipes-42677,5,Quick and Easy White Bean Salad,Simply Recipes
21,Homemade-Ceasar-Dressing-1271618,4,Homemade Ceasar Dressing,Self Proclaimed Foodie
22,Simple-Caprese-Salad-512034,5,Simple Caprese Salad,Food Republic
23,Chipotle-ranch-dressing-345645,5,Chipotle Ranch Dressing,Pinch My Salt
24,Blue-Cheese-Dressing-Over-Broccoli-Is-Simply-Good-1711406,3,Blue Cheese Dressing Over Broccoli Is Simply Good,Cooking For Two About.com
25,Jennifer-Aniston_s-Favorite-Quinoa-Salad-1064814,3,Jennifer Aniston's Favorite Quinoa Salad,popsugar.com
26,Tabbouleh-1522099,4,Tabbouleh,The Fox & She
27,_Cracked-Out_-Broccoli-Salad-1156755,4,"""Cracked Out"" Broccoli Salad",Plain Chicken
28,Summer-Pasta-Salad-1646272,3,Summer Pasta Salad,Marzetti Kitchens
29,Thanksgiving-Chopped-Salad-772049,4,Thanksgiving Chopped Salad,
30,Watermelon-Salad-1702535,4,Watermelon Salad,Poet in the Pantry
31,Mediterranean-Couscous-1578342,4,Mediterranean Couscous,Meal Planning Maven - Linda S.
32,Mandarin-Orange-Salad-1698542,4,Mandarin Orange Salad,No Fail Recipes
33,Italian-Pizza-Pasta-Salad_-1698569,4,Italian Pizza Pasta Salad!,Incredible Recipes from Heaven
34,Asian-Pasta-Salad-1635714,4,Asian Pasta Salad,Life in the Lofthouse
35,Pimiento-Pasta-Salad-1701520,3,Pimiento Pasta Salad,Top Rated Viral
36,Potato-And-Pickled-Cucumber-Salad-1683166,4,Potato And Pickled Cucumber Salad,Emmi's Cookin
37,Shrimp-Caesar-Salad-1703242,4,Shrimp Caesar Salad,Enjoy cooking
38,Wheat-Berry-Salad-with-Lime-Dressing-and-Avocados_-Peppers_-Jicama-and-Tomatoes-1693308,4,"Wheat Berry Salad with Lime Dressing and Avocados, Peppers, Jicama and Tomatoes",365 Days of  Slow Cooking
39,Spicy-Salad-With-Cucumber-And-Tofu-_vegan_-1695482,4,Spicy Salad With Cucumber And Tofu (vegan),Good food. Best Recipes
40,Strawberry-Caprese-Kale-Salad-1704288,4,Strawberry Caprese Kale Salad,Simply Whisked
41,Minted-Lentil-Salad-with-Grapes-_-Spinach-1700202,4,Minted Lentil Salad with Grapes + Spinach,Clean and Delicious
42,Chickpea-Pesto-Salad-1226347,3,Chickpea Pesto Salad,Mother Thyme
43,Dairy-Free-Ranch-Dressing-1636183,4,Dairy Free Ranch Dressing,Savory Lotus
44,Daikon-Salad-_Radish-Salad-with-Japanese-Plum-Dressing_-1709180,4,Daikon Salad (Radish Salad with Japanese Plum Dressing),Just One Cookbook
45,Three-Bean-Salad-1703736,4,Three Bean Salad,Bunny's Warm Oven
46,Heirloom-apple-salad-308608,5,Heirloom Apple Salad,101 Cookbooks
47,Fennel-Apple-Salad-with-Walnuts-_-Arugula-1667809,4,Fennel Apple Salad with Walnuts & Arugula,Simply Whisked
48,5-Bean-Salad-1631701,4,5-Bean Salad,12Tomatoes
49,Creamy-Bacon-Tomato-and-Avocado-Pasta-Salad-1709417,4,Creamy Bacon Tomato and Avocado Pasta Salad,Life's Ambrosia
50,Poppy-seed-dressing-345052,5,Poppy Seed Dressing,Lottie + Doof
51,Mediterranean-Barley-Salad-1684797,4,Mediterranean Barley Salad,Sobeys
52,Lemon-Potato-Salad-With-Mint-1678104,3,Lemon Potato Salad With Mint,New York Times Cooking
53,Thai-Veggie-Quinoa-Bowls-_Gluten-Free_-Vegan_-1631260,4,"Thai Veggie Quinoa Bowls {Gluten-Free, Vegan}",Avocado Pesto
54,Fiesta-Bowl-Salad-1171463,3,Fiesta Bowl Salad,Fitness
55,Cucumber-Salad-with-Tomatoes-and-Basil-1687536,4,Cucumber Salad with Tomatoes and Basil,Simple Savory
56,Mediterranean-Potato_-Egg-And-Olive-Salad-1707959,4,"Mediterranean Potato, Egg And Olive Salad",Ramona's Cuisine
57,Sunshine-Slaw-1682723,4,Sunshine Slaw,Super Healthy Kids
