,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Lemony-Coleslaw-with-Apples-1700377,,11,12,900.0,900
1,Thai-Curry-Pasta-Salad-_Vegan_-Gluten-Free_-1709486,,21,1,,1800
2,Paleo-Ranch-Dressing-1620911,,12,4,,600
3,Mediterranean-Quinoa-Salad-1641753,900.0,11,6,600.0,1500
4,Caprese-Pasta-Salad-1520343,,9,9,,900
5,Creamy-Avocado-Lime-Dressing-with-Cumin-1606719,,8,1,300.0,300
6,Southwestern-Grilled-Shrimp-Salad-1710062,360.0,27,4,1320.0,1680
7,Lemon-Pepper-Yogurt-Dressing-1679466,,5,1,180.0,180
8,Lemon-Mint-Dressing-1635728,,6,4,,600
9,Cherry-Walnut-Quinoa-Salad-1707847,,11,5,,2100
10,Strawberry-Vinaigrette-Savour-the-Senses-58239,,6,7,,1200
11,Caprese-Salad-with-Avocado-1668060,,8,12,900.0,900
12,Taco-Pasta-Salad-1199246,,14,13,,2100
13,Beetroot-and-Raspberry-Salad-1701423,,11,2,,1500
14,Spaghetti-Salad-1666328,,7,4,,2100
15,KFC-Coleslaw-1195533,,10,4,,1800
16,Zesty-Italian-Salad-Dressing-1686964,,17,1,,1500
17,My-Signature-Homemade-Salad-Dressing-756687,,6,7,300.0,300
18,Green-bean-salad-with-basil_-balsamic_-and-parmesan-302410,900.0,8,6,600.0,1500
19,Lemon-Vinaigrette-Quinoa-Salad-1709014,1800.0,14,8,1800.0,3600
20,Quick-and-Easy-White-Bean-Salad-Simply-Recipes-42677,,8,4,300.0,300
21,Homemade-Ceasar-Dressing-1271618,,7,1,300.0,300
22,Simple-Caprese-Salad-512034,,6,4,600.0,600
23,Chipotle-ranch-dressing-345645,,9,4,,600
24,Blue-Cheese-Dressing-Over-Broccoli-Is-Simply-Good-1711406,900.0,9,2,300.0,1200
25,Jennifer-Aniston_s-Favorite-Quinoa-Salad-1064814,,9,2,,1500
26,Tabbouleh-1522099,,7,4,,2100
27,_Cracked-Out_-Broccoli-Salad-1156755,,4,6,,900
28,Summer-Pasta-Salad-1646272,600.0,10,7,900.0,1500
29,Thanksgiving-Chopped-Salad-772049,,10,6,1200.0,3600
30,Watermelon-Salad-1702535,,8,5,600.0,600
31,Mediterranean-Couscous-1578342,,15,6,,1800
32,Mandarin-Orange-Salad-1698542,,14,4,,1500
33,Italian-Pizza-Pasta-Salad_-1698569,,11,4,,2400
34,Asian-Pasta-Salad-1635714,,12,6,,2700
35,Pimiento-Pasta-Salad-1701520,,7,4,,1500
36,Potato-And-Pickled-Cucumber-Salad-1683166,,7,4,,2400
37,Shrimp-Caesar-Salad-1703242,,18,4,,1800
38,Wheat-Berry-Salad-with-Lime-Dressing-and-Avocados_-Peppers_-Jicama-and-Tomatoes-1693308,14400.0,15,10,1200.0,15600
39,Spicy-Salad-With-Cucumber-And-Tofu-_vegan_-1695482,,17,4,,1800
40,Strawberry-Caprese-Kale-Salad-1704288,,15,4,900.0,900
41,Minted-Lentil-Salad-with-Grapes-_-Spinach-1700202,0.0,10,6,1200.0,1200
42,Chickpea-Pesto-Salad-1226347,,5,3,600.0,600
43,Dairy-Free-Ranch-Dressing-1636183,,9,1,,900
44,Daikon-Salad-_Radish-Salad-with-Japanese-Plum-Dressing_-1709180,,11,4,1200.0,1200
45,Three-Bean-Salad-1703736,,13,4,,2100
46,Heirloom-apple-salad-308608,,11,5,420.0,420
47,Fennel-Apple-Salad-with-Walnuts-_-Arugula-1667809,,7,8,600.0,600
48,5-Bean-Salad-1631701,,14,7,,1500
