,id,ingredient_list,cuisine,ingredient_string
8348,Green-chile-hominy-casserole-with-chorizo-306863,"[poblano chiles, vegetable oil, mexican chorizo, yellow onion, jalapeno chilies, garlic, hominy, sour cream, cumin, cayenne, cilantro, lime juice, shredded cheddar cheese, salt, black pepper]",Mexican,poblano chile vegetable oil mexican chorizo yellow onion jalapeno chilies garlic hominy sour cream cumin cayenne cilantro lime juice shredded cheddar cheese salt black pepper
8349,Mexican-Beef-_-Rice-Casserole-1535307,"[extra lean ground beef, KRAFT Mexican Style Shredded Four Cheese with a TOUCH OF PHILADELPHIA, Taco Bell Taco Seasoning Mix, long grain white rice, frozen mixed vegetables, no-salt-added diced tomatoes, TACO BELL® Thick & Chunky Medium Salsa, fat free reduced sodium chicken broth]",Mexican,extra lean ground beef kraft mexican style shredded four cheese with a touch of philadelphia taco bell taco seasoning mix long grain white rice frozen mixed vegetable no salt added diced tomato taco bell thick chunky medium salsa fat free reduced sodium chicken broth
8350,Easy-Healthy-Chicken-Enchilada-Bake-1063048,"[cooked chicken, frozen corn, black beans, shredded colby, corn tortillas, enchilada sauce]",Mexican,cooked chicken frozen corn black bean shredded colby corn tortilla enchilada sauce
8351,Slow-Cooker-Pollo-Tacos-al-Pastor-1241050,"[chicken, corn tortillas, coleslaw, chicken broth, pineapple, white onion, orange juice, white vinegar, garlic, cumin, oregano, chipotle peppers, adobo sauce, salt, chopped cilantro, lime wedges, queso fresco]",Mexican,chicken corn tortilla coleslaw chicken broth pineapple white onion orange juice white vinegar garlic cumin oregano chipotle pepper adobo sauce salt chopped cilantro lime wedge queso fresco
8352,Mexican-Street-Corn-Flatbread-Pizza-1680512,"[chorizo, corn, salted butter, fresh corn, mayonnaise, sauce, half & half, corn starch, pepper jack, salt, flatbread, Flatout® Flatbreads, cotija, cilantro, cayenne, lime wedges]",Mexican,chorizo corn salted butter fresh corn mayonnaise sauce half half corn starch pepper jack salt flatbread flatout flatbread cotija cilantro cayenne lime wedge
8353,Mexican-Beef-and-Corn-Skillet-Peppers-975323,"[nonstick spray, extra lean ground beef, frozen corn kernels, diced tomatoes, ground cumin, salt, sweet pepper, goat cheese]",Mexican,nonstick spray extra lean ground beef frozen corn kernel diced tomato ground cumin salt sweet pepper goat cheese
8354,Easy-Enchilada-Casserole-931944,"[chicken meat, enchilada sauce, cheddar cheese, corn tortillas, pepper]",Mexican,chicken meat enchilada sauce cheddar cheese corn tortilla pepper
8355,Chorizo-Mac-and-Cheese-Simply-Recipes-290501,"[elbow macaroni, milk, corn starch, shredded cheddar cheese, shredded pepper jack cheese, mexican chorizo, purple onion, flour, lime juice, bread crumbs, butter]",Mexican,elbow macaroni milk corn starch shredded cheddar cheese shredded pepper jack cheese mexican chorizo purple onion flour lime juice bread crumb butter
8356,Salsa-Verde-Chicken-Enchiladas-1617383,"[chicken, salsa verde, sour cream, Mexican cheese blend, flour tortillas, onions, tomatoes, avocado]",Mexican,chicken salsa verde sour cream mexican cheese blend flour tortilla onion tomato avocado
8357,How-to-Make-Swiss-Green-Enchiladas-_-Como-Hacer-Enchiladas-Verdes-Suizas-1639456,"[salsa verde, cream, chopped cilantro, chicken, chihuahua cheese, corn tortillas, onions, vegetable oil]",Mexican,salsa verde cream chopped cilantro chicken chihuahua cheese corn tortilla onion vegetable oil
8358,Easy-Mexican-Chicken-and-Beans-1290833,"[chicken breast strips, Old El Paso™ taco seasoning mix, Progresso Black Beans, mexicorn, water, flour tortillas]",Mexican,chicken breast strip old el paso taco seasoning mix progresso black bean mexicorn water flour tortilla
8359,Margarita-Chicken-1597996,"[lime juice, orange juice, tequila, lime, sea salt, garlic powder, cumin, pepper, chicken breasts]",Mexican,lime juice orange juice tequila lime sea salt garlic powder cumin pepper chicken breast
8360,Barbacoa-beef-352358,"[beef, garlic, onions, lime juice, adobo sauce, ground cumin, oregano, ground cloves, pepper, salt, bay leaves, oil, water]",Mexican,beef garlic onion lime juice adobo sauce ground cumin oregano ground clove pepper salt bay leaf oil water
8361,Shrimp-and-Mango-Tacos-1582622,"[canola oil, shrimp, garlic cloves, cumin seed, serrano, mango, chopped cilantro, lime juice, corn tortillas]",Mexican,canola oil shrimp garlic clove cumin seed serrano mango chopped cilantro lime juice corn tortilla
8362,Black-Bean-Stuffed-Peppers-1032721,"[bell pepper, butter oil, onions, garlic, cumin, chili powder, garlic salt, black beans, cilantro, salsa, cooked rice, Mexican style cheese]",Mexican,bell pepper butter oil onion garlic cumin chili powder garlic salt black bean cilantro salsa cooked rice mexican style cheese
8363,Mexican-Fiesta-Steak-1220811,"[I Can't Believe It's Not Butter!® Spread, boneless sirloin steak, Knorr® Fiesta Sides Spanish Rice, corn kernels, canned black beans, fresh lime juice, cilantro leaves]",Mexican,i can t believe it s not butter spread boneless sirloin steak knorr fiesta side spanish rice corn kernel canned black bean fresh lime juice cilantro leaf
8364,Stuffed-Poblano-Peppers-544543,"[poblano peppers, chorizo sausage, cauliflower, onions, mushrooms, bell pepper]",Mexican,poblano pepper chorizo sausage cauliflower onion mushroom bell pepper
8365,Zesty-Mexican-Chicken-Stew-with-Sweet-Hominy-1591200,"[ground cumin, chili powder, paprika, oregano, ground coriander, canola oil, onions, Anaheim chile, garlic, salsa verde, tomatoes with juice, hominy, chicken stock, chicken, cilantro leaves, tortilla chips, avocado]",Mexican,ground cumin chili powder paprika oregano ground coriander canola oil onion anaheim chile garlic salsa verde tomato with juice hominy chicken stock chicken cilantro leaf tortilla chip avocado
8366,Skillet-Beef-and-Taco-Casserole-1682053,"[oil, garlic cloves, white onion, ground beef, green bell pepper, chunky salsa, corn tortilla chips, shredded cheese, salt, diced tomatoes, olives, jalapeno chilies, cilantro]",Mexican,oil garlic clove white onion ground beef green bell pepper chunky salsa corn tortilla chip shredded cheese salt diced tomato olive jalapeno chilies cilantro
8367,The-Whole-Enchilada-1123650,"[pork, salsa verde, sour cream, monterey jack, sharp cheddar cheese, corn tortillas]",Mexican,pork salsa verde sour cream monterey jack sharp cheddar cheese corn tortilla
8368,Beef-Taco-Skillet-MyRecipes-241617,"[ground beef, condensed tomato soup, salsa, water, flour tortillas, shredded cheddar cheese]",Mexican,ground beef condensed tomato soup salsa water flour tortilla shredded cheddar cheese
8369,Rice-_-Bean-Enchiladas-1619662,"[cooked brown rice, black beans, salsa, chili powder, flour tortillas, red enchilada sauce, shredded cheddar cheese]",Mexican,cooked brown rice black bean salsa chili powder flour tortilla red enchilada sauce shredded cheddar cheese
8370,Mexican-Flatbread-Pizza-600079,"[shredded pepper jack cheese, roasted red peppers, corn, avocado, green onions]",Mexican,shredded pepper jack cheese roasted red pepper corn avocado green onion
8371,Chicken-Chilaquiles-Food-And-Wine_1,"[paprika, chili powder, cayenne, ground cumin, sugar, salt, cooking oil, flour, garlic, canned low sodium chicken broth, boneless skinless chicken breasts, ground black pepper, tortilla chips, feta cheese, sour cream, purple onion, cilantro leaves]",Mexican,paprika chili powder cayenne ground cumin sugar salt cooking oil flour garlic canned low sodium chicken broth boneless skinless chicken breast ground black pepper tortilla chip feta cheese sour cream purple onion cilantro leaf
8372,Quick-skillet-chilaquiles-303904,"[corn tortillas, corn oil, ragu old world style tradit pasta sauc, chipotles in adobo, purple onion]",Mexican,corn tortilla corn oil ragu old world style tradit pasta sauc chipotle in adobo purple onion
8373,Cheesy-Green-Chile-Pork-Enchiladas-995618,"[pork, cheddar cheese, mozzarella cheese, diced green chilies, sour cream, melted butter, green enchilada sauce, corn tortillas]",Mexican,pork cheddar cheese mozzarella cheese diced green chilies sour cream melted butter green enchilada sauce corn tortilla
8374,Tequila-Lime-Shrimp-1080969,"[deveined shrimp, salt, ground black pepper, paprika, olive oil, garlic, tequila, lime juice, cilantro leaves]",Mexican,deveined shrimp salt ground black pepper paprika olive oil garlic tequila lime juice cilantro leaf
8375,Pork-Carnitas-590301,"[pork butt, salt, pepper, ground cumin, onions, bay leaves, dried oregano, fresh lime juice, water, orange]",Mexican,pork butt salt pepper ground cumin onion bay leaf dried oregano fresh lime juice water orange
8376,Skinny-Chicken-Enchiladas-499640,"[chicken breasts, black beans, corn, salsa, taco seasoning, water, corn tortillas, shredded cheddar cheese, avocado, crema, fresh cilantro, cotija]",Mexican,chicken breast black bean corn salsa taco seasoning water corn tortilla shredded cheddar cheese avocado crema fresh cilantro cotija
8377,Taco-style-grilled-pork-chops-334807,"[pork loin chops, extra-virgin olive oil, kosher salt, ground black pepper, ground cumin, garlic salt, chili powder, corn kernels, sour cream, prepared guacamole]",Mexican,pork loin chop extra virgin olive oil kosher salt ground black pepper ground cumin garlic salt chili powder corn kernel sour cream prepared guacamole
8378,Carne-Asada-Simply-Recipes-43134,"[skirt steak, olive oil, ground black pepper, kosher salt, garlic cloves, chile pepper, cumin seed, cilantro leaves, lime, white vinegar, sugar]",Mexican,skirt steak olive oil ground black pepper kosher salt garlic clove chile pepper cumin seed cilantro leaf lime white vinegar sugar
8379,Chicken-Enchiladas-Verdes-Simply-Recipes-42782,"[chicken thighs, tomatillos, chile pepper, garlic, yellow onion, salt, cilantro, peanut oil, cooking oil, corn tortillas, sour cream, cotija]",Mexican,chicken thigh tomatillo chile pepper garlic yellow onion salt cilantro peanut oil cooking oil corn tortilla sour cream cotija
8380,Chicken-and-Corn-Stuffed-Chiles-1316083,"[poblano peppers, chicken, corn kernels, shredded mozzarella cheese, tomatillo salsa, sour cream, mayonnaise, lime, fresh cilantro, paprika]",Mexican,poblano pepper chicken corn kernel shredded mozzarella cheese tomatillo salsa sour cream mayonnaise lime fresh cilantro paprika
8381,Grilled-lime-and-chile-chicken-with-mango-and-red-bell-pepper-salsa-309897,"[boneless skinless chicken breasts, peanut oil, lime juice, chile powder, garlic puree, onion powder, ground cumin, worcestershire sauce, chicken breasts]",Mexican,boneless skinless chicken breast peanut oil lime juice chile powder garlic puree onion powder ground cumin worcestershire sauce chicken breast
8382,Cheesy-Nacho-Beef-Skillet-1097287,"[ground beef, rice, diced tomatoes, Green Giant Whole Kernel Sweet Corn, Old El Paso™ taco seasoning mix, roasted red peppers, water, Mexican cheese blend]",Mexican,ground beef rice diced tomato green giant whole kernel sweet corn old el paso taco seasoning mix roasted red pepper water mexican cheese blend
8383,Easy-Beef-Enchiladas-_Freezer-Friendly_-1104491,"[enchilada sauce, ground beef, onions, olive oil, jalapeno chilies, cayenne pepper, black beans, colby jack cheese, shredded cheddar cheese, tortillas, chopped cilantro, green onions, chopped tomatoes, salt, pepper]",Mexican,enchilada sauce ground beef onion olive oil jalapeno chilies cayenne pepper black bean colby jack cheese shredded cheddar cheese tortilla chopped cilantro green onion chopped tomato salt pepper
8384,Mexican-Beef-Enchiladas-1613452,"[corn tortillas, ground beef, onions, garlic cloves, tomato sauce, cilantro leaves, shredded cheddar cheese, chili powder, cumin, oil, salt, pepper]",Mexican,corn tortilla ground beef onion garlic clove tomato sauce cilantro leaf shredded cheddar cheese chili powder cumin oil salt pepper
8385,Mexican-Quinoa-Bake-577835,"[quinoa, vegetable stock, oil, garlic, onions, red pepper, spring onions, sweet corn, black beans, fresh coriander, red enchilada sauce, smoked paprika, hot chili powder, salt, black pepper, grating cheese]",Mexican,quinoa vegetable stock oil garlic onion red pepper spring onion sweet corn black bean fresh coriander red enchilada sauce smoked paprika hot chili powder salt black pepper grating cheese
8386,Pozole-rojo-298821,"[pork butt, vegetable oil, white onion, garlic, ground cumin, dri oregano leaves, crush, diced tomatoes, hominy, water, knorr tomato bouillon with chicken flavor cube]",Mexican,pork butt vegetable oil white onion garlic ground cumin dri oregano leaf crush diced tomato hominy water knorr tomato bouillon with chicken flavor cube
8387,Easy-Chicken-Enchilada-Skillet-Dinner-1537189,"[boneless skinless chicken breasts, taco seasoning, olive oil, white onion, green bell pepper, red bell pepper, enchilada sauce, diced tomatoes and green chilies, Mexican cheese blend, tortilla chips, sour cream, avocado, cilantro, shredded lettuce, green onions]",Mexican,boneless skinless chicken breast taco seasoning olive oil white onion green bell pepper red bell pepper enchilada sauce diced tomato and green chilies mexican cheese blend tortilla chip sour cream avocado cilantro shredded lettuce green onion
8388,Creamy-Green-Chile-Chicken-Enchiladas-1266988,"[green enchilada sauce, cooked chicken, green chile, sour cream, flour tortillas, Mexican cheese blend]",Mexican,green enchilada sauce cooked chicken green chile sour cream flour tortilla mexican cheese blend
8389,Black-Bean-and-Chicken-Chilaquiles-1045664,"[cooking spray, onions, garlic cloves, cooked chicken breasts, black beans, fat free less sodium chicken broth, salsa, corn tortillas, queso blanco]",Mexican,cooking spray onion garlic clove cooked chicken breast black bean fat free le sodium chicken broth salsa corn tortilla queso blanco
8390,Chiles-Rellenos-Topped-with-Green-Chile-Salsa-1680437,"[chiles, olive oil, white onion, celery ribs, small tomatoes, garlic, all-purpose flour, enchilada sauce, salt, freshly ground black pepper, poblano chiles, monterey jack, ground black pepper, eggs, cream of tartar, canola oil]",Mexican,chile olive oil white onion celery rib small tomato garlic all purpose flour enchilada sauce salt freshly ground black pepper poblano chile monterey jack ground black pepper egg cream of tartar canola oil
8391,Paleo-Tacos-623263,"[ground beef, yellow onion, garlic cloves, cooking fat, chili powder, paprika, cumin seed, cayenne pepper, dried oregano, salt, ground pepper]",Mexican,ground beef yellow onion garlic clove cooking fat chili powder paprika cumin seed cayenne pepper dried oregano salt ground pepper
8392,Steak-Tacos-_Crock-Pot_-1197066,"[flat iron steaks, chili powder, ground cumin, onion powder, garlic powder, rotel tomatoes, taco shells, taco toppings]",Mexican,flat iron steak chili powder ground cumin onion powder garlic powder rotel tomato taco shell taco topping
8393,Chicken-Enchiladas-With-Salsa-Verde-1684747,"[bone in chicken thighs, white onion, garlic, kosher salt, tomatillos, serrano chile, fresh cilantro, salt, neutral oil, corn tortillas, queso fresco, crema mexican]",Mexican,bone in chicken thigh white onion garlic kosher salt tomatillo serrano chile fresh cilantro salt neutral oil corn tortilla queso fresco crema mexican
8394,Cilantro-Lime-Shrimp-623028,"[oil, serrano chile, garlic cloves, shrimp, salt, chopped cilantro, lime juice]",Mexican,oil serrano chile garlic clove shrimp salt chopped cilantro lime juice
8395,Easy-Green-Chili-Chicken-Enchiladas-1547892,"[corn tortillas, chicken, enchilada sauce, shredded cheese, cream cheese, oil, lemon pepper]",Mexican,corn tortilla chicken enchilada sauce shredded cheese cream cheese oil lemon pepper
8396,5-Ingredient-Chicken-Enchiladas-1428367,"[corn tortillas, chicken, shredded Monterey Jack cheese, Herdez Salsa Verde, queso fresco]",Mexican,corn tortilla chicken shredded monterey jack cheese herdez salsa verde queso fresco
8397,Turkey-picadillo-352288,"[ground turkey, tomato sauce, kosher salt, ground pepper, ground cumin, bay leaves, capers, onions, minced garlic, tomatoes, bell pepper, cilantro]",Mexican,ground turkey tomato sauce kosher salt ground pepper ground cumin bay leaf caper onion minced garlic tomato bell pepper cilantro
8398,Quick-Chicken-Enchiladas-946658,"[cooked chicken, shredded cheddar cheese, enchilada sauce, chopped green chilies, chopped cilantro, corn tortillas, sour cream]",Mexican,cooked chicken shredded cheddar cheese enchilada sauce chopped green chilies chopped cilantro corn tortilla sour cream
8399,Crockpot-Pork-Tacos-1600256,"[pork tenderloin, chili powder, ground cumin, brown sugar, cayenne pepper, salt, garlic powder, medium salsa, corn tortillas, chopped tomatoes, shredded lettuce, diced onions, grating cheese, sour cream, hot sauce, olives]",Mexican,pork tenderloin chili powder ground cumin brown sugar cayenne pepper salt garlic powder medium salsa corn tortilla chopped tomato shredded lettuce diced onion grating cheese sour cream hot sauce olive
8400,Taco-Spaghetti-Squash-Dinner-made-EASY_-1048831,"[spaghetti squash, olive oil, onions, black beans, gluten, water, black olives, tomatoes, sour cream, cheese]",Mexican,spaghetti squash olive oil onion black bean gluten water black olive tomato sour cream cheese
8401,Crockpot-Mexican-Chicken-499266,"[salsa, water, chicken breasts, pinto beans, taco seasoning, light cream cheese, salt]",Mexican,salsa water chicken breast pinto bean taco seasoning light cream cheese salt
8402,Mexican-Lasagna-1626129,"[ground beef, onions, garlic cloves, taco seasoning, rotelle, Ranch Style Beans, cream of chicken soup, tortillas, shredded cheese]",Mexican,ground beef onion garlic clove taco seasoning rotelle ranch style bean cream of chicken soup tortilla shredded cheese
8403,Better-Than-Ever-Beef-Enchiladas-AllRecipes-37084,"[extra lean ground beef, green pepper, red pepper, salsa, cheese, zesty italian dressing, flour tortillas, chopped cilantro]",Mexican,extra lean ground beef green pepper red pepper salsa cheese zesty italian dressing flour tortilla chopped cilantro
8404,Slow-Cooker-Tacos-Al-Pastor-1052883,"[boneless pork shoulder roast, beer, chipotles in adobo, fresh pineapple, purple onion, chili powder, fresh lime juice, white vinegar, kosher salt, ground cumin, black pepper, corn tortillas, cilantro leaves, radishes, avocado, crumbled goat cheese]",Mexican,boneless pork shoulder roast beer chipotle in adobo fresh pineapple purple onion chili powder fresh lime juice white vinegar kosher salt ground cumin black pepper corn tortilla cilantro leaf radish avocado crumbled goat cheese
8405,Ronaldo_s-Beef-Carnitas-Allrecipes,"[chuck roast, chile pepper, chili powder, dried oregano, ground cumin, garlic, salt]",Mexican,chuck roast chile pepper chili powder dried oregano ground cumin garlic salt
8406,Tacos-Al-Carbon-685981,"[skirt steak, lime, garlic, cilantro, jalapeno chilies, cumin, salt, black pepper, canola oil cooking spray, green onions]",Mexican,skirt steak lime garlic cilantro jalapeno chilies cumin salt black pepper canola oil cooking spray green onion
8407,Creamy-Chicken-Enchilada-Pie-1169924,"[nonfat greek yogurt, skim milk, cumin, chopped green chilies, spinach, diced chicken, flour tortillas, great northern beans, shredded Monterey Jack cheese, green onions]",Mexican,nonfat greek yogurt skim milk cumin chopped green chilies spinach diced chicken flour tortilla great northern bean shredded monterey jack cheese green onion
8408,Chipotle-Chicken-Burrito-Bowl-with-Easy-Lime-Cilantro-Rice-1614732,"[olive oil, garlic, honey, ground cumin, chipotles in adobo, salt, chicken breasts, long-grain rice, water, lime juice, vegetable oil, fresh cilantro, onions, bell pepper, frozen corn, canned black beans, guacamole]",Mexican,olive oil garlic honey ground cumin chipotle in adobo salt chicken breast long grain rice water lime juice vegetable oil fresh cilantro onion bell pepper frozen corn canned black bean guacamole
8409,Quinoa-Enchilada-Casserole-1517324,"[quinoa, enchilada sauce, Old El Paso™ chopped green chiles, corn kernels, canned black beans, cilantro leaves, cumin, chili powder, kosher salt, freshly ground black pepper, shredded cheddar cheese, shredded mozzarella cheese, avocado, roma tomatoes]",Mexican,quinoa enchilada sauce old el paso chopped green chile corn kernel canned black bean cilantro leaf cumin chili powder kosher salt freshly ground black pepper shredded cheddar cheese shredded mozzarella cheese avocado rom tomato
8410,Enchilada-Casserole-1614256,"[olive oil, tortillas, ground beef, onions, garlic, enchilada sauce, sour cream, cheddar cheese, jack cheese]",Mexican,olive oil tortilla ground beef onion garlic enchilada sauce sour cream cheddar cheese jack cheese
8411,Baked-Salsa-Chicken-1127180,"[boneless skinless chicken breasts, taco seasoning mix, salsa, shredded cheddar cheese, chopped cilantro]",Mexican,boneless skinless chicken breast taco seasoning mix salsa shredded cheddar cheese chopped cilantro
8412,No-Tortilla-Beef-Enchiladas-1620297,"[ground beef, red enchilada sauce, taco seasoning, queso fresco, cheese, cilantro, lime]",Mexican,ground beef red enchilada sauce taco seasoning queso fresco cheese cilantro lime
8413,Chicken-Enchiladas-I-1609792,"[boneless skinless chicken breast halves, onions, sour cream, shredded cheddar cheese, dried parsley, dried oregano, ground black pepper, salt, tomato sauce, water, chili powder, chopped green bell pepper, garlic, flour tortillas, taco sauce]",Mexican,boneless skinless chicken breast half onion sour cream shredded cheddar cheese dried parsley dried oregano ground black pepper salt tomato sauce water chili powder chopped green bell pepper garlic flour tortilla taco sauce
8414,Taco-Bake-Casserole-1580819,"[ground beef, tortilla chips, refried beans, green onions, shredded cheese, cheese, salsa, sliced black olives, diced tomatoes, lettuce, sour cream, cilantro]",Mexican,ground beef tortilla chip refried bean green onion shredded cheese cheese salsa sliced black olive diced tomato lettuce sour cream cilantro
8415,Mexican-mac-and-cheese-cups-333667,"[boneless skinless chicken breasts, noodles, purple onion, green pepper, red pepper, corn, garlic cloves, olive oil, cumin, chili powder, cayenne pepper, butter, flour, milk, monterey jack, sharp cheddar cheese, grated parmesan cheese, panko breadcrumbs, pepper, salt, fresh cilantro]",Mexican,boneless skinless chicken breast noodle purple onion green pepper red pepper corn garlic clove olive oil cumin chili powder cayenne pepper butter flour milk monterey jack sharp cheddar cheese grated parmesan cheese panko breadcrumb pepper salt fresh cilantro
8416,Easy-Enchiladas-1627555,"[refried beans, chicken breasts, cheddar cheese, enchilada sauce, tortillas, sour cream, salsa, tortilla chips, lettuce]",Mexican,refried bean chicken breast cheddar cheese enchilada sauce tortilla sour cream salsa tortilla chip lettuce
8417,Cilantro-Lime-Chicken-Weight-Watchers-Friendly_-1066685,"[boneless chicken breast, lime juice, garlic, olive oil, cumin, chili powder, cilantro]",Mexican,boneless chicken breast lime juice garlic olive oil cumin chili powder cilantro
8418,Salsa-Verde-Chicharron-Tacos-1344920,"[chicharron, water, salsa verde, salt, corn tortillas, sour cream, purslane]",Mexican,chicharron water salsa verde salt corn tortilla sour cream purslane
8419,One-Skillet-Mexican-Rice-Casserole-1519461,"[lean ground beef, kosher salt, chili powder, ground cumin, smoked paprika, onion powder, freshly ground black pepper, low sodium black beans, roasted tomatoes, niblet corn, jalapeno chilies, jasmine rice, water, colby jack cheese, fresh cilantro]",Mexican,lean ground beef kosher salt chili powder ground cumin smoked paprika onion powder freshly ground black pepper low sodium black bean roasted tomato niblet corn jalapeno chilies jasmine rice water colby jack cheese fresh cilantro
8420,One-Pot-Cheesy-Taco-Skillet-1041571,"[lean ground beef, yellow onion, bell pepper, diced tomatoes, taco seasoning, baby kale, shredded cheddar cheese, green onions]",Mexican,lean ground beef yellow onion bell pepper diced tomato taco seasoning baby kale shredded cheddar cheese green onion
8421,Carne-con-Chile-AllRecipes-38886,"[tomatillos, tomatoes, chile pepper, pepper, garlic, salt, pork stew meat]",Mexican,tomatillo tomato chile pepper pepper garlic salt pork stew meat
8422,Slow-Cooker-_One-Pot_-Mexican-Rice-and-Beans-with-Avocados-1187044,"[garlic cloves, jalapeno chilies, brown rice, vegetable broth, green chile, black beans, picante sauce, frozen corn, chili powder, cumin, black pepper, salt, bay leaf, shredded cheddar cheese, cilantro leaves, sour cream, avocado]",Mexican,garlic clove jalapeno chilies brown rice vegetable broth green chile black bean picante sauce frozen corn chili powder cumin black pepper salt bay leaf shredded cheddar cheese cilantro leaf sour cream avocado
8423,Beef-Taco-Bake-1049814,"[ground beef, condensed tomato soup, chunky salsa, milk, flour tortillas, shredded cheese, sour cream]",Mexican,ground beef condensed tomato soup chunky salsa milk flour tortilla shredded cheese sour cream
8424,Burrito-Bowl-1032576,"[quinoa, butternut squash, black beans, carrots, bell pepper, tomatoes, green onions, frozen corn, radishes, avocado, lime]",Mexican,quinoa butternut squash black bean carrot bell pepper tomato green onion frozen corn radish avocado lime
8425,Gluten-Free-Mexican-Lasagna-1694264,"[lean ground beef, onions, bell pepper, garlic, salt, chili powder, cumin, cayenne pepper, tomato sauce, frozen corn kernels, pinto beans, sliced black olives, jalapeno chilies, shredded cheddar cheese, shredded mozzarella cheese, corn tortillas, avocado, sour cream]",Mexican,lean ground beef onion bell pepper garlic salt chili powder cumin cayenne pepper tomato sauce frozen corn kernel pinto bean sliced black olive jalapeno chilies shredded cheddar cheese shredded mozzarella cheese corn tortilla avocado sour cream
8426,Slow-Cooker-Pork-Tacos-1334884,"[pork shoulder roast, taco seasoning mix, corn tortillas, salsa, sour cream, guacamole]",Mexican,pork shoulder roast taco seasoning mix corn tortilla salsa sour cream guacamole
8427,Salsa-Verde-Chicken-Enchiladas-1615868,"[salsa verde, tomatillos, white onion, garlic cloves, jalapeno chilies, ground cumin, salt, chopped fresh cilantro, lime juice, olive oil, onions, chili powder, all-purpose flour, chicken stock, chicken breasts, roasting chickens, kosher salt, pepper, flour tortillas, monterey jack]",Mexican,salsa verde tomatillo white onion garlic clove jalapeno chilies ground cumin salt chopped fresh cilantro lime juice olive oil onion chili powder all purpose flour chicken stock chicken breast roasting chicken kosher salt pepper flour tortilla monterey jack
8428,Closing-doors_-chipotle-shrimp-tacos-334387,"[shrimp, sauce, freshly ground pepper, salt, cilantro leaves, mango, lime wedges, corn tortillas]",Mexican,shrimp sauce freshly ground pepper salt cilantro leaf mango lime wedge corn tortilla
8429,Mexican-slow-cooked-pork-carnitas-352424,"[roast, garlic, cumin, adobo seasoning, garlic powder, fat-free chicken broth, chipotles in adobo, bay leaves]",Mexican,roast garlic cumin adobo seasoning garlic powder fat free chicken broth chipotle in adobo bay leaf
8430,Cheesy-Enchilada-Stack-1625667,"[corn tortillas, grating cheese, enchilada sauce, salsa, ground cumin, green onions, black beans, sour cream, diced tomatoes, sliced black olives]",Mexican,corn tortilla grating cheese enchilada sauce salsa ground cumin green onion black bean sour cream diced tomato sliced black olive
8431,Skinny_-er_-Beef-Enchiladas-1238017,"[cottage cheese, ground beef, taco seasoning, water, tortillas, grating cheese, enchilada sauce]",Mexican,cottage cheese ground beef taco seasoning water tortilla grating cheese enchilada sauce
8432,Mexican-Skillet-Pasta-1259073,"[ground beef, salsa, tomato sauce, water, elbow macaroni, corn, sharp cheddar cheese]",Mexican,ground beef salsa tomato sauce water elbow macaroni corn sharp cheddar cheese
8433,Hot-taco-salad-350902,"[ground beef, taco seasoning, tomatoes with juice, ketchup, chili powder, taco sauce, tomato soup, lettuce, fritos, diced tomatoes, shredded cheddar cheese, sour cream, olives]",Mexican,ground beef taco seasoning tomato with juice ketchup chili powder taco sauce tomato soup lettuce fritos diced tomato shredded cheddar cheese sour cream olive
8434,Smothered-Chile-Colorado-Burritos-1621739,"[flank steak, red enchilada sauce, adobo sauce, Anaheim chile, diced green chilies, minced garlic, onion powder, salt, cumin, cold water, corn starch, black beans, flour tortillas, Mexican cheese blend]",Mexican,flank steak red enchilada sauce adobo sauce anaheim chile diced green chilies minced garlic onion powder salt cumin cold water corn starch black bean flour tortilla mexican cheese blend
8435,Vegetarian-Chimichangas-Black-Bean_-Cheese-and-Rice-Chimichangas-1175658,"[black beans, onions, bell pepper, jalapeno chilies, ground cumin, ground paprika, salt, spanish rice, Mexican cheese blend, oil, salsa, sour cream]",Mexican,black bean onion bell pepper jalapeno chilies ground cumin ground paprika salt spanish rice mexican cheese blend oil salsa sour cream
8436,Traditional-New-Mexican-Style-Guisado-de-Chile-Verde-_Green-Chile-Stew_-1526364,"[pork, tomatoes, flour, water, shortening, garlic powder, onions, salt, green chile]",Mexican,pork tomato flour water shortening garlic powder onion salt green chile
8437,Chicken-Enchiladas-989127,"[free range chicken breasts, olive oil, red pepper, purple onion, fajita seasoning mix, crème fraîche, tortilla wraps, tomato salsa, cheddar cheese, lime wedges]",Mexican,free range chicken breast olive oil red pepper purple onion fajita seasoning mix cr me fra che tortilla wrap tomato salsa cheddar cheese lime wedge
8438,Pulled-Pork-Enchiladas-981165,"[boneless pork shoulder, chicken broth, chopped onion, garlic, ground cumin, ground chipotle chile pepper, salt, enchilada sauce, fresh cilantro, chile pepper, cotija, flour tortillas, grape tomatoes, diced tomatoes, sour cream]",Mexican,boneless pork shoulder chicken broth chopped onion garlic ground cumin ground chipotle chile pepper salt enchilada sauce fresh cilantro chile pepper cotija flour tortilla grape tomato diced tomato sour cream
8439,One-Pot-Mexican-Quinoa-1048329,"[ground turkey, onions, garlic, ground cumin, whole kernel corn, drained, black beans, crushed tomatoes, jalapeno chilies, quinoa, chicken stock, avocado]",Mexican,ground turkey onion garlic ground cumin whole kernel corn drained black bean crushed tomato jalapeno chilies quinoa chicken stock avocado
