,id,ingredient_list,cuisine,ingredient_string
0,Baby-Back-Ribs-with-Bourbon-Barbecue-Sauce-1703741,"[baby back ribs, bourbon whiskey, ketchup, garlic, dark brown sugar, maple syrup, worcestershire sauce, cider vinegar, black pepper]",American,baby back rib bourbon whiskey ketchup garlic dark brown sugar maple syrup worcestershire sauce cider vinegar black pepper
1,Roast-Turkey-With-Apple-Cider-Gravy-772029,"[Honeysuckle White® Frozen Whole Turkey, butter, salt, pepper, water, apple cider, all-purpose flour, dried sage]",American,honeysuckle white frozen whole turkey butter salt pepper water apple cider all purpose flour dried sage
2,Better-Than-Sex-Brisket-1060441,"[brisket, beef base, garlic salt, ground pepper, chile powder, light brown sugar, smoked paprika, shallots, apple juice, bbq sauce, apple cider vinegar]",American,brisket beef base garlic salt ground pepper chile powder light brown sugar smoked paprika shallot apple juice bbq sauce apple cider vinegar
3,Best-Basic-Burger-500667,"[ground beef, eggs, salt, ground black pepper, seasoned bread crumbs, worcestershire sauce]",American,ground beef egg salt ground black pepper seasoned bread crumb worcestershire sauce
4,Chicago-Chicken-822419,"[jalapeno chilies, lemon, dried oregano, olive oil, garlic, boneless skinless chicken breasts]",American,jalapeno chilies lemon dried oregano olive oil garlic boneless skinless chicken breast
5,Crunchy-Stuffed-Chicken-Breasts-In-Lemon-Butter-1041748,"[free range chicken breasts, mozzarella cheese, semi-dried tomatoes, fresh basil leaves, bread crumbs, grated parmesan cheese, lemon, plain flour, free-range eggs, olive oil, green beans, butter]",American,free range chicken breast mozzarella cheese semi dried tomato fresh basil leaf bread crumb grated parmesan cheese lemon plain flour free range egg olive oil green bean butter
6,Crockpot-bbq-beer-chicken-333297,"[boneless skinless chicken breasts, onion powder, smoked paprika, garlic powder, salt, pepper, beer, barbecue sauce]",American,boneless skinless chicken breast onion powder smoked paprika garlic powder salt pepper beer barbecue sauce
7,Roast-Turkey-With-Apple-Cider-Gravy-901672,"[whole turkey, butter, salt, pepper, water, apple cider, all-purpose flour, dried sage]",American,whole turkey butter salt pepper water apple cider all purpose flour dried sage
8,Baked-Macaroni-and-Cheese-471277,"[macaroni, flour, salt, pepper, margarine, shredded cheddar cheese, milk]",American,macaroni flour salt pepper margarine shredded cheddar cheese milk
9,Ann-Herrmann_s-Maple-Barbecue-Ribs-1537278,"[maple syrup, spicy brown mustard, apple cider vinegar, ketchup, cayenne pepper, pork ribs, salt]",American,maple syrup spicy brown mustard apple cider vinegar ketchup cayenne pepper pork rib salt
10,Country-fried-steak-recipe-with-gravy-306991,"[steak, eggs, buttermilk, flour, vegetable oil, whole milk, pan drippings]",American,steak egg buttermilk flour vegetable oil whole milk pan dripping
11,Rosemary-Rubbed-Rib-Eye-Steak-513627,"[rib eye steaks, kosher salt, ground black pepper, rosemary, garlic powder, olive oil, unsalted butter]",American,rib eye steak kosher salt ground black pepper rosemary garlic powder olive oil unsalted butter
12,Brisket-with-slow-cooked-onions-310126,"[brisket, pepper, salt, canola oil, onions]",American,brisket pepper salt canola oil onion
13,Baked-chicken-with-dijon-and-lime-352133,"[chicken drumsticks, dijon mustard, light mayonnaise, garlic, lime, pepper, kosher salt, dried parsley]",American,chicken drumstick dijon mustard light mayonnaise garlic lime pepper kosher salt dried parsley
14,The-Best-Basic-Meatloaf-511584,"[onions, ground meat, ketchup, mustard, eggs, seasoned bread crumbs, pepper, salt]",American,onion ground meat ketchup mustard egg seasoned bread crumb pepper salt
15,Mac-and-Cheese-Once-Upon-A-Chef-199960,"[kosher salt, vegetable oil, macaroni, milk, unsalted butter, all-purpose flour, gruyere cheese, extra sharp cheddar cheese, ground black pepper, ground nutmeg, bread crumbs]",American,kosher salt vegetable oil macaroni milk unsalted butter all purpose flour gruyere cheese extra sharp cheddar cheese ground black pepper ground nutmeg bread crumb
16,Carolina-Pork-and-Sweet-Potato-Pie-with-Biscuit-Batter-Crust-1706646,"[bacon, onions, celery ribs, green bell pepper, garlic cloves, pork, sweet potatoes, beef broth, yellow cornmeal, tomato paste, worcestershire sauce, Tabasco Pepper Sauce, salt, freshly ground black pepper, all-purpose flour, baking powder, vegetable shortening, milk, large eggs]",American,bacon onion celery rib green bell pepper garlic clove pork sweet potato beef broth yellow cornmeal tomato paste worcestershire sauce tabasco pepper sauce salt freshly ground black pepper all purpose flour baking powder vegetable shortening milk large egg
17,Crockpot-barbecued-pulled-pork-310362,"[boneless pork shoulder, onions, ketchup, warm water, apple cider vinegar, brown sugar, gluten-free Worcestershire sauce, Tabasco Pepper Sauce, kosher salt]",American,boneless pork shoulder onion ketchup warm water apple cider vinegar brown sugar gluten free worcestershire sauce tabasco pepper sauce kosher salt
18,Balsamic-Roast-Beef-631076,"[chuck, beef broth, balsamic vinegar, worcestershire sauce, soy sauce, honey, red pepper flakes, garlic]",American,chuck beef broth balsamic vinegar worcestershire sauce soy sauce honey red pepper flake garlic
19,Buffalo-Chicken-_-Rice-Skillet-1624739,"[I Can't Believe It's Not Butter!® Spread, boneless skinless chicken breasts, Knorr® Chicken Flavor Rice Sides™, carrots, chopped celery, hot sauce, crumbled blue cheese]",American,i can t believe it s not butter spread boneless skinless chicken breast knorr chicken flavor rice side carrot chopped celery hot sauce crumbled blue cheese
20,Lemon-Butter-Chicken-Breasts-599653,"[boneless skinless chicken breast halves, all-purpose flour, salt, lemon pepper seasoning, butter, lemon, lemon juice, cooked rice]",American,boneless skinless chicken breast half all purpose flour salt lemon pepper seasoning butter lemon lemon juice cooked rice
21,Fried-chicken-307094,"[chicken, buttermilk, kosher salt, garlic, sugar, paprika, large eggs, baking powder, baking soda, flour]",American,chicken buttermilk kosher salt garlic sugar paprika large egg baking powder baking soda flour
22,Easy-Chicken-Paprika-w_-Sour-Cream-Gravy-_Low-Carb-and-Gluten-Free_-496709,"[chicken thighs, hungarian paprika, onion powder, kosher salt, sour cream]",American,chicken thigh hungarian paprika onion powder kosher salt sour cream
23,Maryland-Crab-Cakes-with-Quick-Tartar-Sauce-1455432,"[large eggs, mayonnaise, dijon mustard, worcestershire sauce, old bay seasoning, salt, diced celery, finely chopped fresh parsley, lump crab meat, panko, vegetable oil, sweet pickle relish, purple onion, lemon juice, freshly ground black pepper]",American,large egg mayonnaise dijon mustard worcestershire sauce old bay seasoning salt diced celery finely chopped fresh parsley lump crab meat panko vegetable oil sweet pickle relish purple onion lemon juice freshly ground black pepper
24,Honey-Glazed-Chicken-Martha-Stewart-195421,"[honey, balsamic vinegar, dried thyme, coarse salt, ground pepper, chicken]",American,honey balsamic vinegar dried thyme coarse salt ground pepper chicken
25,Southern-Fried-Chicken-1569848,"[pancake mix, salt, pepper, paprika, broiler-fryer chicken, oil]",American,pancake mix salt pepper paprika broiler fryer chicken oil
26,Fried-Chicken-Martha-Stewart-195305,"[coarse salt, sugar, organic chicken, paprika, cayenne pepper, ground black pepper, all-purpose flour, canola oil]",American,coarse salt sugar organic chicken paprika cayenne pepper ground black pepper all purpose flour canola oil
27,Baked-Flounder-with-Fresh-Lemon-Pepper-1633060,"[grated lemon zest, extra-virgin olive oil, black peppercorns, salt, garlic cloves, flounder fillets, cooking spray, lemon wedges]",American,grated lemon zest extra virgin olive oil black peppercorn salt garlic clove flounder fillet cooking spray lemon wedge
28,Basic-Turkey-Meatloaf-512698,"[ground turkey, seasoned bread crumbs, onions, ketchup, dijon mustard, eggs, pepper, salt, milk]",American,ground turkey seasoned bread crumb onion ketchup dijon mustard egg pepper salt milk
29,Bourbon-glazed-salmon-333622,"[fresh salmon, sea salt, black pepper, bourbon whiskey, brown sugar, garlic cloves, apple cider vinegar, worcestershire sauce, honey, ground mustard]",American,fresh salmon sea salt black pepper bourbon whiskey brown sugar garlic clove apple cider vinegar worcestershire sauce honey ground mustard
30,Salmon-_-asparagus-hollandaise-303302,"[asparagus, lemon juice, grated lemon peel, hellmannâ€™ or best food canola cholesterol free mayonnais, nonfat yogurt plain, dijon mustard, salmon]",American,asparagus lemon juice grated lemon peel hellmann or best food canola cholesterol free mayonnais nonfat yogurt plain dijon mustard salmon
31,Blue-Cheese_-Rosemary_-and-Wild-Rice-Stuffed-Peppers-1694830,"[pepper, bell pepper, salt, stuffing, ground beef, wild rice, crumbled blue cheese, onions, large eggs, fresh rosemary, garlic]",American,pepper bell pepper salt stuffing ground beef wild rice crumbled blue cheese onion large egg fresh rosemary garlic
32,Salt_and_pepper-Beef-Roast-My-Recipes,"[beef, coarse salt, sugar, ground pepper, prepared horseradish]",American,beef coarse salt sugar ground pepper prepared horseradish
33,New-england-cod-297080,"[cod, cracker crumbs, I Can't Believe It's Not Butter!® Spread, lemon juice, chopped parsley]",American,cod cracker crumb i can t believe it s not butter spread lemon juice chopped parsley
34,Southern-Fried-Pork-Chops-900055,"[pork chops, flour, milk, eggs, salt, black pepper]",American,pork chop flour milk egg salt black pepper
35,Glazed-Meatloaf-Martha-Stewart-195743,"[ground meat, dijon mustard, ketchup, worcestershire sauce]",American,ground meat dijon mustard ketchup worcestershire sauce
36,Slow-Cooker-Barbecued-Ribs-513249,"[sweet paprika, brown sugar, cayenne pepper, salt, freshly ground black pepper, pork baby back ribs, barbecue sauce, vegetable oil spray]",American,sweet paprika brown sugar cayenne pepper salt freshly ground black pepper pork baby back rib barbecue sauce vegetable oil spray
37,Meatloaf-Cupcakes-566200,"[olive oil, finely chopped onion, carrots, dried oregano, garlic cloves, ketchup, ground beef, bread crumbs, prepared mustard, worcestershire sauce, ground black pepper, large eggs, cooking spray, yukon gold potatoes, 2% reduced-fat milk, low-fat sour cream, butter, salt, chives, bacon]",American,olive oil finely chopped onion carrot dried oregano garlic clove ketchup ground beef bread crumb prepared mustard worcestershire sauce ground black pepper large egg cooking spray yukon gold potato reduced fat milk low fat sour cream butter salt chive bacon
38,Texas-Style-Ground-Beef-and-Rice-Casserole-1630735,"[lean ground beef, onions, garlic, green bell pepper, diced tomatoes in juice, long-grain rice, chili powder, salt, pepper, shredded cheddar cheese]",American,lean ground beef onion garlic green bell pepper diced tomato in juice long grain rice chili powder salt pepper shredded cheddar cheese
39,Coca-Cola-Barbecued-Ribs-1619934,"[baby back ribs, coarse salt, black pepper, barbecue sauce, coca-cola, brown sugar, ketchup, worcestershire sauce, liquid smoke, granulated garlic, chili powder]",American,baby back rib coarse salt black pepper barbecue sauce coca cola brown sugar ketchup worcestershire sauce liquid smoke granulated garlic chili powder
40,Ribs-with-Spicy-Bourbon-Barbecue-Sauce-514114,"[spareribs, salt, freshly ground black pepper, apple juice, barbecue sauce]",American,sparerib salt freshly ground black pepper apple juice barbecue sauce
41,Southern-Fried-Chicken-Breast-Dinner-1637427,"[breaded chicken fillets, green beans, chicken gravy]",American,breaded chicken fillet green bean chicken gravy
42,Cajun-Chicken-Allrecipes_1,"[vegetable oil, cajun seasoning, italian style seasoning, garlic powder, lemon pepper, boneless skinless chicken breast halves]",American,vegetable oil cajun seasoning italian style seasoning garlic powder lemon pepper boneless skinless chicken breast half
43,Fresh-Gulf-Shrimp-With-Barbecue-Butter-My-Recipes,"[shrimp, seafood seasoning, extra-virgin olive oil, beer, butter, fresh parsley, sourdough bread]",American,shrimp seafood seasoning extra virgin olive oil beer butter fresh parsley sourdough bread
44,Pan-Seared-Tilapia-with-Mojo-1623053,"[olive oil, garlic cloves, water, fresh lime juice, ground cumin, salt, all-purpose flour, ground red pepper, olive oil cooking spray, tilapia fillets, lime slices]",American,olive oil garlic clove water fresh lime juice ground cumin salt all purpose flour ground red pepper olive oil cooking spray tilapia fillet lime slice
45,Maple_balsamic_glazed-Pork-Medallions-My-Recipes,"[maple syrup, balsamic vinegar, dijon mustard, pork tenderloin, olive oil, salt, ground black pepper]",American,maple syrup balsamic vinegar dijon mustard pork tenderloin olive oil salt ground black pepper
46,Classic-Roast-Turkey-781946,"[turkey, softened butter, salt, pepper, fresh basil leaves, rubbed sage, thyme, chicken broth]",American,turkey softened butter salt pepper fresh basil leaf rubbed sage thyme chicken broth
47,Grilled-Chicken-With-Lemon_-Garlic_-And-Oregano-Epicurious,"[fresh lemon juice, fresh oregano, minced garlic, kosher salt, black pepper, olive oil, chicken legs, chicken breast halves, lemon]",American,fresh lemon juice fresh oregano minced garlic kosher salt black pepper olive oil chicken leg chicken breast half lemon
48,Garlic_herb-Roasted-Chicken-My-Recipes,"[garlic cloves, chopped fresh thyme, fresh rosemary, fresh parsley, chopped fresh sage, salt, freshly ground pepper, whole chicken]",American,garlic clove chopped fresh thyme fresh rosemary fresh parsley chopped fresh sage salt freshly ground pepper whole chicken
49,Cajun-Turkey-With-Dirty_rice-Stuffing-My-Recipes,"[turkey, cajun seasoning, salt, cooking spray, stuffing, parsley sprigs]",American,turkey cajun seasoning salt cooking spray stuffing parsley sprig
50,Classic-Southern-Fried-Chicken-1242471,"[buttermilk, hot pepper sauce, salt, chicken, all-purpose flour, baking powder, pepper, crisco, Crisco Pure Vegetable Oil]",American,buttermilk hot pepper sauce salt chicken all purpose flour baking powder pepper crisco crisco pure vegetable oil
51,Southern-Fried-Catfish-1275302,"[all-purpose flour, crab boil, salt, catfish fillets, cornmeal, oil]",American,all purpose flour crab boil salt catfish fillet cornmeal oil
52,Southern-Style-Meatloaf-1318448,"[ground beef, saltines, finely chopped onion, chopped green bell pepper, large eggs, paprika, garlic salt, dried thyme leaves, ground black pepper, ketchup, milk, worcestershire sauce]",American,ground beef saltine finely chopped onion chopped green bell pepper large egg paprika garlic salt dried thyme leaf ground black pepper ketchup milk worcestershire sauce
53,Fried-Soft-Shell-Crab-MyRecipes-212703,"[vegetable oil, evaporated milk, large eggs, soft shell crabs, seasoning salt, self rising flour]",American,vegetable oil evaporated milk large egg soft shell crab seasoning salt self rising flour
54,Bundled-chicken-with-goat-cheese-_-fresh-thyme-328018,"[olive oil, sliced shallots, salt, freshly ground pepper, crumbled goat cheese, fat free milk, chopped fresh thyme, boneless skinless chicken breast halves, pepper, fat free less sodium chicken broth]",American,olive oil sliced shallot salt freshly ground pepper crumbled goat cheese fat free milk chopped fresh thyme boneless skinless chicken breast half pepper fat free le sodium chicken broth
55,Citrus_rubbed-Skirt-Steak-My-Recipes,"[grated lemon zest, grated orange, kosher salt, ground red pepper, garlic cloves, skirt steak, cooking spray]",American,grated lemon zest grated orange kosher salt ground red pepper garlic clove skirt steak cooking spray
56,Southern-Fried-Pork-Chops-930577,"[pork chops, flour, milk, eggs, salt, black pepper]",American,pork chop flour milk egg salt black pepper
57,American-Shepherd_s-Pie-Allrecipes,"[lean ground beef, chopped onion, chopped celery, vegetable soup, dried thyme, potatoes, shredded colby]",American,lean ground beef chopped onion chopped celery vegetable soup dried thyme potato shredded colby
58,Maple-glazed-ribs-298296,"[I Can't Believe It's Not Butter!® Spread, garlic, ketchup, syrup, red vinegar white white, wine,, firmly packed brown sugar, hot pepper sauce, spareribs]",American,i can t believe it s not butter spread garlic ketchup syrup red vinegar white white wine firmly packed brown sugar hot pepper sauce sparerib
59,Buffalo-Chicken-_-Rice-Skillet-1561650,"[I Can't Believe It's Not Butter!® Spread, boneless skinless chicken breasts, Knorr® Chicken Flavor Rice Sides™, carrots, chopped celery, hot sauce, crumbled blue cheese]",American,i can t believe it s not butter spread boneless skinless chicken breast knorr chicken flavor rice side carrot chopped celery hot sauce crumbled blue cheese
60,Classic-Fried-Catfish-My-Recipes,"[yellow cornmeal, all-purpose flour, ground red pepper, garlic powder, salt, catfish fillets, vegetable oil]",American,yellow cornmeal all purpose flour ground red pepper garlic powder salt catfish fillet vegetable oil
61,Southern-Chicken-Fried-Steak-Allrecipes,"[all-purpose flour, salt free herb seasoning, salt and ground black pepper, eggs, veal cutlets, oil]",American,all purpose flour salt free herb seasoning salt and ground black pepper egg veal cutlet oil
62,Grilled-Baby-Back-Ribs-with-Sticky-Brown-Sugar-Glaze-MyRecipes-212672,"[pork baby back ribs, kosher salt, ground black pepper, cayenne, glaze]",American,pork baby back rib kosher salt ground black pepper cayenne glaze
63,Lemon-And-Lime-Citrus-Wild-Pacific-Salmon-1022583,"[salmon fillets, lemon, lime]",American,salmon fillet lemon lime
64,Crawfish-Etouffee-1582647,"[butter, onions, chopped celery, chopped bell pepper, crawfish, bay leaves, flour, water, salt, cayenne, chopped parsley, green onions]",American,butter onion chopped celery chopped bell pepper crawfish bay leaf flour water salt cayenne chopped parsley green onion
65,Buttery-Lemon-Shrimp-My-Recipes,"[yoghurt, lemon juice, low sodium worcestershire sauce, paprika, cooking spray, large shrimp, old bay seasoning, fresh parsley]",American,yoghurt lemon juice low sodium worcestershire sauce paprika cooking spray large shrimp old bay seasoning fresh parsley
66,Maple_glazed-Turkey-With-Gravy-Epicurious,"[turkey, water, black peppercorns, maple syrup, malt vinegar, all-purpose flour, turkey stock]",American,turkey water black peppercorn maple syrup malt vinegar all purpose flour turkey stock
67,Southern-Shrimp-and-Grits-677717,"[chicken broth, milk, butter, salt, pepper, grits, shredded cheddar cheese, medium shrimp uncook, hot sauce, blackening seasoning, bacon, garlic cloves, green onions]",American,chicken broth milk butter salt pepper grit shredded cheddar cheese medium shrimp uncook hot sauce blackening seasoning bacon garlic clove green onion
68,Caramelized-Maple-and-Garlic-Glazed-Salmon-MyRecipes-238217,"[salmon fillets, salt, garlic powder, butter, maple syrup, chopped fresh chives]",American,salmon fillet salt garlic powder butter maple syrup chopped fresh chive
69,Vegetable-Pot-Pie-512725,"[pie crust, vegan butter, palm oil, leeks, garlic, asparagus, carrots, frozen peas, flour, sage, habanero hot sauce, vegetable broth, unsweetened soymilk, seitan]",American,pie crust vegan butter palm oil leek garlic asparagus carrot frozen pea flour sage habanero hot sauce vegetable broth unsweetened soymilk seitan
70,New-York-Strip-with-Mushroom-Gravy-and-Caramelized-Onions-638656,"[canola oil, white mushrooms, onions, balsamic vinegar, beef broth, corn starch, grassfed beef, black pepper, sea salt]",American,canola oil white mushroom onion balsamic vinegar beef broth corn starch grassfed beef black pepper sea salt
71,Our-Best-Southern-Fried-Chicken-My-Recipes,"[water, salt, broiler-fryer chicken, pepper, all-purpose flour, vegetable oil, bacon drippings]",American,water salt broiler fryer chicken pepper all purpose flour vegetable oil bacon dripping
72,Dijon-Rack-Of-Lamb-My-Recipes,"[rib roast, salt, pepper, olive oil, dijon mustard, bread crumbs]",American,rib roast salt pepper olive oil dijon mustard bread crumb
73,Best-New-Orleans-Gumbo-678020,"[tomatoes, seafood, chicken, pork, vegetables, soup, stew, shortening, green onions, celery, green bell pepper, jalapeno chilies, parsley, okra, tomato paste, stewed tomatoes, crabmeat, shrimp, cooked ham, cooked chicken, oysters]",American,tomato seafood chicken pork vegetable soup stew shortening green onion celery green bell pepper jalapeno chilies parsley okra tomato paste stewed tomato crabmeat shrimp cooked ham cooked chicken oyster
74,Herb_crusted-Rack-Of-Pork-My-Recipes,"[pork, olive oil, salt, garlic cloves, fresh basil, chopped fresh thyme, fresh parsley, ground pepper, butter, all-purpose flour, chicken broth, tomato paste, chopped fresh sage, pepper, thyme sprigs]",American,pork olive oil salt garlic clove fresh basil chopped fresh thyme fresh parsley ground pepper butter all purpose flour chicken broth tomato paste chopped fresh sage pepper thyme sprig
75,Grilled-Shrimp-My-Recipes,"[jumbo shrimp, butter, dry white wine, fresh lemon juice, garlic cloves, salt, ground black pepper]",American,jumbo shrimp butter dry white wine fresh lemon juice garlic clove salt ground black pepper
76,Beef-Fillets-With-Orange-Cream-My-Recipes,"[beef tenderloin steaks, cracked black pepper, whipping cream, orange marmalade, prepared horseradish, orange rind]",American,beef tenderloin steak cracked black pepper whipping cream orange marmalade prepared horseradish orange rind
77,Autumn-Spice-Brined-Turkey-with-Pomegranate-Glaze-456154,"[spices, apples, brine, turkey, citrus, glaze]",American,spice apple brine turkey citrus glaze
78,Barbecued-Sticky-Ribs-TasteOfHome,"[garlic powder, salt, pepper, pork spareribs, sauce, condensed tomato soup, onions, water, light corn syrup, ketchup, cider vinegar, worcestershire sauce, chili powder, hot pepper sauce, ground cinnamon]",American,garlic powder salt pepper pork sparerib sauce condensed tomato soup onion water light corn syrup ketchup cider vinegar worcestershire sauce chili powder hot pepper sauce ground cinnamon
79,Honey-Bourbon-Glazed-Ham-1418675,"[cooked bone in ham, light brown sugar, honey, bourbon whiskey, dijon mustard, molasses, worcestershire sauce, Tabasco Pepper Sauce, clove]",American,cooked bone in ham light brown sugar honey bourbon whiskey dijon mustard molasses worcestershire sauce tabasco pepper sauce clove
80,Grilled-Herbed-Chicken-Drumettes-With-White-Barbecue-Sauce-My-Recipes,"[dried thyme, dried oregano, ground cumin, paprika, onion powder, salt, pepper, chicken wing drummettes, green onions, barbecue sauce]",American,dried thyme dried oregano ground cumin paprika onion powder salt pepper chicken wing drummettes green onion barbecue sauce
81,Herb_rubbed-Baby-Back-Ribs-My-Recipes,"[paprika, dried thyme, salt, ground black pepper, baby back ribs, barbecue sauce]",American,paprika dried thyme salt ground black pepper baby back rib barbecue sauce
82,Doe_s-Broiled-Shrimp-MyRecipes-264454,"[shrimp, butter, fresh lemon juice, worcestershire sauce, creole seasoning, paprika, italian seasoning, cooked rice]",American,shrimp butter fresh lemon juice worcestershire sauce creole seasoning paprika italian seasoning cooked rice
83,Southwest-Flank-Steak-With-Salsa-My-Recipes,"[fajita seasoning mix, dry mustard, pepper, olive oil, flank steak, salsa]",American,fajita seasoning mix dry mustard pepper olive oil flank steak salsa
84,Salmon-with-Mustard-and-Brown-Sugar-Glaze-472116,"[dry white wine, salted butter, old bay seasoning, salmon fillets, brown mustard, golden brown sugar]",American,dry white wine salted butter old bay seasoning salmon fillet brown mustard golden brown sugar
85,Parmesan-sage-roasted-turkey-breast-with-sage-gravy-297083,"[turkey, I Can't Believe It's Not Butter!® Spread, grated parmesan cheese, chopped fresh sage, garlic, fat free less sodium chicken broth, shallots, all-purpose flour]",American,turkey i can t believe it s not butter spread grated parmesan cheese chopped fresh sage garlic fat free le sodium chicken broth shallot all purpose flour
86,Southern_style-Shrimp-My-Recipes,"[butter, bacon bits, minced garlic, large shrimp, mushrooms, sliced green onions, salt, hot pepper sauce, fresh parsley, lemon juice]",American,butter bacon bit minced garlic large shrimp mushroom sliced green onion salt hot pepper sauce fresh parsley lemon juice
87,Balsamic_glazed-Halibut-My-Recipes,"[balsamic vinegar, firmly packed brown sugar, dijon mustard, halibut, olive oil, pepper, salt]",American,balsamic vinegar firmly packed brown sugar dijon mustard halibut olive oil pepper salt
88,Red_wine-Pot-Roast-With-Porcini-Epicurious,"[low salt chicken broth, dried porcini mushrooms, boneless beef chuck roast, extra-virgin olive oil, onions, celery ribs, garlic cloves, fresh marjoram, whole peeled tomatoes, dry red wine]",American,low salt chicken broth dried porcini mushroom boneless beef chuck roast extra virgin olive oil onion celery rib garlic clove fresh marjoram whole peeled tomato dry red wine
89,Pork-Chops-With-Herb_mustard-Butter-My-Recipes,"[pork loin chops, salt, pepper, butter, fresh parsley, honey mustard, chopped fresh sage]",American,pork loin chop salt pepper butter fresh parsley honey mustard chopped fresh sage
90,Baby-Back-Ribs-with-Bourbon-Barbecue-Sauce-1288953,"[baby back ribs, bourbon whiskey, ketchup, garlic, dark brown sugar, maple syrup, worcestershire sauce, cider vinegar, black pepper]",American,baby back rib bourbon whiskey ketchup garlic dark brown sugar maple syrup worcestershire sauce cider vinegar black pepper
91,Tex-Mex-Ground-Beef-Pie-with-Cornmeal-Topping-793086,"[chopped onion, beef round, butter, diced tomatoes, corn, salt, pepper, chili powder, boiling water, yellow cornmeal, eggs, ripe olives]",American,chopped onion beef round butter diced tomato corn salt pepper chili powder boiling water yellow cornmeal egg ripe olive
92,Chicken-Fried-Steak-with-White-Gravy-1356028,"[cube steaks, all-purpose flour, baking powder, baking soda, black pepper, salt, buttermilk, eggs, hot sauce, garlic powder, vegetable shortening, milk, pepper]",American,cube steak all purpose flour baking powder baking soda black pepper salt buttermilk egg hot sauce garlic powder vegetable shortening milk pepper
93,Crawfish-Etouffee-1438422,"[bacon fat, minced onion, celery, green bell pepper, minced garlic, paprika, ground white pepper, freshly ground black pepper, ground cayenne pepper, salt, all-purpose flour, fish broth, crawfish, butter, scallions, shredded basil, flat leaf parsley]",American,bacon fat minced onion celery green bell pepper minced garlic paprika ground white pepper freshly ground black pepper ground cayenne pepper salt all purpose flour fish broth crawfish butter scallion shredded basil flat leaf parsley
94,Kansas-City-Ribs-752067,"[back ribs, brown sugar, paprika, garlic powder, celery salt, dry mustard, ground black pepper, cayenne pepper, chips, onions, garlic, butter, ketchup, molasses, cider vinegar, water, chili powder, yellow mustard, worcestershire sauce, salt, french fries]",American,back rib brown sugar paprika garlic powder celery salt dry mustard ground black pepper cayenne pepper chip onion garlic butter ketchup molasses cider vinegar water chili powder yellow mustard worcestershire sauce salt french fry
95,Smothered-Pork-Chops-With-Onions-And-Cheddar-Grits-My-Recipes,"[water, quickcooking grits, sharp cheddar cheese, salt, garlic powder, ground red pepper, center cut loin pork chop, black pepper, all-purpose flour, butter, chopped onion, fat free less sodium chicken broth]",American,water quickcooking grit sharp cheddar cheese salt garlic powder ground red pepper center cut loin pork chop black pepper all purpose flour butter chopped onion fat free le sodium chicken broth
96,Baked-Vidalia-Sweet-Onions-with-Sausage-and-Pecans-1584909,"[sweet onion, breakfast sausages, bread crumbs, toasted pecans, marjoram, fresh parsley, dried sage, salt, black peppercorns, whole nutmegs, grated Gruyère cheese]",American,sweet onion breakfast sausage bread crumb toasted pecan marjoram fresh parsley dried sage salt black peppercorn whole nutmeg grated gruy re cheese
97,Chips-and-Cheese-Chili-Casserole-_vegetarian_-GF_-1019296,"[corn chips, chili, black beans, salsa, shredded cheese, sour cream]",American,corn chip chili black bean salsa shredded cheese sour cream
98,Sugar-Steak-with-Bourbon-576585,"[flank steak, light brown sugar, bourbon whiskey, red pepper flakes, kosher salt]",American,flank steak light brown sugar bourbon whiskey red pepper flake kosher salt
99,Chicken-Fried-Steak-1284704,"[cube steaks, flour, milk, salt, pepper, cooking oil]",American,cube steak flour milk salt pepper cooking oil
100,Smoked-Spare-Ribs-512111,"[pork spare ribs, light brown sugar, chili powder, ground cumin, salt, dry mustard, garlic powder, onion powder, white pepper, cayenne pepper, barbecue sauce]",American,pork spare rib light brown sugar chili powder ground cumin salt dry mustard garlic powder onion powder white pepper cayenne pepper barbecue sauce
101,Seared-Scallops-with-Fennel-and-Grapefruit-Salad-MyRecipes-243693,"[red grapefruit, fennel bulb, Italian parsley leaves, extra-virgin olive oil, kosher salt, sea scallops, ground black pepper]",American,red grapefruit fennel bulb italian parsley leaf extra virgin olive oil kosher salt sea scallop ground black pepper
102,New-Years-Day-Blackeye-Pea-One-Pot-Meal-1112840,"[black-eyed peas, olive oil, onions, chopped garlic, ground turkey, lean ground pork, worcestershire sauce, creole seasoning, dried basil, white wine, long-grain rice, buttermilk biscuits]",American,black eyed pea olive oil onion chopped garlic ground turkey lean ground pork worcestershire sauce creole seasoning dried basil white wine long grain rice buttermilk biscuit
103,Honey_roasted-Pork-My-Recipes,"[boneless pork loin, honey, dijon mustard, black peppercorns, dried thyme, salt, apples, watercress, orange]",American,boneless pork loin honey dijon mustard black peppercorn dried thyme salt apple watercress orange
104,Creamy-Crawfish-Pasta-1597643,"[unsalted butter, yellow onion, chopped celery, garlic, all-purpose flour, heavy whipping cream, chicken broth, dry white wine, crawfish, fresh parsley, kosher salt, chopped fresh thyme, creole seasoning, fettucine, celery leaves, lemon wedges]",American,unsalted butter yellow onion chopped celery garlic all purpose flour heavy whipping cream chicken broth dry white wine crawfish fresh parsley kosher salt chopped fresh thyme creole seasoning fettucine celery leaf lemon wedge
