,id,rating,recipeName,sourceDisplayName
0,Italian-Crescent-Casserole-685397,4,Italian Crescent Casserole,
1,One-Pot-Hamburger-Helper-Lasagna-1711656,4,One Pot Hamburger Helper Lasagna,Jo Cooks
2,Creamy_-Four-Cheese-_-Garlic-Spaghetti-1682822,4,"Creamy, Four-Cheese & Garlic Spaghetti",Yellow Bliss Road
3,Kohlrabi-Risotto-with-Roasted-Tomatoes-and-Pancetta-1711231,4,Kohlrabi Risotto with Roasted Tomatoes and Pancetta,Simple Seasonal
4,Chicken-Bruschetta-1710258,4,Chicken Bruschetta,Center Cut Cook
5,Garlic-Lovers_-Spaghetti-1711130,4,Garlic Lovers' Spaghetti,Gimme Some Oven
6,Carbonara-1712319,3,Carbonara,popsugar.com
7,Scallion-Pesto-with-Swiss-Chard-and-Scallops-1711119,4,Scallion Pesto with Swiss Chard and Scallops,Savory Experiments
8,Italian-Sausage-and-Asparagus-Risotto-1700628,4,Italian Sausage and Asparagus Risotto,Venturists
9,Pea-and-Pesto-Risotto-1704441,4,Pea and Pesto Risotto,Prevention RD
10,Linguine-With-Parsley-Sauce-1701842,4,Linguine With Parsley Sauce,Wine Lady Cooks
11,Spinach-and-Ricotta-Stuffed-Shells-1597834,4,Spinach and Ricotta Stuffed Shells,Fork Knife Swoon
12,One-Pot-Hamburger-Helper-Lasagna-1713060,4,One Pot Hamburger Helper Lasagna,Jo Cooks
13,Veggie-Lasagna-1702973,4,Veggie Lasagna,Wendi Polisi
14,Italian-Stuffed-Bell-Peppers-1685152,3,Italian Stuffed Bell Peppers,Everyday Diabetic Recipes
15,Best-Lasagna-1698933,4,Best Lasagna,Culinary Envy
16,Chicken-Bruschetta-Pasta-1621606,4,Chicken Bruschetta Pasta,Diethood
17,Lasagna-with-a-twist-297336,4,Lasagna With A Twist,Mizkan Brand
18,Easy-30-Minute-Chicken-Piccata-1701388,4,Easy 30 Minute Chicken Piccata,Pack Momma
19,Classic-Lasagna-1629867,4,Classic Lasagna,Num's the Word
20,Italian-Chicken-Potato-and-Green-Bean-Bake-988992,4,Italian Chicken Potato and Green Bean Bake,Cheese Curd in Paradise
21,Fettuccine-Alfredo-1684914,3,Fettuccine Alfredo,Cookstr
22,Garlic-Lovers_-Spaghetti-1710387,4,Garlic Lovers' Spaghetti,Gimme Some Oven
23,Slow-Cooker-Spaghetti-Bolognese-Sauce-1711549,4,Slow Cooker Spaghetti Bolognese Sauce,The Chunky Chef
24,Easy-Chicken-Parmesan-1599198,4,Easy Chicken Parmesan,Mommy's Fabulous Finds
25,Pasta-al-Pomodoro-1708774,4,Pasta al Pomodoro,Buttercream Blonde
26,Zesty-Italian-Crescent-Casserole-685404,4,Zesty Italian Crescent Casserole,
27,Southern-Italian-Grilled-Tuna-Steaks-1701952,4,Southern Italian Grilled Tuna Steaks,All Our Way
28,One-Skillet-Italian-Sausage-Pasta-1597291,3,One-Skillet Italian Sausage Pasta,Hunt's
29,Linguine-With-Clams-In-Less-Than-30-Minutes-1711227,4,Linguine With Clams In Less Than 30 Minutes,La Jolla Mom
30,Olive-Garden-Tuscan-Garlic-Chicken-1708720,4,Olive Garden Tuscan Garlic Chicken,Secret Copycat Restaurant
31,Pizza-Slow-Cooker-Stuffed-Peppers-1679148,4,Pizza Slow Cooker Stuffed Peppers,A Spicy Perspective
32,Italian-Meatloaf-1693797,4,Italian Meatloaf,US RECIPE
33,Fettuccine-Pesto-Pasta-1704560,4,Fettuccine Pesto Pasta,Health Nut Hayley
34,Zucchini-Lasagna-1708086,4,Zucchini Lasagna,Enjoy cooking
35,Italian-Meatballs-1607068,4,Italian Meatballs,Life Made Simple
36,Crock-Pot-Italian-Meatballs-1711333,4,Crock Pot Italian Meatballs,My Mommy Style
37,Baked-Italian-Chicken-1705652,4,Baked Italian Chicken,Kim's Cravings
38,Spaghetti-With-Fresh-Tomato-and-Basil-Sauce-1702585,3,Spaghetti With Fresh Tomato and Basil Sauce,New York Times Cooking
39,Italian-Style-Stuffed-Paleo-Peppers-1686088,4,Italian Style Stuffed Paleo Peppers,Intentional Hospitality
40,Tuscan-Summer-Pasta-1712921,4,Tuscan Summer Pasta,Lisa G Cooks
41,Lasagna-Rolls-1535130,4,Lasagna Rolls,Stetted
42,Cacio-e-Pepe-1624542,4,Cacio e Pepe,PureWow
43,Gnocchi-Closet-Cooking-54963,5,Gnocchi,Closet Cooking
44,Spaghetti-alla-Carbonara-1643618,4,Spaghetti alla Carbonara,Home Cooking Recipe Box
45,Stuffed-Shells-with-Spinach-1664181,4,Stuffed Shells with Spinach,Everyday Good Thinking
46,Cheesy-Italian-Tortellini-1706029,3,Cheesy Italian Tortellini,MOMables
47,Spinach-and-Ricotta-Lazy-Lasagna-580112,3,Spinach and Ricotta Lazy Lasagna,CBC - Steven and Chris
48,Crockpot-Italian-Chicken-1657787,4,Crockpot Italian Chicken,Cooking for you
49,Turkey-and-Artichoke-Stuffed-Shells-with-Arrabbiata-Sauce-1712224,4,Turkey and Artichoke Stuffed Shells with Arrabbiata Sauce,Tracey's Culinary Adventures
50,Garlic-Lovers_-Spaghetti-1710333,4,Garlic Lovers' Spaghetti,Gimme Some Oven
51,Spaghetti-alla-Carbonara-1641632,4,Spaghetti alla Carbonara,Foodie Crush
52,Spinach-and-Ricotta-Stuffed-Pasta-Shells-1694486,4,Spinach and Ricotta Stuffed Pasta Shells,Crunchy Creamy Sweet
53,Baked-Garlic-Parmesan-Chicken-1032476,3,Baked Garlic Parmesan Chicken,BigOven
54,Classic-Spaghetti-with-Meat-Sauce-1668194,4,Classic Spaghetti with Meat Sauce,Simply Whisked
55,Pasta-with-Sweet-Italian-Sausage-1706386,4,Pasta with Sweet Italian Sausage,Hungry Couple
56,Chicken-Mozzarella-Pasta-with-Sun-Dried-Tomatoes-761703,4,Chicken Mozzarella Pasta with Sun-Dried Tomatoes,Julia's Album
57,Chicken-Piccata-1677687,3,Chicken Piccata,Cookstr
58,Chicken-Piccata-with-Artichokes-1707864,4,Chicken Piccata with Artichokes,Taste
59,Tomato-and-Pesto-Pizza-1682827,4,Tomato and Pesto Pizza,Savory Experiments
60,Lasagna-1704692,3,Lasagna,New York Times Cooking
61,Baked-shells-with-tomato-and-mozzarella-310024,5,Baked Shells with Tomato and Mozzarella,Big Girls Small Kitchen
62,Fast-_-Easy-Turkey-Sausage-Penne-1705365,4,Fast & Easy Turkey Sausage Penne,Live from Julie's House
63,Dump-and-Bake-Italian-Meatball-and-Rice-Casserole-1661967,4,Dump and Bake Italian Meatball and Rice Casserole,The Seasoned Mom
64,Linguine-with-Pesto-Sauce-1690858,4,Linguine with Pesto Sauce,Olives-n-Okra
65,EASY-SPAGHETTI-AND-MEATBALLS-1687805,4,EASY SPAGHETTI AND MEATBALLS,J's Kitchen By Khadija.
66,Creamy-One-Pot-Shells-and-Beef-1635472,3,Creamy One-Pot Shells and Beef,Meatloaf and Melodrama
67,Italian-Sausage-Bow-Tie-Pasta-1531970,4,Italian Sausage Bow Tie Pasta,A Dish of Daily Life
68,Sun-Dried-Tomato-Pesto-1606716,4,Sun-Dried Tomato Pesto,Amanda's Cookin'
69,Easy-Ravioli-Lasagna-1686330,4,Easy Ravioli Lasagna,Alida's Kitchen
70,Tomato-Basil-Pizza_-1709585,4,Tomato Basil Pizza!,Kecia's Flavor Breakthrough
71,Chicken-Piccata-with-Artichokes-1587302,4,Chicken Piccata with Artichokes,Taste
72,Gwyneth-Paltrow-Carbonara-1616193,3,Gwyneth Paltrow Carbonara,popsugar.com
73,Mushroom-Risotto-1702687,3,Mushroom Risotto,Cleveland.Com
74,Broccoli-pesto-pasta-305608,5,Broccoli Pesto Pasta,Tori Avey
75,Pan-Fried-Italian-Chicken-Thighs-1590332,4,Pan Fried Italian Chicken Thighs,Barefeet In The Kitchen
76,Baked-chicken-parmesan-352473,5,Baked Chicken Parmesan,Skinnytaste
77,Homemade-Tuscan-Style-Pizza-1708467,4,Homemade Tuscan Style Pizza,My Mini Adventure
78,Tomato-and-Basil-Risotto-1701944,3,Tomato and Basil Risotto,New York Times Cooking
79,Parmesan-crusted-bruschetta-chicken--299493,4,Parmesan-crusted Bruschetta Chicken ,Unilever North America
80,Spaghetti-Pasta-Carbonara-1532554,5,Spaghetti Pasta Carbonara,Simply Recipes
81,Veggie-Lasagna-1698743,3,Veggie Lasagna,Team Beachbody
82,Mario-Batalis-Penne-allArrabbiata-1637100,3,Mario Batali’s Penne all’Arrabbiata,New York Times Cooking
83,Spaghetti-with-prawns-and-tomatoes-_Spaghetti-con-gamberetti-e-pomodorini_-1704044,4,Spaghetti with prawns and tomatoes (Spaghetti con gamberetti e pomodorini),The Artistic Soul
84,Chicken-Parmesan-Wonton-_Cupcakes_-932001,4,"Chicken Parmesan Wonton ""Cupcakes""",Emily Bites
85,Auto-Draft-1713312,4,Auto Draft,Boulder Locavore
86,Roasted-Red-Pepper_-Mozzarella-and-Basil-Stuffed-Chicken-988622,4,"Roasted Red Pepper, Mozzarella and Basil Stuffed Chicken",Barbells And Bellinis
87,Pasta-with-garlicky-broccoli-rabe-305651,5,Pasta with Garlicky Broccoli Rabe,Smitten Kitchen
88,Sea-bass-fillets-with-Italian-style-vegetables-1709096,4,Sea bass fillets with Italian style vegetables,Profer Foodie
89,Parmesan-crusted-chicken-300048,4,Parmesan Crusted Chicken,Unilever North America
90,Pasta-Aglio_-Olio-e-Peperoncino-1643455,3,"Pasta Aglio, Olio e Peperoncino",New York Times Cooking
91,Baked-pesto-chicken-309449,5,Baked Pesto Chicken,Kalyn's Kitchen
92,Spicy-Spaghetti-with-Garlic-and-Olive-Oil-_Aglio_-olio-e-peperoncino_-1597654,3,"Spicy Spaghetti with Garlic and Olive Oil (Aglio, olio e peperoncino)",Italian Recipes
93,Traditional-Lasagna-1682068,4,Traditional Lasagna,Dreamfields
94,Vegan-Tofu-Spinach-Lasagna-1711246,3,Vegan Tofu Spinach Lasagna,Good Housekeeping
95,Skillet-Sausage-and-Pepper-Calzone-1701803,4,Skillet Sausage and Pepper Calzone,Let's Dish
96,Roman-style-spaghetti-alla-carbonara-306162,5,Roman-Style Spaghetti Alla Carbonara,Food Republic
97,The-Best-Vegan-Lasagna-1680656,4,The Best Vegan Lasagna,Hummusapien
98,Aglio-e-Olio-1641504,3,Aglio e Olio,Goop
99,Tomato-and-Basil-Risotto-1701967,3,Tomato and Basil Risotto,New York Times Cooking
100,Spicy-Italian-Meatballs-1701698,3,Spicy Italian Meatballs,PepperScale
101,Brown-Butter-Gnocchi-with-Asparagus-and-Peas-1702533,4,Brown Butter Gnocchi with Asparagus and Peas,Crumb
102,Parsnip-Spaghetti-All_Amatriciana-1708808,4,Parsnip Spaghetti All'Amatriciana,Inspiralized
103,Grilled-Italian-Pesto-Chicken-1695965,4,Grilled Italian Pesto Chicken,No Fail Recipes
104,Chicken-Alfredo-Baked-Ziti-1194975,4,Chicken Alfredo Baked Ziti,Gimme Some Oven
105,Italian-Sausage-Bow-Tie-Pasta-_Recipe-1706645,4,Italian Sausage Bow Tie Pasta #Recipe,My Favorite Recipes
106,The-Best-Spaghetti-1539924,4,The Best Spaghetti,Thanks for Cookin
107,Summer-Pasta-With-Zucchini_-Ricotta-and-Basil-1707250,3,"Summer Pasta With Zucchini, Ricotta and Basil",New York Times Cooking
108,Spaghetti-alla-Puttanesca-1704559,4,Spaghetti alla Puttanesca,Laura Santtini
109,Italian-Sausage-Penne-Bake-1697205,4,Italian Sausage Penne Bake,Faithfully Free
110,Italian-Beef-1625382,4,Italian Beef,Ann's Entitled Life
111,Homemade-Pizza-Dough-1684729,4,Homemade Pizza Dough,Little Figgy
112,Eggplant-Lasagna-1698879,3,Eggplant Lasagna,Kraft
113,Skillet-Chicken-Parmesan-1704381,3,Skillet Chicken Parmesan,Mother Thyme
114,Rustic-Italian-Zucchini-_Sauce_-with-Penne-1684076,4,"Rustic Italian Zucchini ""Sauce"" with Penne",Simple Nourished Living
115,Risotto-With-Tastasal-1709752,4,Risotto With Tastasal,GoodFood
116,Cacio-e-Pepe-_cheese-_-pepper-pasta_-1641809,4,Cacio e Pepe (cheese & pepper pasta),Joy in Every Season
117,Healthier-Eggplant-Parmesan-1688133,3,Healthier Eggplant Parmesan,Silver Foodie
118,Spaghetti-With-Fresh-Tomato-and-Basil-Sauce-1702913,3,Spaghetti With Fresh Tomato and Basil Sauce,New York Times Cooking
119,Shrimp-Fettuccine-Alfredo-439573,4,Shrimp Fettuccine Alfredo,Framed Cooks
120,Italian-Stuffed-Peppers-1572750,3,Italian Stuffed Peppers,McCormick
121,Stromboli-1024536,4,Stromboli,The Eco Friendly Family
122,Eggplant-Cacciatore-1688547,4,Eggplant Cacciatore,Veggie Souls
123,Pan-roasted-chicken-with-mushrooms_-onions_-and-rosemary-310034,5,"Pan Roasted Chicken with Mushrooms, Onions, and Rosemary",Kalyn's Kitchen
124,Italian-Meatball-Dunkers-1611943,3,Italian Meatball Dunkers,Simek's
125,Spinach-lasagna-rolls-352461,5,Spinach Lasagna Rolls,Skinnytaste
126,Pasta-With-Tomatoes_-Capers_-Olives-and-Breadcrumbs-1695969,3,"Pasta With Tomatoes, Capers, Olives and Breadcrumbs",New York Times Cooking
127,Rustic-Veggie-Lasagna-1706466,4,Rustic Veggie Lasagna,12Tomatoes
128,Lemon-chicken-pasta-368995,5,Lemon Chicken Pasta,Framed Cooks
129,Succulent-chicken-parmesan-303792,4,Succulent Chicken Parmesan,Unilever North America
130,Avocado-And-Prawn-Risotto-_gluten-free_-1693602,3,Avocado And Prawn Risotto (gluten-free),Delicious.
131,Creamy-Garlic-Pasta-992572,4,Creamy Garlic Pasta,Nummies
