,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Snickers-Chocolate-Cake-Mix-Bars-1710321,3300.0,4,4,480.0,3780
1,Mango-Coconut-Popsicles-1699009,,5,10,,300
2,Man-Bars-1703874,,7,24,,2400
3,Best-Chocolate-Peanut-Butter-Cake-1697695,1800.0,25,168,5400.0,7200
4,Rolled-Pumpkin-Spice-Cake-with-Cranberry-Jam_-Grand-Marnier-Syrup-_-Cream-Cheese-Filling-1707844,,21,6,,4800
5,Caramel-Sauce-With-Milk-1598803,,4,1,,1200
6,Layered-Caramel-Pecan-Toffee-Ice-Cream-Crumble-Cake-1690324,600.0,9,10,600.0,1200
7,Browned-Butter-Toffee-Sugar-Cookies-1699110,,11,4,,2700
8,Blueberry-_-Peach-Cobbler-1712105,,15,4,,5400
9,Maple-Berry-Parfait-1710596,,9,4,,900
10,No-Bake-Scotcheroo-Pie-1682025,,8,8,1200.0,1200
11,Ocean-Cupcakes-in-a-Jar-1705202,,4,4,,2100
12,15-Minute-Strawberry-Jam-1683439,,5,4,,1200
13,Sweet-Corn-and-Coconut-Pudding-1708442,2700.0,6,6,,2700
14,Edible-Egg-less-Chocolate-Chip-Cookie-Dough-1117064,,8,4,300.0,300
15,Pumpkin-Spice-Custard-With-Marrow-Infusion-1712116,,9,4,,6300
16,Snickers-Ice-Cream-Cake-Bars-1711862,,10,4,2400.0,20400
17,Homemade-Reeses-Cups-1702187,300.0,6,21,3600.0,3900
18,Super-Easy-S_Mores-Bars-1698461,900.0,8,1,600.0,1500
19,Flourless-Chocolate-Cake-With-Matcha-Buttercream-1708952,,6,16,,1200
20,Southern-Blackberry-Cobbler-1628747,2700.0,7,8,600.0,3300
21,Sunburst-Lemon-Bars-1225941,,12,18,,5100
22,Healthy-4-Ingredient-Maple-Peanut-Butter-Fudge-_naturally-vegan_-gluten-free_-1601222,120.0,5,12,600.0,720
23,Peanut-Powder-Cookies-1705317,600.0,8,36,900.0,1500
24,Milk-And-Pistachio-Cookies-1705753,,9,4,,2700
25,Peanut-Butter-Lovers-Ice-Cream-1708422,1080.0,8,4,1200.0,2280
26,Chocolate-Pound-Cake-1575218,,11,12,,4800
27,Fudge-Brownie-Cookies-1707454,480.0,10,20,900.0,7200
28,Gluten-Free-Homemade-Peanut-Butter-Cups-1707566,,4,4,,1500
29,Sweet-_-Salty-Brownie-Ice-Cream-Sandwiches-1533140,,3,12,,11220
30,Old-Fashioned-Strawberry-Icebox-Cake-1648043,,5,9,900.0,900
31,Orange-Cream-Fruit-Dip-1693784,,5,16,,600
32,Seven-Minute-Frosting-1688889,,18,120,900.0,900
33,Vanilla-Bean-Yogurt-Dip-and-Patriotic-Fruit-Skewers-1704137,,8,1,900.0,900
34,Delicious-homemade-ice-cream-1643044,,4,4,,4500
35,Lemon-Meringue-Pie-1687870,,13,4,1200.0,1200
36,Marshmallow-Ice-Cream-1611286,,4,4,,2700
37,Sea-Salted-Chocolate-Honey-Peanut-Butter-Bars-1705035,0.0,12,4,900.0,900
38,Lavender-Ice-Cream-1679536,,6,1,,3600
39,Cheesecake-Stuffed-Strawberries-1186240,,5,24,,3000
40,Southern-Banana-Pudding-1679904,4500.0,5,14,900.0,5400
41,Cake-Raffaello-1703401,,4,4,,3300
42,Cranberry-Chocolate-Chip-Shortbread-1709102,720.0,8,16,600.0,1320
43,Frozen-Chocolate-Whips_-_Low-Carb-THM-S_-1548548,,5,12,,3300
44,Oreo-Cookie-Butter-1707547,,2,4,,900
45,Cherry-Marble-Cake-1682253,3600.0,11,14,1200.0,4800
46,Peanut-Butter-Cookies-1701004,2100.0,11,24,,2100
47,Croissant-Bread-Pudding-with-Lemon-Butter-and-Blueberries-1690140,,11,4,,5100
48,Rhubarb-Dump-Cake-1709796,3600.0,7,16,900.0,4500
49,Tangerine-Scented-Almond-Cookies-1701566,2400.0,4,25,,2400
50,Flourless-Dark-Chocolate-Torte-1639425,,6,12,,2400
51,Raspberry-Ganache-Thumbprints-1697843,900.0,15,30,1800.0,2700
52,No-Bake-Patriotic-Cheesecake-1713024,,8,12,,1500
53,NUT-CAKE-1706939,,7,4,,3900
54,Black-and-Blue-Cobbler-1707908,,18,10,,6300
55,S_mores-Pie_-1710764,,10,4,,3900
56,Peach-Blueberry-Cobbler-Cake-1712270,,9,12,,3000
57,Fresh-Strawberry-Cake-1689603,,13,4,,3900
58,Almond-Butter-Cups-1613767,,6,4,2700.0,2700
59,Easy-3-Ingredient-Fudge-1586396,,3,4,,1500
60,These-Shakeology-Chocolate-Peanut-Butter-Cups-Are-Everything-1711937,,5,12,300.0,2160
61,Slow-Cooker-Toffee-Cake-1702435,,8,4,,3000
62,Root-Beer-Float-Ice-Cream-Cake-1711859,,16,4,,5100
63,XL-Chocolate-Chip-Cookie-in-a-Mug-1693326,,8,4,,1500
64,Bourbon-Brown-Sugar-Ice-Cream-1687671,,7,4,,4200
