,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
0,Lemonade-Popsicles-1682120,,3,4.0,600.0,15000
1,Best-Peanut-Butter-Buttercream-Frosting-1682977,,5,4.0,,1200
2,Omega-Chocolate-Bars-1695745,120.0,5,25.0,1080.0,1200
3,Greek-Yogurt-Truffles-1693365,,4,8.0,,2700
4,Pralines-and-Cream-Ice-Cream-1703720,,10,4.0,,3300
5,Apple-Pie-Cookies-1697246,600.0,13,24.0,1200.0,1800
6,4th-of-July-Ice-Pops-1709323,,5,8.0,900.0,900
7,Clotted-Cream-Ice-Cream-1709543,900.0,5,2.0,900.0,1800
8,Coffee-Creme-Brulee-1701123,10200.0,6,6.0,600.0,10800
9,Peanut-Butter-Stuffed-Brownies-1580185,1500.0,10,4.0,600.0,2100
10,Ice-Cream-Maker-Easy-Lemon-Sorbet-1712698,2400.0,3,450.0,600.0,3000
11,Red_-White-and-Blueberry-Shortcakes-1710485,,13,8.0,,3900
12,Layered-Butterscotch-Delight-1702272,18000.0,11,16.0,600.0,18600
13,Cheesecakes-In-The-Oven-1712470,,6,4.0,,2700
14,Crushed-Oreo-Triangles-1704625,,9,4.0,,2100
15,Chocolate-Meringue-1701754,,3,4.0,,3300
16,Nutella-Peanut-Butter-Fudge-1707738,,4,4.0,,1200
17,Youve-_Really_-Never-Eaten-Apple-Pie-Like-This-Before-1709210,,10,3.0,,4200
18,Homemade-Paleo-Chocolate-1712090,,5,8.0,,1200
19,Easy-No-Churn-Oreo-Ice-Cream-1689733,,4,4.0,,1200
20,Pralines-and-Cream-Ice-Cream-1704889,,10,4.0,,3300
21,Churros-1598906,,9,4.0,,1800
22,Thin-Mint-Frosting-1708769,,6,4.0,,1500
23,Iced-Coffee-Pops-1711522,,3,10.0,600.0,600
24,Copycat-Wendy_s-Frosty-1695928,,4,4.0,,2400
25,_Better-Than-Starbucks_-Glazed-Lemon-Cake-1712765,,14,10.0,,4800
26,Black-Forest-Trifle-1700374,,4,4.0,,3000
27,Ultimate-Bakery-Style-Rice-Krispies-Treats-1632488,600.0,5,12.0,300.0,900
28,Apple-Pie-Chimichangas-1701509,,6,8.0,900.0,900
29,Strawberry-Cookies-1701901,,4,60.0,,1500
30,The-BEST-Cream-Cheese-Frosting-1583689,,4,4.0,,900
31,_No-Fry_-Apple-Pies-1710597,2100.0,8,64.0,1500.0,9000
32,Red-White-and-Blue-Fudge-1712640,,6,4.0,,900
33,Brownie-Batter-Hummus-1679710,,5,2.0,300.0,300
34,Peanut-M_Ms-Cookies-1685901,720.0,8,24.0,300.0,1020
