id,rating,bitter,meaty,piquant,salty,sour,sweet,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds,ingredient_list,course
1-Minute-Lentil-Salad-1639395,3,,,,,,,,3,6,60.0,60.0,"[lentils, feta cheese crumbles, sauce]",salad
10-Minute-Thai-Shrimp_-Cucumber-_-Avocado-Salad-1713295,4,0.5,0.166666666667,0.166666666667,0.833333333333,0.166666666667,0.166666666667,,8,2,,2700.0,"[rice vinegar, fish sauce, agave nectar, garlic chili sauce, shrimp, english cucumber, avocado, cilantro]",salad
10-Minute-Tomato-and-Walnut-Salad-1681561,4,,,,,,,,8,4,600.0,600.0,"[extra-virgin olive oil, pomegranate molasses, salt, freshly ground black pepper, tomatoes, walnut halves, flat leaf parsley, ground sumac]",salad
15-Minute-Greek-Cucumber-Salad-1119811,4,0.166666666667,0.166666666667,0.333333333333,0.5,0.333333333333,0.166666666667,,12,4,900.0,900.0,"[red wine vinegar, extra-virgin olive oil, fresh oregano, dijon mustard, salt, freshly ground pepper, cucumber, cherry tomatoes, olives, purple onion, feta cheese, fresh basil]",salad
3-Healthy-Salad-Dressings_-1707545,4,0.166666666667,0.833333333333,0.166666666667,0.5,0.5,0.166666666667,,21,4,,900.0,"[orange juice, dijon mustard, cider vinegar, hemp oil, olive oil, poppy seeds, sea salt, apple cider vinegar, whole grain mustard, honey, oil, garlic, celery ribs, water, lemon juice, wheat, anchovy fillets, dates]",salad
3-Ingredient-Cucumber-Dill-Ribbon-Salad-1624433,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.166666666667,,5,4,,2100.0,"[seedless cucumber, white wine vinegar, fresh dill, salt, pepper]",salad
4-Ingredient-Chickpea-Salad-1708777,4,,,,,,,,6,4,,1500.0,"[chickpeas, extra-virgin olive oil, lemon juice, green onions, salt, pepper]",salad
4-Ingredient-Frito-_Salad_-1641651,4,,,,,,,,4,14,300.0,300.0,"[fritos, mayonnaise, diced celery, canned corn]",salad
4-Ingredient-Tangy-Potato-Salad-1641682,4,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.833333333333,0.166666666667,900.0,4,5,300.0,1200.0,"[potatoes, apple cider vinegar, whole grain dijon mustard, scallions]",salad
5-Bean-Salad-1631701,4,,,,,,,,14,7,,1500.0,"[corn, kidney beans, garbanzo beans, pinto beans, cannellini beans, black-eyed peas, extra-virgin olive oil, purple onion, champagne vinegar, sugar, kosher salt, freshly ground pepper, fresh cilantro, oregano leaves]",salad
5-Ingredient-Corn-Salad-1695247,4,,,,,,,,6,6,300.0,300.0,"[whole kernel corn, salt, purple onion, herbs, black pepper, cherry tomatoes]",salad
5-Ingredient-Tomato_-Cucumber-_-Avocado-Salad-1105548,4,0.333333333333,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.166666666667,,7,3,600.0,600.0,"[tomatoes, english cucumber, avocado, cilantro, lime juice, kosher salt, ground pepper]",salad
5-Minute-Apple-Cranberry-Salad-1336215,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.5,,5,2,300.0,300.0,"[apples, grapes, dried cranberries, walnuts, vanilla yogurt]",salad
5-Minute-Chopped-Chickpea-Salad-1535489,4,0.5,0.166666666667,0.166666666667,0.166666666667,0.833333333333,0.5,,13,6,300.0,300.0,"[chickpeas, cucumber, green bell pepper, white onion, cherry tomatoes, parsley, lemon, olive oil, sea salt, black pepper, italian seasoning, smoked paprika, feta cheese]",salad
5-Minute-Flavor-packed-Kimchi-Vinaigrette-1707195,4,0.166666666667,0.833333333333,0.166666666667,0.0,0.166666666667,0.0,,6,4,300.0,300.0,"[grapeseed oil, liquid, dry mustard, agave nectar, rice vinegar, shallots]",salad
5-Minute-Tomato-Salad-1304808,4,0.333333333333,0.166666666667,0.0,0.333333333333,0.833333333333,0.166666666667,,8,4,300.0,300.0,"[cherry tomatoes, extra-virgin olive oil, lemon, chopped garlic, purple onion, fresh parsley, salt, pepper]",salad
5-minute-Avocado-Dressing-1684860,3,0.833333333333,0.666666666667,0.0,0.5,0.666666666667,0.166666666667,,9,1,,900.0,"[avocado, extra-virgin olive oil, fresh cilantro, garlic, lemon juice, water, red wine vinegar, salt, pepper]",salad
50-Women-Game-Changers-in-Food---Patricia-Wells---Watermelon-and-Feta-Salad-1706682,4,0.166666666667,0.166666666667,0.0,0.666666666667,0.833333333333,0.5,,7,4,,1200.0,"[watermelon, Greek feta, fresh mint, baby greens, fine sea salt, lemon juice, extra-virgin olive oil]",salad
6-Ingredient-Caprese-Pasta-Salad-1625898,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.333333333333,0.166666666667,,6,4,,600.0,"[short pasta, fresh mozzarella balls, roma tomatoes, fresh basil leaves, extra-virgin olive oil, sea salt]",salad
8-Ingredient-Green-Quinoa-Salad-1691489,4,0.5,0.166666666667,0.0,0.333333333333,0.833333333333,0.166666666667,600.0,14,5,3000.0,3600.0,"[quinoa, edamame, parsley, dill, green onions, green grapes, avocado, arugula, sea salt, oregano, lime zest, lime, extra-virgin olive oil, salt]",salad
A-Great_-Skinny-Greek-Salad-1634452,4,,,,,,,,9,4,,1500.0,"[romaine lettuce, cucumber, medium tomatoes, purple onion, kalamata, fat free feta cheese, vinaigrette, dried leaves oregano]",salad
A-Quick-_-Easy-Salad-1710017,4,0.333333333333,0.166666666667,0.833333333333,0.5,0.833333333333,0.333333333333,,16,8,900.0,900.0,"[green cabbage, red cabbage, onions, large carrots, red bell pepper, dressing, rice vinegar, soy sauce, sesame oil, minced garlic, honey, fresh ginger, Sriracha, olive oil, mayonnaise, sesame seeds]",salad
A-Raw-Mango-Dressing-To-Perk-Up-Any-Salad-1182382,3,,,,,,,,6,4,,900.0,"[mango, lime, fresh basil, salt, pepper, ginger]",salad
A-Sweet-And-Sour-Side-Salad-1627813,4,0.166666666667,0.166666666667,0.0,0.0,0.166666666667,0.166666666667,,7,4,,1200.0,"[mirin, rice vinegar, grapeseed oil, cucumber, radishes, black sesame seeds, fresh dill]",salad
A-Warm-Cavolo-Nero-Salad-1712831,4,,,,,,,,9,2,,6300.0,"[sweet potatoes, purple onion, cavolo nero, red cabbage, olive oil, sea salt flakes, freshly ground black pepper, tahini paste, lemon juice]",salad
A-great-salad-for-Memorial-Day-1553150,4,0.666666666667,0.166666666667,0.0,0.333333333333,0.833333333333,0.333333333333,,10,4,,4500.0,"[lime, vegetable oil, honey, salt, garlic, ground black pepper, grape tomatoes, avocado, sweet corn, fresh cilantro]",salad
AVOCADO-AND-TOMATO-SALAD-1680212,4,0.5,0.166666666667,0.0,0.166666666667,0.833333333333,0.166666666667,,7,6,,1200.0,"[tomatoes, avocado, purple onion, chopped cilantro, lime, extra-virgin olive oil, salt]",salad
Addictive-Brussels-Sprouts-Salad-757948,4,0.833333333333,0.833333333333,0.166666666667,0.833333333333,0.833333333333,0.166666666667,,8,8,,1200.0,"[brussels sprouts, parmigiano reggiano cheese, toasted walnuts, extra-virgin olive oil, apples, dijon mustard, pepper, salt]",salad
Al_s-famous-hungarian-cucumber-salad-309230,5,0.666666666667,0.166666666667,0.5,0.833333333333,0.166666666667,0.166666666667,,10,6,,2100.0,"[english cucumber, table salt, paprika, sour cream, garlic cloves, white wine vinegar, sweet paprika, olive oil, ground black pepper]",salad
Alice-Waterss-Grapefruit-and-Avocado-Salad-1708093,3,,,,,,,900.0,7,4,,900.0,"[grapefruit, white wine vinegar, salt, freshly ground black pepper, extra-virgin olive oil, hass avocado, fresh chervil]",salad
Amish-Five-Bean-Salad-1679473,4,0.333333333333,0.333333333333,0.166666666667,0.166666666667,0.666666666667,0.666666666667,,11,15,,3000.0,"[green beans, wax beans, red kidnei beans, rins and drain, garbanzo beans, lima beans, green bell pepper, purple onion, canola oil, white vinegar, sugar, black pepper]",salad
Angel-Hair-and-Fresh-Tomato-Toss-1682912,4,0.5,0.666666666667,0.0,0.833333333333,0.833333333333,0.5,,10,8,,1500.0,"[Dreamfields Angel Hair, olive oil, fresh lemon juice, salt, baby arugula, cherries, shredded parmesan cheese, toasted pine nuts, pepper]",salad
Anti-Inflammatory-Salad-for-Cleansing-the-Body-of-Toxins-1630744,4,0.833333333333,0.166666666667,0.0,0.666666666667,0.833333333333,0.166666666667,,5,4,,600.0,"[lettuce, radishes, olive oil, apple cider vinegar, salt]",salad
Antipasto-Salad-1709407,4,,,,,,,,16,4,,3000.0,"[dried tomatoes, olive oil, seasoned rice wine vinegar, water, fresh basil leaves, salt, hard salami, thin deli ham, prosciutto, pepperoni, string cheese, lettuce, fresh mushrooms, artichokes, Manzanilla olives, pepperoncini]",salad
Apple-Cabbage-Slaw-1628944,4,,,,,,,,9,4,,2100.0,"[gala apples, coleslaw, green onions, whole grain mustard, vegetable oil, apple cider vinegar, honey, salt, ground black pepper]",salad
Apple-Cider-And-Honey-Vinaigrette-1640117,3,0.833333333333,0.833333333333,0.166666666667,0.833333333333,0.166666666667,0.666666666667,,6,4,,900.0,"[apple cider vinegar, dijon mustard, salt, black pepper, honey, extra-virgin olive oil]",salad
Apple-Cider-Vinegar-Coleslaw-1603170,4,0.333333333333,0.166666666667,0.166666666667,0.166666666667,0.833333333333,0.5,,8,5,600.0,600.0,"[green cabbage, shredded carrots, apple cider vinegar, maple syrup, dry mustard, celery seed, sea salt, ground pepper]",salad
Apple-Coleslaw-1680966,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.5,,8,4,,1200.0,"[shredded coleslaw mix, apples, finely chopped onion, organic cane sugar, sea salt, white vinegar, olive oil, greek yogurt]",salad
Apple-Cranberry-Salad-1696465,3,0.166666666667,0.166666666667,0.0,0.166666666667,0.333333333333,0.5,8100.0,9,6,900.0,9000.0,"[Kraft Mayonnaise, Knudsen Sour Cream, sugar, red delicious apples, golden delicious apples, walnuts, dried cranberries, celery, lettuce leaves]",salad
Apple-Cranberry-Salad-Recipe-and-What-is-Endive_-1686431,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.5,0.5,,9,4,600.0,600.0,"[extra-virgin olive oil, frozen cranberry juice concentrate, Balsamico Bianco, curly endive, granny smith apples, dried cranberries, chopped pecans, salt, pepper]",salad
Apple-Cranberry-Spinach-Salad-with-Pecans_-Avocados-_and-Balsamic-Vinaigrette-Dressing_-1059758,4,,,,,,,,8,4,1800.0,1800.0,"[baby spinach, granny smith apples, gala apples, avocado, pecan halves, mandarin oranges, dried cranberries, balsamic vinaigrette salad dressing]",salad
Apple-Pecan-Coleslaw-1680551,4,0.166666666667,0.166666666667,0.0,0.5,0.833333333333,0.5,,7,8,900.0,900.0,"[slaw mix, red delicious apples, mayonnaise, sugar, apple cider vinegar, salt, chopped pecans]",salad
Apple-Salad-1018995,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.833333333333,,5,4,,1200.0,"[apples, celery ribs, dates, mini marshmallows, mayonnaise]",salad
Apple-Walnut-Salad-1285454,4,0.5,0.833333333333,0.0,0.166666666667,0.5,0.5,,5,4,600.0,600.0,"[spinach, granny smith apples, walnuts, crumbled cheese, vinaigrette]",salad
Apple-Walnut-Salad-with-Balsamic-Vinaigrette-Dressing-1628096,4,0.166666666667,0.666666666667,0.166666666667,0.166666666667,0.333333333333,0.666666666667,,9,4,,900.0,"[apples, walnuts, lettuce, crumbled cheese, olive oil, balsamic vinegar, sugar, garlic, mustard]",salad
Apple-and-Sweet-Onion-Vinaigrette-1623677,4,,,,,,,,6,6,,900.0,"[rice vinegar, sweet onion, gala apples, soy sauce, sugar, vegetable oil]",salad
Applebees-Oriental-Dressing-_Copycat_-636357,3,,,,,,,0.0,5,12,600.0,600.0,"[honey, rice vinegar, mayonnaise, Grey Poupon Dijon Mustard, sesame oil]",salad
Apricot-salad-dressing-345424,5,,,,,,,,7,4,,900.0,"[olive oil, lemon juice, apple cider vinegar, apricots, dijon mustard, stevia, sea salt]",salad
Arabic-Potato-Salad-1691473,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.166666666667,,7,7,,2100.0,"[potatoes, juice, olive oil, minced garlic, fresh parsley, salt, pepper]",salad
Arugula-Parmesan-Salad-with-Simple-Lemon-Vinaigrette-1667596,4,0.833333333333,0.833333333333,0.0,0.833333333333,0.833333333333,0.166666666667,,7,4,600.0,600.0,"[baby arugula, grated parmesan cheese, olive oil, lemon juice, salt, pepper, granulated garlic]",salad
Arugula-Parmesan-Salad-with-Simple-Lemon-Vinaigrette-895995,4,0.833333333333,0.833333333333,0.0,0.833333333333,0.833333333333,0.166666666667,,7,4,600.0,600.0,"[baby arugula, grated parmesan cheese, olive oil, lemon juice, salt, pepper, granulated garlic]",salad
Arugula-Pasta-Salad-1690691,4,0.833333333333,0.333333333333,0.0,0.5,0.833333333333,0.166666666667,600.0,11,4,300.0,900.0,"[whole wheat fusilli, arugula, grape tomatoes, capers, shredded parmesan cheese, olive oil, lemon, garlic, fresh basil, salt, black pepper]",salad
Arugula-Salad-with-Lemon-Vinaigrette-1708118,4,0.833333333333,0.833333333333,0.0,0.833333333333,0.833333333333,0.166666666667,,8,4,,900.0,"[lemon juice, white wine vinegar, olive oil, salt, pepper, lettuce, grated parmesan cheese, shaved parmesan cheese]",salad
Arugula-Salad-with-Parmesan_-Lemon-and-Olive-Oil-1591425,4,0.833333333333,0.833333333333,0.0,0.833333333333,0.833333333333,0.166666666667,,5,2,,900.0,"[baby arugula, freshly grated parmesan, olive oil, cracked black pepper, lemon juice]",salad
Arugula-Salad-with-Peaches-and-Mozzarella-1699330,3,0.166666666667,0.166666666667,0.0,0.166666666667,0.666666666667,0.5,,5,4,600.0,600.0,"[arugula, peaches, fresh mozzarella cheese, extra-virgin olive oil, balsamic vinegar]",salad
Arugula-Strawberry-Salad-with-Meyer-Lemon-Vinaigrette-1006175,4,0.833333333333,0.666666666667,0.5,0.833333333333,0.833333333333,0.333333333333,,7,2,,1200.0,"[baby arugula, strawberries, sliced almonds, Meyer lemon juice, avocado oil, salt, ground pepper]",salad
Arugula-_-Roasted-Pepper-Salad-1531650,4,,,,,,,,4,6,,900.0,"[arugula, red bell pepper, sliced, loosely packed fresh basil leaves, Wish-Bone Balsamic Vinaigrette Dressing]",salad
Arugula-and-Pomegranate-Salad-with-Quinoa-1712525,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.666666666667,0.5,,9,4,,1800.0,"[arugula, pomegranate, water, quinoa, feta cheese, extra-virgin olive oil, lemon, salt, black pepper]",salad
Arugula-and-Shaved-Zucchini-Salad-1693288,4,,,,,,,,6,4,,900.0,"[zucchini, arugula, lemon dressing, grana padano, salt, pepper]",salad
Arugula-and-gorgonzola-salad-with-balsamic-vinegar-309958,5,,,,,,,,6,2,,600.0,"[baby arugula, crumbled gorgonzola, extra-virgin olive oil, balsamic vinegar, ground black pepper, salt]",salad
Arugula-salad-345401,5,0.166666666667,0.333333333333,0.0,0.166666666667,0.833333333333,0.5,,5,4,,1200.0,"[arugula, raspberries, apple cider vinegar, olive oil, raspberry jam]",salad
Arugula-salad-with-feta-and-fresh-tomato-balsamic-vinaigrette-309620,5,,,,,,,,6,4,,1200.0,"[baby arugula, feta cheese crumbles, ground black pepper, diced tomatoes, balsamic vinegar, extra-virgin olive oil]",salad
Arugula-salmon-salad-with-capers-and-shaved-parmesan-352109,5,0.833333333333,0.666666666667,0.0,0.833333333333,0.166666666667,0.166666666667,,8,1,,1200.0,"[arugula, wild salmon, capers, red wine vinegar, extra-virgin olive oil, parmesan cheese, salt, pepper]",salad
Asian-Broccoi-Slaw-1240277,3,0.833333333333,0.666666666667,0.0,0.333333333333,0.833333333333,0.5,,6,4,,1800.0,"[slaw mix, purple onion, dried cranberries, Soy Vay® Toasted Sesame Dressing & Marinade, sliced almonds, scallions]",salad
Asian-Chicken-Salad-1705276,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.333333333333,,7,2,,1500.0,"[boneless skinless chicken breasts, salad dressing, salad greens, navel oranges, snow peas, small carrots, slivered almonds]",salad
Asian-Chopped-Chicken-Salad-1707656,4,0.666666666667,0.166666666667,0.166666666667,0.833333333333,0.833333333333,0.166666666667,,19,6,1200.0,1200.0,"[fresh lime juice, sesame oil, olive oil, light soy sauce, miso paste, garlic, fresh ginger, ground black pepper, napa cabbage, celery ribs, carrots, red bell pepper, edamame, english cucumber, chicken breasts, toasted sesame seeds, salt, pepper, fresh cilantro]",salad
Asian-Cucumber-Salad-1243944,4,,,,,,,,7,4,,1200.0,"[cucumber, honey, rice vinegar, soy sauce, sesame oil, toasted sesame seeds, chili flakes]",salad
Asian-Cucumber-Salad-1690782,4,0.833333333333,0.166666666667,0.0,0.833333333333,0.166666666667,0.333333333333,,7,4,,1500.0,"[english cucumber, soy sauce, toasted sesame oil, sugar, ginger, rice vinegar, toasted sesame seeds]",salad
Asian-Cucumber-and-Carrot-Salad-1627416,4,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.333333333333,0.5,1200.0,10,4,600.0,1800.0,"[cucumber, large carrots, rice vinegar, lime juice, honey, sesame oil, salt, red pepper flakes, cilantro, sesame seeds]",salad
Asian-Cucumber-and-Carrot-Salad-490119,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.333333333333,,8,4,,1800.0,"[cucumber, carrots, grapeseed oil, rice vinegar, oil, sugar, soy sauce, toasted sesame seeds]",salad
Asian-Ginger-Carrot-Dressing-1688338,4,0.833333333333,0.333333333333,0.0,0.833333333333,0.333333333333,0.333333333333,,14,3,,600.0,"[shredded carrots, minced onion, fresh ginger, garlic, celery, peanut oil, rice vinegar, water, tomato paste, low sodium soy sauce, raw sugar, lemon juice, salt, freshly ground black pepper]",salad
Asian-Pasta-Salad-1635714,4,0.833333333333,0.166666666667,0.333333333333,0.833333333333,0.833333333333,0.5,,12,6,,2700.0,"[linguine, green onions, carrots, red bell pepper, chopped celery, low sodium soy sauce, vegetable oil, light brown sugar, rice vinegar, sweet chili sauce, sesame oil, ginger]",salad
Asian-Pasta-Salad-_Healthiersideofmayo-1712914,4,0.333333333333,0.833333333333,0.0,0.5,0.666666666667,0.166666666667,480.0,10,8,600.0,1080.0,"[gluten, spaghetti, Hellmann's® Real Mayonnaise, soy sauce, rice vinegar, toasted sesame oil, napa cabbage, shredded carrots, chopped fresh cilantro]",salad
Asian-Peanut-Coconut-Dressing-1713180,4,,,,,,,,12,2,,1200.0,"[coconut milk yogurt, creamy peanut butter, Asian sweet chili sauce, red curry paste, lime juice, sugar, soy sauce, rice vinegar, cilantro, garlic cloves, milk, ground ginger]",salad
Asian-Pear-Salad-1696309,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.666666666667,0.333333333333,,5,4,240.0,240.0,"[salad greens, asian pear, sliced green onions, dressing, black sesame seeds]",salad
Asian-Potato-Salad-with-Seven-Minute-Egg-1690101,4,0.833333333333,0.166666666667,0.166666666667,0.833333333333,0.666666666667,0.166666666667,1800.0,11,4,1200.0,3000.0,"[fingerling potatoes, celery, purple onion, parsley, mayonnaise, garlic chili sauce, hoisin sauce, soy sauce, salt, pepper, eggs]",salad
Asian-Salad-Dressing-1640711,4,0.833333333333,0.166666666667,0.0,0.833333333333,0.166666666667,0.5,60.0,6,1,60.0,120.0,"[vegetable oil, rice vinegar, hoisin sauce, soy sauce, fresh ginger, toasted sesame oil]",salad
Asian-Salad-Dressing-1660849,4,0.833333333333,0.833333333333,0.0,0.833333333333,0.166666666667,0.666666666667,,7,4,,900.0,"[honey, almond butter, garlic, olive oil, rice vinegar, soy sauce, water]",salad
Asian-Salad-Dressing-1693647,4,0.833333333333,0.833333333333,0.0,0.833333333333,0.166666666667,0.166666666667,,5,12,300.0,300.0,"[rice vinegar, low sodium soy sauce, ground ginger, garlic cloves, canola oil]",salad
Asian-Sesame-Mason-Jar-Salad-1688099,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.5,,6,3,900.0,900.0,"[mixed salad greens, broccoli florets, cherry tomatoes, pea pods, purple onion, mandarin oranges]",salad
Asian-Spaghetti-Salad-with-Sesame-Ginger-Dressing-1707579,4,0.833333333333,0.833333333333,0.0,0.333333333333,0.5,0.166666666667,300.0,15,4,300.0,600.0,"[noodles, cabbage, green onions, avocado, shredded carrots, edamame, sliced almonds, sesame seeds, oil, rice vinegar, low sodium soy sauce, brown sugar, minced garlic, ground ginger, sesame oil]",salad
Asian-cabbage-salad-with-sesame-seeds-309725,5,,,,,,,,8,4,,1200.0,"[green cabbage, sesame seeds, peanuts, rice vinegar, sesame oil, agave nectar, chili garlic paste, ginger]",salad
Asian-orange-ginger-vinaigrette-314997,5,,,,,,,,7,4,600.0,600.0,"[orange zest, orange, fresh ginger, seasoned rice wine vinegar, honey, sea salt, vegetable oil]",salad
Asian-salad-dressing-345619,5,,,,,,,,5,4,,600.0,"[olive oil, toasted sesame oil, ume plum vinegar, agave nectar, orange juice]",salad
Asian-slaw-297877,4,0.333333333333,0.833333333333,0.0,0.833333333333,0.833333333333,0.333333333333,,7,4,,300.0,"[hellmann' or best food real mayonnais, lime juice, sugar, salt, ground ginger, slaw mix, chopped fresh cilantro]",salad
Asparagus-Egg-and-Bacon-Salad-550450,4,0.833333333333,0.666666666667,0.166666666667,0.833333333333,0.333333333333,0.166666666667,,7,4,,1500.0,"[hard-boiled egg, asparagus, center cut bacon, dijon mustard, extra-virgin olive oil, red wine vinegar, salt]",salad
Asparagus-Pasta-Salad-1702264,4,0.333333333333,0.166666666667,0.0,0.166666666667,0.666666666667,0.166666666667,,12,4,,1800.0,"[penne pasta, asparagus, cherry tomatoes, purple onion, plain greek yogurt, lemon juice, olive oil, chopped parsley, sugar, lemon zest, salt, pepper]",salad
Asparagus-_-Edamame-Orzo-Salad-1379998,3,0.833333333333,0.666666666667,0.0,0.666666666667,0.666666666667,0.166666666667,,22,4,,1200.0,"[orzo pasta, asparagus, frozen shelled edamame, olive oil, grated parmesan cheese, sun-dried tomatoes in oil, fresh basil, garlic cloves, kosher salt, freshly ground black pepper]",salad
Asparagus-_-Tomato-Salad-1611211,4,0.666666666667,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.166666666667,,10,9,,1500.0,"[asparagus, cherry tomatoes, feta cheese, avocado, fresh basil leaves, extra-virgin olive oil, lemon juice, dijon mustard, salt, pepper]",salad
Asparagus-and-Chicken-Salad-with-Buttermilk-Herb-Dressing-1706733,3,0.666666666667,0.166666666667,0.666666666667,0.5,0.833333333333,0.166666666667,600.0,18,5,1500.0,2100.0,"[fresh parsley, fresh tarragon, lemon, dijon mustard, buttermilk, mayonnaise, virgin olive oil, kosher salt, freshly ground pepper, sliced almonds, asparagus, bibb lettuce, watercress, radishes, chicken, feta cheese]",salad
Asparagus-and-Chickpea-Salad-with-Vegan-Buttermilk-Dressing-1703568,4,0.833333333333,0.166666666667,0.166666666667,0.166666666667,0.833333333333,0.333333333333,,17,4,,1500.0,"[non dairy milk, apple cider vinegar, raw cashews, lemon juice, dijon mustard, sea salt, garlic, fresh parsley, fresh chives, asparagus, green leaf lettuce, watercress, radicchio, chickpeas, sliced almonds, parsley, feta cheese]",salad
Asparagus-salad-308737,5,,,,,,,,10,2,,1500.0,"[asparagus, broccolini, fresh lemon juice, salt, shallots, extra-virgin olive oil, pinenuts, radishes, lemon, parmesan cheese]",salad
Aubergine_-Sun-Dried-Tomato-and-Pine-Nut-Salad-857756,4,,,,,,,,7,2,,2100.0,"[eggplant, sun-dried tomatoes, cherry tomatoes, zucchini, pinenuts, arugula, lime]",salad
Aunt-Bee_s-Shrimp-and-Pasta-Salad-1697527,4,0.333333333333,0.333333333333,0.166666666667,0.666666666667,0.666666666667,0.166666666667,,13,4,1200.0,1200.0,"[shrimp, pasta, green onions, green bell pepper, diced celery, frozen peas, mayonnaise, fresh lemon juice, white vinegar, sugar, dill, salt, pepper]",salad
Autumn-salad-with-pears-and-gorgonzola-352330,5,0.166666666667,0.166666666667,0.5,0.166666666667,0.833333333333,0.5,,10,6,,1500.0,"[red wine vinegar, dijon mustard, honey, salt, ground pepper, olive oil, pears, cheese, baby greens, pecans]",salad
Avocado-And-Green-Apple-Salad-1684065,3,0.666666666667,0.166666666667,0.0,0.166666666667,0.666666666667,0.333333333333,,8,4,,1200.0,"[ginger, extra-virgin olive oil, caster sugar, soy sauce, lime juice, watercress, avocado, granny smith apples]",salad
Avocado-BLT-Quinoa-Salad-1709016,4,0.5,0.166666666667,0.0,0.5,0.333333333333,0.166666666667,1800.0,11,8,900.0,4500.0,"[quinoa, chicken broth, butter, salt, pepper, ranch dressing, cherry tomatoes, avocado, fresh spinach]",salad
Avocado-Caprese-Salad-1580446,4,,,,,,,,6,2,,1200.0,"[tomatoes, avocado, fresh mozzarella, balsamic reduction, fresh basil leaves, extra-virgin olive oil]",salad
Avocado-Caprese-Salad-1677742,4,,,,,,,,8,1,300.0,300.0,"[cherry tomatoes, fresh mozzarella balls, loosely packed fresh basil leaves, avocado, extra-virgin olive oil, balsamic vinegar, sea salt flakes, cracked black pepper]",salad
Avocado-Chicken-Salad-1602203,4,0.833333333333,0.5,0.166666666667,0.833333333333,0.5,0.166666666667,900.0,12,7,600.0,1500.0,"[boneless skinless chicken breasts, garlic, salt, sour cream, avocado, fresh cilantro, finely chopped onion, lime, Tabasco Pepper Sauce, garlic powder, pepper]",salad
Avocado-Cilantro-Lime-Dressing-1580342,4,0.5,0.166666666667,0.0,0.5,0.666666666667,0.166666666667,,7,2,180.0,180.0,"[avocado, cilantro, plain greek yogurt, garlic powder, lime, salt, olive oil]",salad
Avocado-Cucumber-Salad-1624894,4,0.666666666667,0.166666666667,0.0,0.333333333333,0.666666666667,0.166666666667,,6,4,,1200.0,"[cucumber, avocado, cilantro, lemon juice, lime juice, sea salt]",salad
Avocado-Dressing-1686215,3,0.666666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.333333333333,,6,8,,900.0,"[avocado, nonfat yogurt plain, garlic, purple onion, fresh lemon juice, parsley sprigs]",salad
Avocado-Dressing-1706860,3,0.666666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.333333333333,,6,8,600.0,600.0,"[avocado, nonfat yogurt plain, garlic, purple onion, fresh lemon juice, parsley sprigs]",salad
Avocado-Lime-Dressing-1175822,3,0.833333333333,0.5,0.0,0.166666666667,0.833333333333,0.333333333333,,7,4,,900.0,"[lime zest, lime juice, avocado, extra-virgin olive oil, raw honey, garlic, sea salt]",salad
Avocado-Mango-Kale-Salad-1683379,4,0.833333333333,0.333333333333,0.0,0.166666666667,0.833333333333,0.5,,9,4,,1200.0,"[kale, extra-virgin olive oil, lemon, salt, honey, mango, avocado, roasted almonds]",salad
Avocado-Quinoa-Salad-1597081,4,0.5,0.166666666667,0.166666666667,0.333333333333,0.833333333333,0.166666666667,,9,2,1200.0,1200.0,"[quinoa, salt, red pepper, corn, black beans, taco seasoning, scallions, avocado, citrus vinaigrette]",salad
Avocado-Quinoa-Salad-1683295,4,,,,,,,900.0,9,8,600.0,1500.0,"[water, quinoa, avocado, garlic, grape tomatoes, lime zest, canola oil, kosher salt, freshly ground black pepper]",salad
Avocado-Salad-1712966,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.666666666667,0.166666666667,,10,6,,900.0,"[mini cucumbers, cherry tomatoes, avocado, purple onion, fresh basil, fresh parsley, olive oil, lemon, salt, pepper]",salad
Avocado-Salad-Dressing-1703714,4,,,,,,,600.0,9,4,60.0,660.0,"[avocado, chopped garlic, lime, vegetables, olives, oil, salt, ground red pepper, water]",salad
Avocado-Strawberry-Spinach-Salad-1710673,4,0.666666666667,0.666666666667,0.0,0.166666666667,0.833333333333,0.5,,9,4,,1200.0,"[mayonnaise, sugar, lemon juice, poppy seeds, baby spinach leaves, avocado, strawberries, pistachio nuts, crumbled goat cheese]",salad
